enrollment_id,enrolled_at,status,student_id,course_id,semester_id
ENR-00014885,2022-03-26,completed,STU-0002237,CRS-00186,SEM-004
ENR-00014886,2024-03-23,completed,STU-0004777,CRS-00070,SEM-008
ENR-00014887,2023-04-12,completed,STU-0004869,CRS-00244,SEM-003
ENR-00014888,2024-12-28,dropped,STU-0003483,CRS-00277,SEM-002
ENR-00014889,2022-01-25,completed,STU-0000209,CRS-00124,SEM-006
ENR-00014890,2023-07-27,completed,STU-0003069,CRS-00255,SEM-004
ENR-00014891,2024-10-02,completed,STU-0001390,CRS-00221,SEM-004
ENR-00014892,2024-11-29,completed,STU-0001085,CRS-00103,SEM-007
ENR-00014893,2024-07-13,active,STU-0002471,CRS-00207,SEM-003
ENR-00014894,2022-10-26,failed,STU-0004462,CRS-00229,SEM-008
ENR-00014895,2025-05-05,completed,STU-0004103,CRS-00009,SEM-004
ENR-00014896,2025-07-14,completed,STU-0001176,CRS-00231,SEM-006
ENR-00014897,2024-01-03,failed,STU-0001140,CRS-00130,SEM-006
ENR-00014898,2024-06-10,completed,STU-0000795,CRS-00201,SEM-003
ENR-00014899,2023-08-06,failed,STU-0004871,CRS-00204,SEM-008
ENR-00014900,2024-01-01,completed,STU-0003841,CRS-00172,SEM-003
ENR-00014901,2024-09-05,completed,STU-0003767,CRS-00263,SEM-005
ENR-00014902,2025-10-28,active,STU-0002817,CRS-00098,SEM-004
ENR-00014903,2024-08-05,active,STU-0001418,CRS-00119,SEM-001
ENR-00014904,2024-11-26,completed,STU-0003785,CRS-00234,SEM-005
ENR-00014905,2024-03-05,completed,STU-0003716,CRS-00290,SEM-006
ENR-00014906,2023-12-17,active,STU-0001281,CRS-00070,SEM-007
ENR-00014907,2023-09-23,failed,STU-0004231,CRS-00187,SEM-008
ENR-00014908,2023-04-22,completed,STU-0004004,CRS-00072,SEM-006
ENR-00014909,2025-11-04,completed,STU-0003835,CRS-00183,SEM-007
ENR-00014910,2025-04-07,active,STU-0004059,CRS-00052,SEM-004
ENR-00014911,2023-12-19,dropped,STU-0002192,CRS-00205,SEM-008
ENR-00014912,2022-12-16,completed,STU-0001231,CRS-00045,SEM-006
ENR-00014913,2023-09-22,completed,STU-0002934,CRS-00263,SEM-005
ENR-00014914,2023-12-14,completed,STU-0004765,CRS-00097,SEM-004
ENR-00014915,2025-11-01,completed,STU-0002501,CRS-00121,SEM-002
ENR-00014916,2024-09-23,active,STU-0002223,CRS-00027,SEM-007
ENR-00014917,2023-01-20,completed,STU-0004096,CRS-00025,SEM-008
ENR-00014918,2023-07-07,active,STU-0004905,CRS-00223,SEM-007
ENR-00014919,2022-03-25,completed,STU-0003442,CRS-00054,SEM-008
ENR-00014920,2025-10-17,dropped,STU-0001291,CRS-00197,SEM-004
ENR-00014921,2022-04-27,completed,STU-0001337,CRS-00055,SEM-007
ENR-00014922,2022-06-15,dropped,STU-0003525,CRS-00036,SEM-002
ENR-00014923,2022-09-27,completed,STU-0001657,CRS-00203,SEM-004
ENR-00014924,2025-10-10,active,STU-0002528,CRS-00076,SEM-005
ENR-00014925,2024-03-20,failed,STU-0000355,CRS-00216,SEM-008
ENR-00014926,2023-05-20,active,STU-0004411,CRS-00278,SEM-005
ENR-00014927,2024-06-25,completed,STU-0001327,CRS-00167,SEM-001
ENR-00014928,2023-12-05,completed,STU-0001765,CRS-00144,SEM-002
ENR-00014929,2024-11-17,completed,STU-0004145,CRS-00253,SEM-004
ENR-00014930,2025-01-09,completed,STU-0004955,CRS-00037,SEM-007
ENR-00014931,2025-11-18,completed,STU-0001953,CRS-00054,SEM-003
ENR-00014932,2024-04-01,completed,STU-0002905,CRS-00066,SEM-002
ENR-00014933,2022-10-18,failed,STU-0004309,CRS-00116,SEM-005
ENR-00014934,2025-08-27,completed,STU-0002175,CRS-00122,SEM-001
ENR-00014935,2025-11-06,completed,STU-0001549,CRS-00029,SEM-005
ENR-00014936,2024-07-24,dropped,STU-0004155,CRS-00005,SEM-001
ENR-00014937,2024-05-19,completed,STU-0004231,CRS-00200,SEM-008
ENR-00014938,2024-04-04,completed,STU-0004532,CRS-00270,SEM-004
ENR-00014939,2022-07-12,completed,STU-0001318,CRS-00028,SEM-001
ENR-00014940,2024-02-17,completed,STU-0003513,CRS-00017,SEM-003
ENR-00014941,2024-08-06,completed,STU-0000206,CRS-00234,SEM-003
ENR-00014942,2022-04-01,completed,STU-0002224,CRS-00170,SEM-001
ENR-00014943,2022-07-07,completed,STU-0003305,CRS-00251,SEM-007
ENR-00014944,2023-08-08,dropped,STU-0002998,CRS-00053,SEM-006
ENR-00014945,2023-06-16,completed,STU-0001987,CRS-00245,SEM-001
ENR-00014946,2025-07-26,failed,STU-0004086,CRS-00190,SEM-003
ENR-00014947,2024-07-07,dropped,STU-0002980,CRS-00067,SEM-003
ENR-00014948,2024-03-06,completed,STU-0004975,CRS-00115,SEM-007
ENR-00014949,2023-12-16,active,STU-0000909,CRS-00275,SEM-007
ENR-00014950,2024-10-24,completed,STU-0002335,CRS-00179,SEM-006
ENR-00014951,2025-04-29,active,STU-0002444,CRS-00098,SEM-001
ENR-00014952,2025-03-05,completed,STU-0003127,CRS-00094,SEM-003
ENR-00014953,2023-08-07,active,STU-0001042,CRS-00162,SEM-007
ENR-00014954,2025-09-26,completed,STU-0002649,CRS-00009,SEM-001
ENR-00014955,2023-06-09,completed,STU-0002584,CRS-00290,SEM-001
ENR-00014956,2024-02-13,active,STU-0002319,CRS-00236,SEM-008
ENR-00014957,2024-09-19,dropped,STU-0004406,CRS-00129,SEM-002
ENR-00014958,2023-06-30,completed,STU-0002791,CRS-00221,SEM-003
ENR-00014959,2023-11-23,completed,STU-0000508,CRS-00224,SEM-006
ENR-00014960,2024-01-01,failed,STU-0004676,CRS-00139,SEM-005
ENR-00014961,2023-10-19,completed,STU-0004062,CRS-00046,SEM-001
ENR-00014962,2023-05-24,completed,STU-0004369,CRS-00257,SEM-008
ENR-00014963,2022-01-09,completed,STU-0002913,CRS-00239,SEM-007
ENR-00014964,2024-10-24,active,STU-0004866,CRS-00221,SEM-008
ENR-00014965,2022-08-22,active,STU-0000325,CRS-00136,SEM-001
ENR-00014966,2023-07-19,completed,STU-0004308,CRS-00117,SEM-007
ENR-00014967,2022-06-20,failed,STU-0002536,CRS-00160,SEM-003
ENR-00014968,2022-07-15,completed,STU-0002065,CRS-00152,SEM-001
ENR-00014969,2022-09-13,failed,STU-0002055,CRS-00068,SEM-005
ENR-00014970,2023-11-22,completed,STU-0002139,CRS-00024,SEM-005
ENR-00014971,2025-07-05,dropped,STU-0004085,CRS-00063,SEM-002
ENR-00014972,2023-07-08,completed,STU-0003967,CRS-00054,SEM-006
ENR-00014973,2022-08-18,completed,STU-0000159,CRS-00259,SEM-005
ENR-00014974,2023-07-22,completed,STU-0002448,CRS-00272,SEM-002
ENR-00014975,2025-01-18,completed,STU-0000923,CRS-00163,SEM-006
ENR-00014976,2023-06-10,completed,STU-0002971,CRS-00288,SEM-007
ENR-00014977,2023-11-05,completed,STU-0002981,CRS-00128,SEM-002
ENR-00014978,2023-04-26,completed,STU-0000625,CRS-00249,SEM-006
ENR-00014979,2023-11-28,completed,STU-0001858,CRS-00187,SEM-007
ENR-00014980,2025-11-13,active,STU-0003798,CRS-00225,SEM-003
ENR-00014981,2023-04-18,completed,STU-0001796,CRS-00242,SEM-001
ENR-00014982,2023-12-27,completed,STU-0000978,CRS-00040,SEM-003
ENR-00014983,2022-07-22,active,STU-0002989,CRS-00058,SEM-007
ENR-00014984,2024-05-04,completed,STU-0003196,CRS-00031,SEM-006
ENR-00014985,2023-11-17,active,STU-0004789,CRS-00079,SEM-007
ENR-00014986,2024-09-11,completed,STU-0001555,CRS-00264,SEM-008
ENR-00014987,2022-08-24,completed,STU-0004864,CRS-00045,SEM-001
ENR-00014988,2023-09-02,completed,STU-0003713,CRS-00010,SEM-007
ENR-00014989,2024-04-30,completed,STU-0003876,CRS-00046,SEM-004
ENR-00014990,2025-09-22,completed,STU-0000263,CRS-00261,SEM-003
ENR-00014991,2023-06-17,completed,STU-0003038,CRS-00258,SEM-007
ENR-00014992,2024-11-11,completed,STU-0000513,CRS-00064,SEM-005
ENR-00014993,2024-04-11,completed,STU-0000737,CRS-00270,SEM-006
ENR-00014994,2024-12-08,active,STU-0003525,CRS-00076,SEM-008
ENR-00014995,2025-01-18,failed,STU-0001331,CRS-00015,SEM-004
ENR-00014996,2025-08-17,completed,STU-0001381,CRS-00022,SEM-008
ENR-00014997,2023-11-12,active,STU-0004644,CRS-00216,SEM-005
ENR-00014998,2024-03-26,completed,STU-0000340,CRS-00072,SEM-002
ENR-00014999,2023-01-31,completed,STU-0002905,CRS-00145,SEM-001
ENR-00015000,2024-03-03,completed,STU-0003307,CRS-00264,SEM-007
ENR-00015001,2025-10-12,failed,STU-0004042,CRS-00280,SEM-005
ENR-00015002,2022-09-22,completed,STU-0002711,CRS-00150,SEM-003
ENR-00015003,2022-04-18,completed,STU-0004767,CRS-00272,SEM-004
ENR-00015004,2025-06-27,completed,STU-0003768,CRS-00176,SEM-008
ENR-00015005,2024-05-05,completed,STU-0001750,CRS-00223,SEM-002
ENR-00015006,2025-11-21,completed,STU-0003499,CRS-00189,SEM-004
ENR-00015007,2024-08-15,completed,STU-0002378,CRS-00181,SEM-002
ENR-00015008,2022-06-23,completed,STU-0002239,CRS-00081,SEM-003
ENR-00015009,2025-07-09,completed,STU-0000880,CRS-00158,SEM-005
ENR-00015010,2023-11-17,active,STU-0000167,CRS-00140,SEM-004
ENR-00015011,2023-03-17,completed,STU-0002973,CRS-00215,SEM-008
ENR-00015012,2025-08-22,active,STU-0003106,CRS-00049,SEM-001
ENR-00015013,2023-02-17,active,STU-0001048,CRS-00219,SEM-002
ENR-00015014,2022-07-24,completed,STU-0002052,CRS-00221,SEM-007
ENR-00015015,2025-09-21,completed,STU-0003101,CRS-00122,SEM-008
ENR-00015016,2025-02-20,completed,STU-0002007,CRS-00295,SEM-001
ENR-00015017,2022-02-28,completed,STU-0004609,CRS-00274,SEM-004
ENR-00015018,2022-08-06,completed,STU-0002703,CRS-00161,SEM-008
ENR-00015019,2024-07-29,completed,STU-0001053,CRS-00051,SEM-008
ENR-00015020,2024-09-21,failed,STU-0000578,CRS-00057,SEM-001
ENR-00015021,2024-05-31,completed,STU-0000096,CRS-00152,SEM-006
ENR-00015022,2025-12-22,completed,STU-0000584,CRS-00277,SEM-005
ENR-00015023,2022-10-23,completed,STU-0004527,CRS-00194,SEM-008
ENR-00015024,2022-11-11,dropped,STU-0002542,CRS-00113,SEM-003
ENR-00015025,2022-07-14,completed,STU-0001135,CRS-00110,SEM-008
ENR-00015026,2024-12-04,completed,STU-0001814,CRS-00072,SEM-007
ENR-00015027,2025-05-06,completed,STU-0001523,CRS-00073,SEM-004
ENR-00015028,2024-12-20,active,STU-0004409,CRS-00002,SEM-006
ENR-00015029,2025-08-30,completed,STU-0003587,CRS-00176,SEM-002
ENR-00015030,2024-06-20,active,STU-0001775,CRS-00223,SEM-008
ENR-00015031,2022-02-25,completed,STU-0004680,CRS-00292,SEM-007
ENR-00015032,2022-10-04,active,STU-0004172,CRS-00157,SEM-003
ENR-00015033,2024-04-07,completed,STU-0003965,CRS-00132,SEM-003
ENR-00015034,2025-01-31,completed,STU-0000265,CRS-00127,SEM-004
ENR-00015035,2025-06-20,active,STU-0000768,CRS-00092,SEM-005
ENR-00015036,2022-07-05,completed,STU-0002742,CRS-00204,SEM-003
ENR-00015037,2024-01-20,completed,STU-0004861,CRS-00028,SEM-002
ENR-00015038,2022-10-05,dropped,STU-0000301,CRS-00134,SEM-003
ENR-00015039,2023-03-29,completed,STU-0001393,CRS-00258,SEM-007
ENR-00015040,2025-02-12,active,STU-0003580,CRS-00145,SEM-005
ENR-00015041,2025-10-04,active,STU-0002483,CRS-00215,SEM-005
ENR-00015042,2024-05-26,completed,STU-0003910,CRS-00277,SEM-003
ENR-00015043,2023-11-26,completed,STU-0002995,CRS-00280,SEM-002
ENR-00015044,2022-11-23,completed,STU-0000724,CRS-00220,SEM-005
ENR-00015045,2023-05-26,completed,STU-0003111,CRS-00283,SEM-005
ENR-00015046,2024-11-21,completed,STU-0002111,CRS-00280,SEM-001
ENR-00015047,2023-08-12,completed,STU-0000881,CRS-00208,SEM-007
ENR-00015048,2023-08-02,completed,STU-0002654,CRS-00259,SEM-004
ENR-00015049,2025-10-01,completed,STU-0001143,CRS-00115,SEM-003
ENR-00015050,2025-04-02,completed,STU-0001337,CRS-00112,SEM-003
ENR-00015051,2024-10-19,completed,STU-0004591,CRS-00097,SEM-007
ENR-00015052,2024-01-03,completed,STU-0000746,CRS-00231,SEM-007
ENR-00015053,2024-05-11,active,STU-0003572,CRS-00292,SEM-002
ENR-00015054,2024-02-16,dropped,STU-0004620,CRS-00264,SEM-005
ENR-00015055,2024-09-09,completed,STU-0003470,CRS-00201,SEM-001
ENR-00015056,2022-07-31,active,STU-0002394,CRS-00237,SEM-002
ENR-00015057,2023-07-20,completed,STU-0001614,CRS-00223,SEM-004
ENR-00015058,2024-12-02,completed,STU-0002149,CRS-00270,SEM-007
ENR-00015059,2024-03-03,completed,STU-0000187,CRS-00176,SEM-004
ENR-00015060,2025-11-15,completed,STU-0002218,CRS-00194,SEM-008
ENR-00015061,2022-11-13,completed,STU-0002895,CRS-00037,SEM-002
ENR-00015062,2024-07-01,completed,STU-0000984,CRS-00012,SEM-005
ENR-00015063,2024-08-31,active,STU-0000580,CRS-00090,SEM-007
ENR-00015064,2023-03-07,completed,STU-0002614,CRS-00107,SEM-002
ENR-00015065,2025-07-01,active,STU-0003873,CRS-00048,SEM-002
ENR-00015066,2023-07-17,active,STU-0003464,CRS-00008,SEM-001
ENR-00015067,2022-07-25,completed,STU-0004378,CRS-00171,SEM-004
ENR-00015068,2022-07-31,completed,STU-0002659,CRS-00160,SEM-003
ENR-00015069,2025-10-30,completed,STU-0001306,CRS-00094,SEM-004
ENR-00015070,2022-11-22,dropped,STU-0002935,CRS-00281,SEM-003
ENR-00015071,2024-01-24,dropped,STU-0003465,CRS-00197,SEM-006
ENR-00015072,2023-04-30,completed,STU-0000763,CRS-00249,SEM-005
ENR-00015073,2023-08-14,completed,STU-0001117,CRS-00027,SEM-006
ENR-00015074,2022-08-09,dropped,STU-0002321,CRS-00300,SEM-005
ENR-00015075,2022-05-31,failed,STU-0001731,CRS-00030,SEM-004
ENR-00015076,2024-08-14,completed,STU-0001263,CRS-00190,SEM-006
ENR-00015077,2022-06-25,active,STU-0002247,CRS-00169,SEM-008
ENR-00015078,2023-09-02,active,STU-0000511,CRS-00002,SEM-005
ENR-00015079,2024-09-11,failed,STU-0000840,CRS-00200,SEM-001
ENR-00015080,2023-12-14,failed,STU-0003260,CRS-00240,SEM-008
ENR-00015081,2024-04-16,failed,STU-0004248,CRS-00025,SEM-002
ENR-00015082,2023-11-26,active,STU-0000171,CRS-00160,SEM-001
ENR-00015083,2022-04-26,active,STU-0003803,CRS-00130,SEM-001
ENR-00015084,2025-03-26,failed,STU-0004891,CRS-00165,SEM-006
ENR-00015085,2025-08-25,completed,STU-0001821,CRS-00175,SEM-008
ENR-00015086,2024-12-17,completed,STU-0000500,CRS-00108,SEM-007
ENR-00015087,2023-07-08,completed,STU-0002030,CRS-00026,SEM-005
ENR-00015088,2024-11-11,completed,STU-0000576,CRS-00196,SEM-007
ENR-00015089,2022-12-12,completed,STU-0001264,CRS-00181,SEM-003
ENR-00015090,2023-10-24,active,STU-0004190,CRS-00216,SEM-006
ENR-00015091,2023-04-12,completed,STU-0002723,CRS-00234,SEM-004
ENR-00015092,2023-06-18,completed,STU-0002937,CRS-00297,SEM-008
ENR-00015093,2023-07-28,completed,STU-0001690,CRS-00024,SEM-003
ENR-00015094,2023-08-07,completed,STU-0003789,CRS-00263,SEM-005
ENR-00015095,2023-03-09,failed,STU-0001624,CRS-00104,SEM-002
ENR-00015096,2024-01-22,completed,STU-0000647,CRS-00277,SEM-005
ENR-00015097,2023-07-23,completed,STU-0004871,CRS-00155,SEM-003
ENR-00015098,2023-02-07,dropped,STU-0001089,CRS-00281,SEM-007
ENR-00015099,2024-04-11,completed,STU-0003441,CRS-00248,SEM-001
ENR-00015100,2022-03-21,failed,STU-0000666,CRS-00050,SEM-008
ENR-00015101,2025-06-10,completed,STU-0001790,CRS-00184,SEM-006
ENR-00015102,2022-01-11,completed,STU-0004838,CRS-00258,SEM-004
ENR-00015103,2023-06-16,active,STU-0004678,CRS-00132,SEM-001
ENR-00015104,2022-08-23,completed,STU-0001721,CRS-00254,SEM-004
ENR-00015105,2023-11-09,completed,STU-0000047,CRS-00252,SEM-006
ENR-00015106,2024-07-30,completed,STU-0002431,CRS-00216,SEM-007
ENR-00015107,2024-03-07,dropped,STU-0001759,CRS-00184,SEM-003
ENR-00015108,2024-12-08,completed,STU-0001827,CRS-00133,SEM-002
ENR-00015109,2024-01-25,dropped,STU-0003501,CRS-00285,SEM-007
ENR-00015110,2024-04-12,dropped,STU-0001533,CRS-00275,SEM-004
ENR-00015111,2022-02-06,completed,STU-0000828,CRS-00195,SEM-006
ENR-00015112,2023-07-21,active,STU-0002681,CRS-00064,SEM-003
ENR-00015113,2025-03-26,completed,STU-0003658,CRS-00289,SEM-003
ENR-00015114,2024-09-04,completed,STU-0004625,CRS-00086,SEM-006
ENR-00015115,2025-12-06,completed,STU-0003407,CRS-00153,SEM-007
ENR-00015116,2023-07-12,completed,STU-0000480,CRS-00185,SEM-004
ENR-00015117,2024-09-30,active,STU-0003047,CRS-00112,SEM-005
ENR-00015118,2023-04-05,completed,STU-0003346,CRS-00297,SEM-004
ENR-00015119,2022-05-19,active,STU-0001744,CRS-00146,SEM-006
ENR-00015120,2023-04-25,completed,STU-0000070,CRS-00224,SEM-006
ENR-00015121,2022-12-02,active,STU-0003886,CRS-00053,SEM-007
ENR-00015122,2022-04-12,active,STU-0004642,CRS-00071,SEM-001
ENR-00015123,2024-09-21,completed,STU-0000658,CRS-00271,SEM-002
ENR-00015124,2023-05-01,failed,STU-0003475,CRS-00020,SEM-001
ENR-00015125,2023-03-21,completed,STU-0001086,CRS-00105,SEM-008
ENR-00015126,2022-11-04,completed,STU-0001313,CRS-00249,SEM-002
ENR-00015127,2025-05-23,completed,STU-0004336,CRS-00191,SEM-004
ENR-00015128,2024-05-08,completed,STU-0000164,CRS-00130,SEM-001
ENR-00015129,2024-07-19,active,STU-0003287,CRS-00202,SEM-007
ENR-00015130,2025-04-21,active,STU-0004808,CRS-00050,SEM-007
ENR-00015131,2024-04-01,completed,STU-0002356,CRS-00151,SEM-004
ENR-00015132,2024-05-15,completed,STU-0002519,CRS-00294,SEM-006
ENR-00015133,2024-09-25,completed,STU-0001196,CRS-00205,SEM-007
ENR-00015134,2023-04-04,dropped,STU-0002108,CRS-00296,SEM-008
ENR-00015135,2025-04-10,dropped,STU-0002623,CRS-00038,SEM-001
ENR-00015136,2022-11-14,completed,STU-0004990,CRS-00288,SEM-005
ENR-00015137,2022-07-20,active,STU-0000110,CRS-00092,SEM-001
ENR-00015138,2023-08-24,completed,STU-0004329,CRS-00294,SEM-005
ENR-00015139,2024-09-28,dropped,STU-0003698,CRS-00002,SEM-004
ENR-00015140,2023-06-05,failed,STU-0000087,CRS-00269,SEM-004
ENR-00015141,2022-04-09,completed,STU-0003636,CRS-00291,SEM-004
ENR-00015142,2022-11-26,active,STU-0003785,CRS-00120,SEM-003
ENR-00015143,2024-02-26,completed,STU-0001857,CRS-00138,SEM-006
ENR-00015144,2025-06-13,completed,STU-0002815,CRS-00074,SEM-005
ENR-00015145,2023-09-05,completed,STU-0000129,CRS-00204,SEM-002
ENR-00015146,2025-02-10,completed,STU-0003315,CRS-00262,SEM-008
ENR-00015147,2023-02-27,completed,STU-0000160,CRS-00165,SEM-001
ENR-00015148,2025-05-21,completed,STU-0003349,CRS-00111,SEM-004
ENR-00015149,2023-09-02,completed,STU-0003388,CRS-00205,SEM-004
ENR-00015150,2024-03-31,active,STU-0002920,CRS-00154,SEM-008
ENR-00015151,2024-02-10,completed,STU-0003501,CRS-00135,SEM-004
ENR-00015152,2023-12-03,dropped,STU-0002450,CRS-00180,SEM-003
ENR-00015153,2023-04-04,completed,STU-0004984,CRS-00129,SEM-005
ENR-00015154,2025-05-15,completed,STU-0003215,CRS-00180,SEM-008
ENR-00015155,2023-05-02,dropped,STU-0003897,CRS-00012,SEM-006
ENR-00015156,2023-11-24,completed,STU-0004159,CRS-00226,SEM-007
ENR-00015157,2023-02-02,failed,STU-0002047,CRS-00268,SEM-004
ENR-00015158,2022-05-22,completed,STU-0003580,CRS-00187,SEM-003
ENR-00015159,2025-04-24,completed,STU-0002585,CRS-00002,SEM-005
ENR-00015160,2023-02-10,failed,STU-0004519,CRS-00124,SEM-008
ENR-00015161,2025-12-23,completed,STU-0003470,CRS-00023,SEM-004
ENR-00015162,2024-01-31,completed,STU-0002471,CRS-00124,SEM-006
ENR-00015163,2024-03-15,failed,STU-0001805,CRS-00016,SEM-006
ENR-00015164,2024-04-06,active,STU-0004300,CRS-00281,SEM-005
ENR-00015165,2023-12-09,completed,STU-0002214,CRS-00092,SEM-003
ENR-00015166,2022-01-03,completed,STU-0004498,CRS-00246,SEM-001
ENR-00015167,2025-07-23,completed,STU-0001459,CRS-00235,SEM-002
ENR-00015168,2022-06-20,completed,STU-0003912,CRS-00017,SEM-003
ENR-00015169,2022-08-12,active,STU-0001758,CRS-00013,SEM-004
ENR-00015170,2025-11-14,completed,STU-0003653,CRS-00278,SEM-007
ENR-00015171,2025-10-10,failed,STU-0000806,CRS-00196,SEM-005
ENR-00015172,2022-09-25,active,STU-0004903,CRS-00269,SEM-002
ENR-00015173,2025-08-02,completed,STU-0001175,CRS-00146,SEM-007
ENR-00015174,2023-10-07,completed,STU-0001907,CRS-00282,SEM-007
ENR-00015175,2025-08-18,completed,STU-0000929,CRS-00290,SEM-007
ENR-00015176,2024-05-27,completed,STU-0000360,CRS-00144,SEM-004
ENR-00015177,2025-09-25,active,STU-0004179,CRS-00218,SEM-008
ENR-00015178,2023-03-21,dropped,STU-0004489,CRS-00282,SEM-002
ENR-00015179,2025-01-04,completed,STU-0001362,CRS-00020,SEM-007
ENR-00015180,2025-02-27,completed,STU-0002757,CRS-00300,SEM-002
ENR-00015181,2023-08-19,completed,STU-0003875,CRS-00264,SEM-005
ENR-00015182,2023-04-16,dropped,STU-0004451,CRS-00079,SEM-002
ENR-00015183,2025-11-05,completed,STU-0003195,CRS-00204,SEM-007
ENR-00015184,2025-11-03,completed,STU-0003787,CRS-00235,SEM-006
ENR-00015185,2024-01-12,completed,STU-0004603,CRS-00199,SEM-008
ENR-00015186,2024-12-01,failed,STU-0002450,CRS-00034,SEM-008
ENR-00015187,2022-03-19,completed,STU-0000048,CRS-00097,SEM-003
ENR-00015188,2022-03-30,active,STU-0000774,CRS-00226,SEM-004
ENR-00015189,2024-03-14,completed,STU-0000740,CRS-00093,SEM-007
ENR-00015190,2023-02-17,active,STU-0001153,CRS-00007,SEM-002
ENR-00015191,2022-04-27,active,STU-0001615,CRS-00195,SEM-003
ENR-00015192,2024-10-02,completed,STU-0001306,CRS-00256,SEM-004
ENR-00015193,2024-03-25,completed,STU-0003829,CRS-00220,SEM-005
ENR-00015194,2024-01-26,dropped,STU-0003098,CRS-00047,SEM-001
ENR-00015195,2023-11-07,dropped,STU-0004457,CRS-00130,SEM-001
ENR-00015196,2023-02-17,completed,STU-0003425,CRS-00113,SEM-007
ENR-00015197,2024-06-05,completed,STU-0002383,CRS-00057,SEM-008
ENR-00015198,2023-10-06,dropped,STU-0000399,CRS-00187,SEM-003
ENR-00015199,2023-07-25,completed,STU-0003875,CRS-00070,SEM-008
ENR-00015200,2025-09-16,dropped,STU-0001369,CRS-00206,SEM-001
ENR-00015201,2023-09-16,active,STU-0002993,CRS-00018,SEM-001
ENR-00015202,2025-05-13,completed,STU-0000509,CRS-00229,SEM-007
ENR-00015203,2025-07-27,active,STU-0000078,CRS-00013,SEM-001
ENR-00015204,2022-10-08,active,STU-0004109,CRS-00174,SEM-006
ENR-00015205,2024-05-14,completed,STU-0001314,CRS-00178,SEM-005
ENR-00015206,2024-01-07,completed,STU-0000308,CRS-00207,SEM-001
ENR-00015207,2024-10-14,completed,STU-0000099,CRS-00180,SEM-005
ENR-00015208,2022-09-14,dropped,STU-0001321,CRS-00114,SEM-006
ENR-00015209,2022-07-25,dropped,STU-0002565,CRS-00147,SEM-004
ENR-00015210,2024-06-21,completed,STU-0002153,CRS-00061,SEM-006
ENR-00015211,2022-09-01,completed,STU-0000239,CRS-00110,SEM-001
ENR-00015212,2024-09-30,dropped,STU-0001070,CRS-00235,SEM-007
ENR-00015213,2024-09-01,failed,STU-0000873,CRS-00255,SEM-007
ENR-00015214,2022-05-07,completed,STU-0000372,CRS-00176,SEM-002
ENR-00015215,2022-05-12,completed,STU-0003332,CRS-00260,SEM-006
ENR-00015216,2022-09-17,completed,STU-0001321,CRS-00103,SEM-003
ENR-00015217,2024-08-20,active,STU-0001987,CRS-00258,SEM-007
ENR-00015218,2022-10-11,completed,STU-0001913,CRS-00089,SEM-003
ENR-00015219,2024-11-17,completed,STU-0004485,CRS-00135,SEM-003
ENR-00015220,2024-09-22,completed,STU-0001009,CRS-00166,SEM-008
ENR-00015221,2024-06-30,completed,STU-0004561,CRS-00215,SEM-008
ENR-00015222,2023-12-17,completed,STU-0003015,CRS-00170,SEM-008
ENR-00015223,2023-06-15,active,STU-0002663,CRS-00294,SEM-001
ENR-00015224,2025-01-20,dropped,STU-0004587,CRS-00046,SEM-006
ENR-00015225,2022-08-14,completed,STU-0001589,CRS-00125,SEM-004
ENR-00015226,2024-03-21,completed,STU-0002449,CRS-00194,SEM-008
ENR-00015227,2023-06-16,failed,STU-0003660,CRS-00011,SEM-003
ENR-00015228,2024-03-20,failed,STU-0000359,CRS-00005,SEM-003
ENR-00015229,2022-11-19,active,STU-0001847,CRS-00036,SEM-007
ENR-00015230,2024-08-09,completed,STU-0003534,CRS-00066,SEM-005
ENR-00015231,2025-07-25,active,STU-0002934,CRS-00159,SEM-001
ENR-00015232,2024-04-16,active,STU-0002410,CRS-00173,SEM-003
ENR-00015233,2023-11-18,completed,STU-0002503,CRS-00125,SEM-001
ENR-00015234,2022-09-30,completed,STU-0001815,CRS-00063,SEM-001
ENR-00015235,2025-11-09,completed,STU-0004071,CRS-00009,SEM-004
ENR-00015236,2023-11-11,completed,STU-0002873,CRS-00060,SEM-005
ENR-00015237,2023-04-06,active,STU-0003255,CRS-00281,SEM-003
ENR-00015238,2025-01-20,completed,STU-0001866,CRS-00239,SEM-002
ENR-00015239,2022-10-21,completed,STU-0002383,CRS-00268,SEM-006
ENR-00015240,2022-11-13,active,STU-0001823,CRS-00268,SEM-007
ENR-00015241,2023-08-27,active,STU-0004986,CRS-00277,SEM-008
ENR-00015242,2025-07-17,completed,STU-0004064,CRS-00102,SEM-004
ENR-00015243,2025-11-15,active,STU-0001273,CRS-00127,SEM-006
ENR-00015244,2024-06-15,completed,STU-0004220,CRS-00051,SEM-002
ENR-00015245,2023-08-21,completed,STU-0000042,CRS-00057,SEM-001
ENR-00015246,2023-04-10,failed,STU-0000902,CRS-00176,SEM-005
ENR-00015247,2022-05-07,active,STU-0000978,CRS-00059,SEM-004
ENR-00015248,2025-04-25,active,STU-0002459,CRS-00018,SEM-006
ENR-00015249,2022-01-06,dropped,STU-0002655,CRS-00265,SEM-001
ENR-00015250,2023-02-25,completed,STU-0002018,CRS-00107,SEM-006
ENR-00015251,2023-03-17,active,STU-0002869,CRS-00101,SEM-001
ENR-00015252,2024-11-02,active,STU-0002885,CRS-00080,SEM-007
