grade_id,assessment,score,weight,graded_at,enrollment_id
GRD-00025748,homework,72.42,0.18,2024-05-06,ENR-00000655
GRD-00025749,final,77.68,0.5,2025-04-28,ENR-00014120
GRD-00025750,homework,74.67,0.21,2023-05-06,ENR-00009206
GRD-00025751,homework,88.32,0.37,2022-02-28,ENR-00003920
GRD-00025752,quiz,72.55,0.22,2023-08-09,ENR-00014608
GRD-00025753,quiz,73.66,0.1,2023-06-06,ENR-00015877
GRD-00025754,final,71.34,0.48,2023-01-22,ENR-00023693
GRD-00025755,midterm,73.78,0.24,2025-04-19,ENR-00024552
GRD-00025756,midterm,88.52,0.46,2024-05-13,ENR-00024048
GRD-00025757,midterm,51.74,0.39,2025-08-04,ENR-00010522
GRD-00025758,final,63.42,0.36,2025-08-28,ENR-00023716
GRD-00025759,project,61.12,0.42,2025-11-08,ENR-00020304
GRD-00025760,midterm,75.47,0.12,2023-06-21,ENR-00010760
GRD-00025761,project,65.69,0.16,2025-01-14,ENR-00011847
GRD-00025762,final,68.15,0.29,2024-04-20,ENR-00003836
GRD-00025763,final,93.21,0.28,2023-11-04,ENR-00006765
GRD-00025764,homework,47.74,0.19,2024-11-13,ENR-00007142
GRD-00025765,midterm,64.24,0.44,2025-06-16,ENR-00007482
GRD-00025766,project,99.07,0.28,2025-09-19,ENR-00023321
GRD-00025767,project,84.72,0.25,2024-10-17,ENR-00019465
GRD-00025768,midterm,63.63,0.15,2025-01-04,ENR-00019473
GRD-00025769,project,66.54,0.2,2023-05-26,ENR-00004033
GRD-00025770,final,97.0,0.32,2024-06-30,ENR-00002272
GRD-00025771,final,96.26,0.37,2023-01-16,ENR-00015319
GRD-00025772,homework,69.1,0.27,2024-12-18,ENR-00024716
GRD-00025773,project,92.99,0.35,2023-06-12,ENR-00024291
GRD-00025774,midterm,65.71,0.21,2024-06-22,ENR-00005338
GRD-00025775,final,64.55,0.22,2024-11-23,ENR-00011390
GRD-00025776,quiz,91.07,0.16,2023-12-13,ENR-00018595
GRD-00025777,homework,74.96,0.15,2024-11-11,ENR-00014362
GRD-00025778,homework,72.21,0.27,2022-07-01,ENR-00016131
GRD-00025779,midterm,75.73,0.12,2024-12-28,ENR-00013652
GRD-00025780,midterm,86.9,0.32,2025-04-15,ENR-00010312
GRD-00025781,midterm,89.68,0.13,2023-12-07,ENR-00017629
GRD-00025782,homework,75.05,0.5,2024-02-13,ENR-00011883
GRD-00025783,homework,73.41,0.1,2024-02-27,ENR-00014619
GRD-00025784,quiz,76.97,0.12,2024-12-23,ENR-00013971
GRD-00025785,quiz,70.34,0.42,2025-03-01,ENR-00024588
GRD-00025786,project,80.22,0.15,2023-05-12,ENR-00015514
GRD-00025787,quiz,57.24,0.49,2025-03-14,ENR-00003872
GRD-00025788,quiz,93.57,0.47,2023-12-12,ENR-00021357
GRD-00025789,project,64.43,0.29,2024-05-19,ENR-00006589
GRD-00025790,final,59.37,0.48,2025-05-13,ENR-00014489
GRD-00025791,midterm,69.0,0.47,2023-09-18,ENR-00017419
GRD-00025792,quiz,70.45,0.16,2024-04-25,ENR-00003482
GRD-00025793,midterm,79.86,0.32,2024-12-28,ENR-00001802
GRD-00025794,quiz,68.48,0.15,2025-08-17,ENR-00001297
GRD-00025795,project,77.21,0.33,2025-11-14,ENR-00002964
GRD-00025796,quiz,89.0,0.22,2023-01-01,ENR-00003047
GRD-00025797,quiz,77.02,0.36,2023-09-25,ENR-00019626
GRD-00025798,project,90.76,0.45,2023-10-01,ENR-00007225
GRD-00025799,homework,81.96,0.39,2022-03-17,ENR-00019437
GRD-00025800,project,53.2,0.37,2024-07-26,ENR-00009641
GRD-00025801,homework,100.0,0.23,2022-12-05,ENR-00022326
GRD-00025802,quiz,72.53,0.47,2023-10-12,ENR-00017989
GRD-00025803,project,58.79,0.32,2024-01-28,ENR-00015087
GRD-00025804,project,74.35,0.44,2022-06-23,ENR-00000450
GRD-00025805,project,82.79,0.15,2022-03-07,ENR-00013015
GRD-00025806,midterm,65.13,0.13,2025-10-17,ENR-00010043
GRD-00025807,quiz,79.82,0.18,2022-11-28,ENR-00006333
GRD-00025808,midterm,70.54,0.43,2023-05-26,ENR-00019364
GRD-00025809,midterm,75.03,0.28,2024-08-22,ENR-00019712
GRD-00025810,project,89.5,0.32,2023-08-20,ENR-00019549
GRD-00025811,midterm,67.85,0.43,2022-05-04,ENR-00000412
GRD-00025812,midterm,67.84,0.27,2022-10-03,ENR-00018549
GRD-00025813,final,86.94,0.23,2023-06-11,ENR-00000693
GRD-00025814,quiz,94.03,0.46,2023-05-10,ENR-00022294
GRD-00025815,quiz,78.03,0.32,2024-03-31,ENR-00015891
GRD-00025816,homework,56.43,0.41,2022-12-16,ENR-00008267
GRD-00025817,homework,97.24,0.41,2023-04-29,ENR-00021595
GRD-00025818,final,69.49,0.45,2023-05-08,ENR-00006686
GRD-00025819,project,69.49,0.25,2023-12-17,ENR-00000258
GRD-00025820,final,68.88,0.46,2022-08-14,ENR-00022204
GRD-00025821,project,76.74,0.13,2025-03-07,ENR-00014370
GRD-00025822,quiz,60.38,0.26,2025-04-07,ENR-00024968
GRD-00025823,quiz,85.73,0.32,2022-12-21,ENR-00015152
GRD-00025824,homework,71.85,0.39,2024-07-30,ENR-00015100
GRD-00025825,project,66.23,0.27,2023-09-02,ENR-00009361
GRD-00025826,final,74.06,0.23,2023-02-26,ENR-00024100
GRD-00025827,midterm,80.73,0.22,2023-03-31,ENR-00011937
GRD-00025828,final,80.34,0.29,2023-04-26,ENR-00008787
GRD-00025829,midterm,65.52,0.21,2025-12-21,ENR-00014962
GRD-00025830,quiz,62.09,0.33,2025-06-25,ENR-00017736
GRD-00025831,quiz,85.11,0.18,2025-04-16,ENR-00020485
GRD-00025832,homework,54.53,0.26,2024-02-04,ENR-00020846
GRD-00025833,midterm,100.0,0.12,2022-06-09,ENR-00024482
GRD-00025834,project,69.98,0.11,2024-04-27,ENR-00008781
GRD-00025835,midterm,79.89,0.34,2023-03-22,ENR-00020176
GRD-00025836,midterm,85.37,0.25,2024-10-11,ENR-00001929
GRD-00025837,project,54.22,0.24,2025-01-26,ENR-00000242
GRD-00025838,project,96.54,0.32,2023-03-02,ENR-00013529
GRD-00025839,midterm,75.69,0.4,2022-03-10,ENR-00000163
GRD-00025840,final,84.2,0.39,2022-03-31,ENR-00014075
GRD-00025841,midterm,53.32,0.26,2024-02-18,ENR-00015748
GRD-00025842,project,85.63,0.41,2022-07-31,ENR-00009696
GRD-00025843,quiz,77.72,0.44,2023-04-30,ENR-00024601
GRD-00025844,homework,65.11,0.1,2024-06-09,ENR-00002413
GRD-00025845,homework,100.0,0.35,2024-10-25,ENR-00008214
GRD-00025846,final,83.29,0.47,2025-05-11,ENR-00017753
GRD-00025847,project,68.87,0.42,2023-11-25,ENR-00020446
GRD-00025848,quiz,65.39,0.18,2025-07-09,ENR-00003243
GRD-00025849,quiz,80.09,0.22,2023-06-19,ENR-00003897
GRD-00025850,project,71.43,0.38,2023-11-19,ENR-00009563
GRD-00025851,project,66.04,0.38,2024-02-07,ENR-00024814
GRD-00025852,final,71.76,0.47,2023-03-06,ENR-00018687
GRD-00025853,final,57.56,0.45,2022-09-26,ENR-00007780
GRD-00025854,project,64.79,0.46,2024-06-12,ENR-00005832
GRD-00025855,project,59.35,0.21,2022-12-29,ENR-00009763
GRD-00025856,homework,75.46,0.43,2023-12-02,ENR-00017852
GRD-00025857,quiz,84.4,0.31,2025-01-13,ENR-00015880
GRD-00025858,final,77.08,0.47,2022-05-08,ENR-00016506
GRD-00025859,project,81.23,0.31,2022-06-15,ENR-00023361
GRD-00025860,midterm,68.21,0.1,2024-08-13,ENR-00011539
GRD-00025861,final,95.76,0.21,2023-01-04,ENR-00008565
GRD-00025862,project,90.0,0.21,2022-10-31,ENR-00013992
GRD-00025863,final,59.99,0.45,2025-05-26,ENR-00008360
GRD-00025864,final,72.73,0.46,2025-12-20,ENR-00007417
GRD-00025865,final,65.17,0.28,2024-07-28,ENR-00017025
GRD-00025866,final,77.59,0.38,2024-05-10,ENR-00004694
GRD-00025867,final,57.72,0.39,2024-01-10,ENR-00002580
GRD-00025868,final,82.54,0.33,2022-08-07,ENR-00011620
GRD-00025869,final,78.79,0.23,2025-12-05,ENR-00013524
GRD-00025870,midterm,89.98,0.14,2023-07-21,ENR-00024677
GRD-00025871,midterm,92.04,0.35,2023-06-28,ENR-00011800
GRD-00025872,project,75.97,0.1,2023-01-22,ENR-00021000
GRD-00025873,quiz,80.49,0.14,2023-05-11,ENR-00023871
GRD-00025874,final,83.85,0.44,2025-05-30,ENR-00023446
GRD-00025875,quiz,99.67,0.44,2025-05-22,ENR-00022822
GRD-00025876,homework,72.47,0.39,2025-05-28,ENR-00011829
GRD-00025877,quiz,89.4,0.39,2022-08-08,ENR-00004828
GRD-00025878,homework,89.63,0.5,2022-08-27,ENR-00010358
GRD-00025879,homework,85.53,0.24,2024-10-07,ENR-00003157
GRD-00025880,homework,73.18,0.37,2023-12-11,ENR-00019845
GRD-00025881,midterm,57.9,0.25,2025-07-13,ENR-00021543
GRD-00025882,final,72.57,0.16,2024-02-10,ENR-00021567
GRD-00025883,quiz,70.18,0.14,2025-08-18,ENR-00003582
GRD-00025884,homework,76.34,0.18,2023-01-04,ENR-00013660
GRD-00025885,final,78.14,0.45,2024-10-09,ENR-00009740
GRD-00025886,homework,96.44,0.4,2023-12-01,ENR-00020494
GRD-00025887,homework,64.22,0.48,2024-02-08,ENR-00021677
GRD-00025888,homework,78.59,0.31,2025-10-11,ENR-00006830
GRD-00025889,final,100.0,0.41,2025-05-18,ENR-00016726
GRD-00025890,midterm,77.17,0.44,2024-02-28,ENR-00006302
GRD-00025891,project,63.84,0.25,2025-10-03,ENR-00005929
GRD-00025892,final,86.03,0.38,2023-01-05,ENR-00012371
GRD-00025893,midterm,72.06,0.11,2023-09-18,ENR-00023514
GRD-00025894,midterm,90.64,0.15,2024-05-01,ENR-00006103
GRD-00025895,homework,62.2,0.46,2024-12-22,ENR-00017150
GRD-00025896,project,72.04,0.22,2022-06-01,ENR-00020007
GRD-00025897,project,57.21,0.13,2024-04-28,ENR-00004244
GRD-00025898,homework,80.31,0.29,2023-07-06,ENR-00012567
GRD-00025899,final,69.63,0.11,2025-10-10,ENR-00002635
GRD-00025900,project,90.23,0.12,2022-02-11,ENR-00002302
GRD-00025901,final,86.7,0.41,2023-12-03,ENR-00021302
GRD-00025902,project,68.6,0.43,2024-04-14,ENR-00013016
GRD-00025903,midterm,95.37,0.47,2025-04-09,ENR-00017322
GRD-00025904,quiz,78.57,0.48,2024-02-24,ENR-00007038
GRD-00025905,midterm,73.73,0.18,2022-08-18,ENR-00005496
GRD-00025906,final,99.95,0.3,2024-05-20,ENR-00024155
GRD-00025907,project,92.99,0.47,2025-06-18,ENR-00020381
GRD-00025908,quiz,75.81,0.46,2024-02-18,ENR-00004359
GRD-00025909,homework,80.25,0.44,2025-06-04,ENR-00003286
GRD-00025910,project,56.63,0.44,2025-07-12,ENR-00014474
GRD-00025911,quiz,74.82,0.2,2024-05-13,ENR-00018814
GRD-00025912,homework,72.31,0.24,2022-02-10,ENR-00014361
GRD-00025913,project,64.13,0.33,2022-08-26,ENR-00024956
GRD-00025914,homework,68.72,0.46,2022-09-12,ENR-00023552
GRD-00025915,midterm,76.73,0.17,2024-10-09,ENR-00023858
GRD-00025916,final,87.5,0.27,2022-07-14,ENR-00006040
GRD-00025917,final,94.8,0.47,2024-04-06,ENR-00001917
GRD-00025918,midterm,90.89,0.35,2023-11-25,ENR-00005304
GRD-00025919,final,71.0,0.28,2023-11-08,ENR-00005395
GRD-00025920,midterm,57.4,0.38,2024-11-26,ENR-00012987
GRD-00025921,quiz,82.64,0.44,2022-02-27,ENR-00014904
GRD-00025922,quiz,48.03,0.41,2024-12-08,ENR-00024740
GRD-00025923,final,75.39,0.19,2023-09-01,ENR-00017639
GRD-00025924,project,42.87,0.12,2022-11-27,ENR-00020391
GRD-00025925,homework,70.77,0.23,2022-04-12,ENR-00017197
GRD-00025926,midterm,71.82,0.18,2022-09-13,ENR-00016767
GRD-00025927,midterm,74.16,0.24,2023-09-06,ENR-00014252
GRD-00025928,homework,56.08,0.45,2025-02-26,ENR-00008907
GRD-00025929,homework,62.44,0.41,2022-07-03,ENR-00003879
GRD-00025930,quiz,73.68,0.42,2024-10-13,ENR-00010888
GRD-00025931,homework,84.92,0.3,2024-11-09,ENR-00002090
GRD-00025932,homework,95.61,0.47,2025-10-20,ENR-00020020
GRD-00025933,quiz,84.13,0.35,2024-03-05,ENR-00008540
GRD-00025934,midterm,41.45,0.34,2024-07-02,ENR-00003193
GRD-00025935,final,88.44,0.18,2024-11-07,ENR-00003760
GRD-00025936,final,92.91,0.4,2023-05-28,ENR-00003250
GRD-00025937,homework,52.23,0.12,2025-06-18,ENR-00022524
GRD-00025938,final,85.22,0.42,2024-08-19,ENR-00001442
GRD-00025939,final,80.95,0.38,2022-05-15,ENR-00001648
GRD-00025940,quiz,49.73,0.27,2022-07-02,ENR-00011538
GRD-00025941,midterm,47.2,0.37,2025-07-26,ENR-00022218
GRD-00025942,quiz,70.47,0.43,2023-10-22,ENR-00016544
GRD-00025943,project,78.94,0.44,2022-08-26,ENR-00024853
GRD-00025944,midterm,82.51,0.37,2025-07-14,ENR-00020221
GRD-00025945,homework,70.54,0.33,2022-06-26,ENR-00003615
GRD-00025946,final,70.43,0.22,2024-03-06,ENR-00013408
GRD-00025947,homework,48.24,0.27,2023-06-11,ENR-00001310
GRD-00025948,project,61.41,0.47,2022-08-02,ENR-00011912
GRD-00025949,final,89.31,0.15,2022-04-23,ENR-00023684
GRD-00025950,final,75.26,0.46,2023-08-26,ENR-00013026
GRD-00025951,project,88.77,0.36,2024-03-01,ENR-00009534
GRD-00025952,final,65.0,0.26,2025-03-23,ENR-00009962
GRD-00025953,quiz,67.02,0.2,2024-07-31,ENR-00016229
GRD-00025954,project,94.69,0.33,2025-05-20,ENR-00023570
GRD-00025955,project,72.78,0.26,2024-08-31,ENR-00020143
GRD-00025956,homework,50.44,0.17,2025-06-01,ENR-00009624
GRD-00025957,homework,85.18,0.37,2025-12-17,ENR-00006082
GRD-00025958,midterm,59.02,0.14,2024-04-18,ENR-00024237
GRD-00025959,homework,81.67,0.18,2025-09-06,ENR-00008553
GRD-00025960,quiz,70.29,0.28,2024-11-09,ENR-00009202
GRD-00025961,midterm,53.31,0.22,2023-07-14,ENR-00022402
GRD-00025962,midterm,76.53,0.17,2025-09-22,ENR-00009879
GRD-00025963,final,57.78,0.33,2025-03-30,ENR-00002139
GRD-00025964,quiz,67.75,0.17,2024-12-04,ENR-00013058
GRD-00025965,homework,83.36,0.29,2025-11-25,ENR-00024127
GRD-00025966,project,84.93,0.46,2025-07-07,ENR-00012361
GRD-00025967,quiz,72.28,0.28,2024-11-17,ENR-00022678
GRD-00025968,quiz,76.8,0.48,2024-01-19,ENR-00008764
GRD-00025969,project,45.03,0.24,2024-01-27,ENR-00003285
GRD-00025970,project,78.37,0.13,2024-07-19,ENR-00005945
GRD-00025971,final,57.61,0.22,2023-11-20,ENR-00023271
GRD-00025972,final,73.81,0.15,2022-02-22,ENR-00006915
GRD-00025973,homework,65.77,0.22,2022-12-14,ENR-00019916
GRD-00025974,project,57.99,0.15,2023-04-17,ENR-00016663
GRD-00025975,quiz,79.02,0.47,2022-08-01,ENR-00018573
GRD-00025976,midterm,87.76,0.25,2024-11-24,ENR-00023627
GRD-00025977,midterm,96.23,0.15,2025-04-05,ENR-00008707
GRD-00025978,final,59.81,0.17,2025-04-01,ENR-00013610
GRD-00025979,quiz,73.11,0.12,2022-11-05,ENR-00008680
GRD-00025980,homework,88.27,0.47,2023-10-20,ENR-00011404
GRD-00025981,midterm,88.15,0.35,2025-01-29,ENR-00015874
GRD-00025982,midterm,83.03,0.35,2024-08-02,ENR-00018023
GRD-00025983,final,62.69,0.13,2024-11-25,ENR-00004565
GRD-00025984,final,67.79,0.39,2022-12-31,ENR-00016299
GRD-00025985,final,59.87,0.37,2024-01-31,ENR-00009611
GRD-00025986,project,92.06,0.1,2022-04-04,ENR-00007056
GRD-00025987,quiz,76.92,0.45,2024-02-28,ENR-00017251
GRD-00025988,homework,54.35,0.17,2023-08-03,ENR-00008704
GRD-00025989,final,70.55,0.48,2022-04-16,ENR-00007340
GRD-00025990,project,85.64,0.34,2025-09-03,ENR-00016111
GRD-00025991,homework,68.72,0.5,2025-04-09,ENR-00004008
GRD-00025992,project,86.76,0.12,2025-05-18,ENR-00007770
GRD-00025993,project,71.5,0.32,2023-09-04,ENR-00012228
GRD-00025994,final,80.43,0.42,2025-05-27,ENR-00002345
GRD-00025995,midterm,69.33,0.46,2023-04-30,ENR-00002079
GRD-00025996,final,77.96,0.38,2023-05-12,ENR-00017650
GRD-00025997,homework,81.65,0.11,2024-04-10,ENR-00005493
GRD-00025998,homework,61.9,0.4,2024-11-10,ENR-00008125
GRD-00025999,final,86.09,0.37,2023-09-23,ENR-00006357
GRD-00026000,final,65.56,0.5,2022-10-10,ENR-00012071
GRD-00026001,midterm,91.51,0.2,2024-10-11,ENR-00016487
GRD-00026002,project,89.73,0.48,2022-12-14,ENR-00007492
GRD-00026003,homework,97.59,0.2,2022-05-08,ENR-00011574
GRD-00026004,quiz,64.63,0.39,2023-10-27,ENR-00009044
GRD-00026005,quiz,59.02,0.1,2025-07-26,ENR-00012316
GRD-00026006,final,68.25,0.43,2025-05-23,ENR-00004446
GRD-00026007,final,71.05,0.2,2025-08-03,ENR-00009863
GRD-00026008,project,72.33,0.16,2023-11-30,ENR-00022967
GRD-00026009,midterm,59.21,0.23,2023-09-09,ENR-00013556
GRD-00026010,homework,66.55,0.45,2024-06-22,ENR-00011382
GRD-00026011,project,85.98,0.36,2022-12-27,ENR-00015627
GRD-00026012,midterm,89.46,0.3,2025-06-04,ENR-00018086
GRD-00026013,quiz,91.88,0.41,2024-03-12,ENR-00014861
GRD-00026014,midterm,85.31,0.27,2025-08-25,ENR-00018123
GRD-00026015,homework,85.1,0.18,2023-09-14,ENR-00010892
GRD-00026016,midterm,41.17,0.22,2022-05-14,ENR-00014334
GRD-00026017,midterm,79.38,0.37,2022-10-10,ENR-00000333
GRD-00026018,final,75.38,0.2,2024-03-16,ENR-00005058
GRD-00026019,homework,88.47,0.2,2022-02-19,ENR-00004373
GRD-00026020,quiz,82.63,0.41,2024-09-08,ENR-00006729
GRD-00026021,quiz,68.2,0.16,2022-06-04,ENR-00000872
GRD-00026022,project,69.0,0.25,2023-10-24,ENR-00007364
GRD-00026023,midterm,89.92,0.43,2025-08-11,ENR-00019850
GRD-00026024,midterm,53.31,0.17,2025-06-05,ENR-00016336
GRD-00026025,homework,69.96,0.34,2025-12-01,ENR-00011917
GRD-00026026,quiz,68.21,0.49,2024-09-09,ENR-00018398
GRD-00026027,midterm,78.58,0.17,2024-08-30,ENR-00002951
GRD-00026028,quiz,70.41,0.18,2024-10-21,ENR-00018070
GRD-00026029,midterm,71.58,0.41,2022-03-09,ENR-00008114
GRD-00026030,final,64.76,0.44,2023-09-12,ENR-00020639
GRD-00026031,final,56.69,0.17,2025-07-29,ENR-00010875
GRD-00026032,project,91.66,0.36,2023-08-11,ENR-00008038
GRD-00026033,final,66.57,0.24,2022-05-29,ENR-00008347
GRD-00026034,homework,74.97,0.29,2022-03-06,ENR-00017930
GRD-00026035,quiz,77.31,0.49,2022-02-19,ENR-00007945
GRD-00026036,project,46.99,0.14,2023-08-12,ENR-00012776
GRD-00026037,project,64.96,0.41,2023-09-04,ENR-00005064
GRD-00026038,final,82.8,0.16,2022-04-04,ENR-00015155
GRD-00026039,project,74.75,0.24,2024-03-17,ENR-00007909
GRD-00026040,midterm,55.17,0.13,2022-05-18,ENR-00012601
GRD-00026041,quiz,66.42,0.29,2025-02-17,ENR-00016277
GRD-00026042,midterm,77.45,0.21,2025-06-30,ENR-00003228
GRD-00026043,final,69.38,0.37,2024-10-10,ENR-00017531
GRD-00026044,final,78.64,0.13,2022-08-03,ENR-00022663
GRD-00026045,quiz,92.9,0.42,2023-06-12,ENR-00015629
GRD-00026046,project,91.04,0.14,2022-04-15,ENR-00022865
GRD-00026047,homework,66.93,0.5,2022-05-23,ENR-00000754
GRD-00026048,midterm,78.45,0.17,2023-02-17,ENR-00019441
GRD-00026049,midterm,92.18,0.35,2022-10-27,ENR-00008256
GRD-00026050,homework,65.65,0.2,2023-03-17,ENR-00007652
GRD-00026051,project,71.49,0.2,2025-07-19,ENR-00007875
GRD-00026052,final,60.21,0.1,2024-10-16,ENR-00005906
GRD-00026053,project,83.68,0.18,2025-07-05,ENR-00011619
GRD-00026054,quiz,82.33,0.29,2022-06-01,ENR-00015619
GRD-00026055,final,83.41,0.19,2023-02-18,ENR-00023894
GRD-00026056,project,76.83,0.23,2023-09-25,ENR-00021607
GRD-00026057,quiz,76.7,0.28,2024-03-02,ENR-00003781
GRD-00026058,quiz,72.99,0.31,2022-09-24,ENR-00004036
GRD-00026059,project,54.01,0.26,2022-11-26,ENR-00007570
GRD-00026060,project,66.19,0.27,2023-09-18,ENR-00003729
GRD-00026061,final,88.01,0.39,2022-05-07,ENR-00004390
GRD-00026062,project,80.18,0.46,2023-12-13,ENR-00011648
GRD-00026063,project,65.86,0.42,2025-09-06,ENR-00021504
GRD-00026064,project,94.64,0.27,2023-09-13,ENR-00000597
GRD-00026065,final,75.66,0.14,2023-06-27,ENR-00017735
GRD-00026066,homework,43.03,0.43,2025-05-19,ENR-00021730
GRD-00026067,final,64.2,0.33,2024-09-20,ENR-00022301
GRD-00026068,homework,76.11,0.47,2023-05-14,ENR-00019532
GRD-00026069,quiz,86.58,0.31,2025-04-03,ENR-00018228
GRD-00026070,midterm,67.84,0.22,2024-10-17,ENR-00022964
GRD-00026071,quiz,52.33,0.28,2022-12-01,ENR-00002422
GRD-00026072,project,70.22,0.11,2025-04-18,ENR-00020984
GRD-00026073,project,79.86,0.37,2024-12-10,ENR-00008839
GRD-00026074,project,79.54,0.43,2024-11-21,ENR-00022513
GRD-00026075,final,77.99,0.3,2024-01-14,ENR-00013881
GRD-00026076,project,89.95,0.38,2023-01-31,ENR-00020043
GRD-00026077,final,85.14,0.25,2022-03-25,ENR-00022563
GRD-00026078,project,100.0,0.14,2025-09-15,ENR-00008714
GRD-00026079,homework,64.26,0.46,2025-06-22,ENR-00015739
GRD-00026080,midterm,83.08,0.32,2024-06-12,ENR-00012655
GRD-00026081,final,79.69,0.45,2025-03-17,ENR-00016219
GRD-00026082,midterm,63.51,0.13,2024-08-19,ENR-00004338
GRD-00026083,project,74.66,0.34,2024-05-21,ENR-00008180
GRD-00026084,midterm,75.41,0.49,2022-03-21,ENR-00010646
GRD-00026085,project,70.86,0.17,2024-11-25,ENR-00016934
GRD-00026086,homework,69.03,0.24,2024-06-20,ENR-00019494
GRD-00026087,project,85.67,0.17,2025-06-20,ENR-00006878
GRD-00026088,homework,79.27,0.19,2025-11-09,ENR-00008624
GRD-00026089,quiz,76.97,0.41,2022-05-10,ENR-00016382
GRD-00026090,midterm,59.34,0.45,2025-03-12,ENR-00002597
GRD-00026091,midterm,77.2,0.33,2023-05-30,ENR-00002703
GRD-00026092,homework,77.58,0.48,2023-09-17,ENR-00020750
GRD-00026093,midterm,74.64,0.32,2023-08-24,ENR-00014503
GRD-00026094,midterm,76.3,0.47,2022-12-13,ENR-00023130
GRD-00026095,project,56.44,0.41,2024-05-13,ENR-00005287
GRD-00026096,final,78.58,0.27,2025-03-16,ENR-00008125
GRD-00026097,midterm,44.41,0.27,2025-04-29,ENR-00000078
GRD-00026098,final,82.73,0.44,2023-08-15,ENR-00018942
GRD-00026099,project,82.22,0.15,2025-11-07,ENR-00018606
GRD-00026100,homework,90.03,0.16,2022-08-27,ENR-00003270
GRD-00026101,project,68.78,0.21,2024-12-20,ENR-00011523
GRD-00026102,midterm,79.54,0.15,2024-05-25,ENR-00016018
GRD-00026103,homework,72.81,0.15,2023-09-04,ENR-00022205
GRD-00026104,final,63.52,0.43,2025-07-26,ENR-00010188
GRD-00026105,midterm,71.8,0.21,2024-12-26,ENR-00012650
GRD-00026106,homework,79.82,0.28,2023-10-27,ENR-00010280
GRD-00026107,homework,86.51,0.18,2025-02-25,ENR-00002839
GRD-00026108,midterm,83.1,0.11,2022-02-16,ENR-00022666
GRD-00026109,final,76.8,0.2,2023-03-03,ENR-00000173
GRD-00026110,quiz,68.2,0.2,2023-02-24,ENR-00016929
GRD-00026111,project,61.44,0.36,2024-09-19,ENR-00008387
GRD-00026112,final,85.25,0.48,2024-12-07,ENR-00007164
GRD-00026113,midterm,73.06,0.32,2025-10-22,ENR-00017943
GRD-00026114,midterm,57.47,0.41,2023-09-17,ENR-00011586
GRD-00026115,midterm,78.53,0.38,2022-10-06,ENR-00014192
GRD-00026116,quiz,67.77,0.19,2025-11-27,ENR-00008244
GRD-00026117,midterm,61.75,0.29,2024-12-05,ENR-00020073
GRD-00026118,midterm,77.23,0.17,2024-06-02,ENR-00020826
GRD-00026119,project,67.37,0.16,2023-05-03,ENR-00000012
GRD-00026120,midterm,64.28,0.16,2025-06-08,ENR-00012776
GRD-00026121,quiz,79.79,0.31,2024-12-28,ENR-00017466
GRD-00026122,final,75.23,0.34,2025-09-10,ENR-00020018
GRD-00026123,homework,57.42,0.25,2025-11-09,ENR-00022800
GRD-00026124,project,65.04,0.3,2025-07-13,ENR-00001858
GRD-00026125,project,95.49,0.44,2024-08-14,ENR-00000399
GRD-00026126,homework,74.74,0.27,2024-03-16,ENR-00009888
GRD-00026127,midterm,85.21,0.24,2022-12-16,ENR-00001473
GRD-00026128,midterm,66.71,0.35,2025-06-17,ENR-00016859
GRD-00026129,final,60.02,0.14,2024-01-25,ENR-00011359
GRD-00026130,midterm,92.64,0.39,2025-10-13,ENR-00013751
GRD-00026131,midterm,78.57,0.12,2023-12-24,ENR-00002506
GRD-00026132,quiz,94.57,0.19,2022-10-01,ENR-00008516
GRD-00026133,project,72.21,0.34,2022-05-28,ENR-00020926
GRD-00026134,quiz,69.68,0.11,2024-01-12,ENR-00003447
GRD-00026135,homework,96.71,0.41,2025-12-18,ENR-00003390
GRD-00026136,homework,62.72,0.41,2024-08-12,ENR-00011665
GRD-00026137,quiz,64.22,0.31,2023-10-15,ENR-00008909
GRD-00026138,project,76.75,0.23,2023-04-03,ENR-00018545
GRD-00026139,homework,84.64,0.14,2024-11-17,ENR-00009695
GRD-00026140,midterm,69.72,0.45,2024-11-26,ENR-00017811
GRD-00026141,midterm,51.99,0.32,2024-06-17,ENR-00016606
GRD-00026142,project,59.8,0.47,2025-10-22,ENR-00013982
GRD-00026143,midterm,88.11,0.44,2025-04-25,ENR-00000004
GRD-00026144,quiz,68.67,0.3,2022-05-13,ENR-00016839
GRD-00026145,final,82.52,0.22,2025-09-02,ENR-00014321
GRD-00026146,homework,66.28,0.25,2022-03-03,ENR-00023542
GRD-00026147,homework,72.7,0.16,2023-06-26,ENR-00021890
GRD-00026148,project,64.31,0.37,2024-12-24,ENR-00017232
GRD-00026149,midterm,64.65,0.49,2023-04-10,ENR-00012327
GRD-00026150,quiz,92.54,0.17,2023-11-11,ENR-00018416
GRD-00026151,midterm,39.88,0.35,2022-08-08,ENR-00009345
GRD-00026152,final,47.59,0.32,2022-08-24,ENR-00012526
GRD-00026153,project,82.03,0.38,2024-03-05,ENR-00013323
GRD-00026154,project,87.5,0.32,2022-10-04,ENR-00003418
GRD-00026155,midterm,90.79,0.45,2024-09-10,ENR-00006750
GRD-00026156,homework,83.43,0.33,2024-02-19,ENR-00006922
GRD-00026157,quiz,66.37,0.23,2022-07-05,ENR-00004536
GRD-00026158,midterm,83.71,0.11,2025-08-04,ENR-00016338
