invoice_id,issued_at,due_at,total,status,currency,customer_id
INV-00020620,2023-06-23,2023-07-06,172.91,paid,COP,CUS-0002531
INV-00020621,2022-05-17,2022-06-07,17.74,pending,USD,CUS-0004779
INV-00020622,2024-09-16,2024-10-27,53.35,paid,USD,CUS-0002105
INV-00020623,2025-06-05,2025-07-14,55.3,paid,CLP,CUS-0007964
INV-00020624,2025-02-06,2025-03-13,246.87,pending,CLP,CUS-0005890
INV-00020625,2022-10-07,2022-10-18,18.97,paid,MXN,CUS-0006771
INV-00020626,2025-11-17,2025-12-27,143.92,paid,USD,CUS-0001038
INV-00020627,2023-03-04,2023-03-22,105.8,overdue,USD,CUS-0006142
INV-00020628,2023-08-07,2023-09-14,85.68,paid,MXN,CUS-0004028
INV-00020629,2022-12-27,2023-02-03,168.27,paid,CLP,CUS-0006208
INV-00020630,2022-12-12,2023-01-15,120.9,paid,ARS,CUS-0007213
INV-00020631,2025-11-08,2025-11-17,145.33,paid,MXN,CUS-0005378
INV-00020632,2024-10-31,2024-12-14,29.66,overdue,USD,CUS-0002918
INV-00020633,2023-12-15,2024-01-06,61.4,paid,USD,CUS-0003973
INV-00020634,2022-06-12,2022-07-25,39.4,paid,MXN,CUS-0005987
INV-00020635,2022-11-17,2022-12-31,45.74,pending,EUR,CUS-0009193
INV-00020636,2023-08-29,2023-10-03,48.96,paid,USD,CUS-0001547
INV-00020637,2025-01-04,2025-01-23,49.41,paid,USD,CUS-0001511
INV-00020638,2023-10-25,2023-11-03,82.65,paid,ARS,CUS-0000920
INV-00020639,2022-05-01,2022-06-20,154.83,paid,CLP,CUS-0000305
INV-00020640,2022-11-22,2022-12-16,120.18,paid,PEN,CUS-0003829
INV-00020641,2024-12-04,2025-01-27,50.69,paid,CLP,CUS-0002525
INV-00020642,2023-02-18,2023-03-16,62.49,paid,USD,CUS-0006346
INV-00020643,2025-05-28,2025-06-18,71.95,pending,USD,CUS-0001149
INV-00020644,2023-10-18,2023-12-11,187.41,paid,EUR,CUS-0009613
INV-00020645,2022-07-04,2022-08-11,63.92,paid,USD,CUS-0000994
INV-00020646,2023-05-03,2023-06-06,256.36,paid,COP,CUS-0005383
INV-00020647,2025-02-13,2025-03-11,68.45,overdue,CLP,CUS-0008128
INV-00020648,2023-05-28,2023-07-24,79.89,paid,MXN,CUS-0001976
INV-00020649,2025-08-26,2025-10-04,179.07,paid,CLP,CUS-0003879
INV-00020650,2025-11-17,2025-12-13,36.22,paid,EUR,CUS-0006257
INV-00020651,2024-10-20,2024-11-02,76.47,paid,USD,CUS-0003549
INV-00020652,2025-06-05,2025-06-29,42.84,paid,USD,CUS-0001776
INV-00020653,2024-10-12,2024-11-15,44.47,paid,PEN,CUS-0006862
INV-00020654,2022-04-25,2022-06-20,90.74,paid,EUR,CUS-0005974
INV-00020655,2022-03-06,2022-04-12,79.1,pending,USD,CUS-0002511
INV-00020656,2025-07-14,2025-08-23,81.77,paid,PEN,CUS-0006521
INV-00020657,2025-10-26,2025-11-08,99.61,paid,ARS,CUS-0006881
INV-00020658,2023-05-15,2023-07-09,77.91,paid,PEN,CUS-0003240
INV-00020659,2024-08-01,2024-08-28,111.48,paid,CLP,CUS-0004483
INV-00020660,2025-05-23,2025-07-09,295.78,overdue,CLP,CUS-0005710
INV-00020661,2023-03-22,2023-05-11,44.89,paid,USD,CUS-0009149
INV-00020662,2024-09-28,2024-11-02,151.11,pending,CLP,CUS-0006836
INV-00020663,2024-02-06,2024-04-03,160.74,paid,CLP,CUS-0006072
INV-00020664,2023-04-16,2023-05-25,41.27,paid,ARS,CUS-0000153
INV-00020665,2024-08-03,2024-09-08,128.06,paid,MXN,CUS-0007764
INV-00020666,2024-06-20,2024-08-05,658.04,paid,MXN,CUS-0003959
INV-00020667,2024-11-11,2024-12-20,39.09,pending,USD,CUS-0009645
INV-00020668,2025-09-03,2025-09-29,59.18,pending,ARS,CUS-0000892
INV-00020669,2024-06-11,2024-07-09,316.7,paid,CLP,CUS-0004813
INV-00020670,2025-02-15,2025-04-10,242.16,paid,CLP,CUS-0004705
INV-00020671,2022-03-26,2022-04-28,150.47,pending,CLP,CUS-0000327
INV-00020672,2024-02-26,2024-03-20,338.62,paid,CLP,CUS-0001692
INV-00020673,2024-05-19,2024-07-07,339.09,paid,CLP,CUS-0000367
INV-00020674,2025-02-26,2025-04-10,36.88,paid,USD,CUS-0009317
INV-00020675,2022-04-20,2022-05-16,250.12,pending,ARS,CUS-0004995
INV-00020676,2024-11-06,2024-12-23,41.85,paid,BRL,CUS-0007052
INV-00020677,2024-12-20,2025-01-16,62.63,paid,ARS,CUS-0007409
INV-00020678,2024-07-16,2024-09-08,39.42,paid,CLP,CUS-0002374
INV-00020679,2023-02-20,2023-02-28,103.8,paid,USD,CUS-0000561
INV-00020680,2022-09-10,2022-09-23,123.71,paid,PEN,CUS-0008691
INV-00020681,2022-04-17,2022-05-02,277.07,paid,CLP,CUS-0006461
INV-00020682,2024-08-08,2024-10-02,23.44,paid,PEN,CUS-0007027
INV-00020683,2022-05-23,2022-07-13,91.34,paid,USD,CUS-0004457
INV-00020684,2024-06-26,2024-08-11,69.12,paid,CLP,CUS-0003616
INV-00020685,2023-05-02,2023-06-28,185.44,overdue,CLP,CUS-0009835
INV-00020686,2024-01-29,2024-02-20,679.23,overdue,MXN,CUS-0001114
INV-00020687,2023-12-22,2024-02-02,111.56,pending,USD,CUS-0006634
INV-00020688,2023-05-28,2023-06-16,432.68,paid,USD,CUS-0004812
INV-00020689,2024-08-10,2024-09-02,43.08,paid,MXN,CUS-0003609
INV-00020690,2023-06-17,2023-06-24,65.17,pending,CLP,CUS-0005335
INV-00020691,2025-02-18,2025-03-31,104.59,paid,BRL,CUS-0004151
INV-00020692,2023-09-17,2023-10-04,81.35,pending,USD,CUS-0002547
INV-00020693,2023-11-26,2023-12-12,47.64,overdue,USD,CUS-0008448
INV-00020694,2024-06-25,2024-08-16,84.59,overdue,MXN,CUS-0008866
INV-00020695,2025-01-14,2025-02-05,175.09,paid,BRL,CUS-0003837
INV-00020696,2023-10-14,2023-11-07,22.85,pending,USD,CUS-0000086
INV-00020697,2025-03-30,2025-05-25,238.97,overdue,USD,CUS-0009119
INV-00020698,2025-01-22,2025-02-28,26.17,paid,CLP,CUS-0004767
INV-00020699,2025-01-07,2025-02-22,105.7,paid,CLP,CUS-0002331
INV-00020700,2023-02-26,2023-03-21,43.94,overdue,MXN,CUS-0002266
INV-00020701,2023-07-19,2023-08-18,264.93,pending,BRL,CUS-0009564
INV-00020702,2022-06-18,2022-08-16,33.63,overdue,CLP,CUS-0006804
INV-00020703,2022-03-29,2022-05-23,130.32,paid,CLP,CUS-0004300
INV-00020704,2022-01-15,2022-01-31,162.54,overdue,USD,CUS-0003449
INV-00020705,2023-11-09,2023-12-20,233.63,overdue,CLP,CUS-0009422
INV-00020706,2025-09-17,2025-10-30,104.53,pending,EUR,CUS-0004680
INV-00020707,2023-10-28,2023-11-11,78.75,paid,CLP,CUS-0003522
INV-00020708,2025-05-23,2025-07-10,355.73,overdue,CLP,CUS-0000222
INV-00020709,2023-03-10,2023-05-03,32.49,overdue,CLP,CUS-0002118
INV-00020710,2023-05-11,2023-07-06,31.81,paid,USD,CUS-0008024
INV-00020711,2023-11-06,2023-12-10,11.23,paid,MXN,CUS-0009211
INV-00020712,2022-05-12,2022-06-13,63.12,paid,CLP,CUS-0006858
INV-00020713,2022-07-01,2022-08-29,36.91,pending,USD,CUS-0002482
INV-00020714,2025-11-06,2025-11-23,46.53,overdue,EUR,CUS-0008883
INV-00020715,2025-06-03,2025-07-14,87.26,paid,BRL,CUS-0004015
INV-00020716,2022-08-14,2022-09-30,114.69,overdue,USD,CUS-0004800
INV-00020717,2025-09-07,2025-10-04,30.58,paid,USD,CUS-0002703
INV-00020718,2025-12-22,2025-12-31,136.4,paid,USD,CUS-0000309
INV-00020719,2024-09-06,2024-09-23,62.8,paid,CLP,CUS-0002878
INV-00020720,2025-04-26,2025-05-26,133.45,pending,CLP,CUS-0002024
INV-00020721,2025-12-02,2025-12-10,50.34,paid,USD,CUS-0008163
INV-00020722,2022-04-29,2022-05-16,42.59,paid,MXN,CUS-0008193
INV-00020723,2025-02-02,2025-02-14,129.26,paid,USD,CUS-0002570
INV-00020724,2023-10-02,2023-10-27,58.23,paid,PEN,CUS-0002305
INV-00020725,2023-07-23,2023-09-10,39.59,pending,PEN,CUS-0006988
INV-00020726,2023-12-06,2024-01-30,146.53,paid,CLP,CUS-0008114
INV-00020727,2025-12-11,2026-01-12,57.36,pending,MXN,CUS-0007175
INV-00020728,2024-04-03,2024-04-27,100.34,paid,EUR,CUS-0008890
INV-00020729,2024-09-18,2024-10-28,778.91,paid,BRL,CUS-0006879
INV-00020730,2025-01-10,2025-02-14,206.59,paid,USD,CUS-0005376
INV-00020731,2022-10-25,2022-12-18,34.25,paid,MXN,CUS-0005463
INV-00020732,2022-05-05,2022-06-14,158.16,paid,CLP,CUS-0005207
INV-00020733,2025-06-26,2025-07-24,82.89,pending,CLP,CUS-0006185
INV-00020734,2025-05-03,2025-05-31,29.89,paid,USD,CUS-0006389
INV-00020735,2022-05-31,2022-06-12,66.87,paid,CLP,CUS-0004042
INV-00020736,2023-10-22,2023-11-02,43.97,paid,CLP,CUS-0006833
INV-00020737,2022-07-23,2022-08-03,542.43,paid,PEN,CUS-0008005
INV-00020738,2023-11-24,2023-12-19,202.11,paid,CLP,CUS-0002590
INV-00020739,2025-08-05,2025-09-16,36.86,paid,EUR,CUS-0004404
INV-00020740,2023-12-15,2024-02-03,33.36,pending,ARS,CUS-0000011
INV-00020741,2025-09-24,2025-11-19,108.77,paid,EUR,CUS-0000679
INV-00020742,2024-09-06,2024-10-21,101.59,paid,COP,CUS-0002580
INV-00020743,2022-02-19,2022-04-13,217.59,paid,CLP,CUS-0001197
INV-00020744,2023-08-07,2023-09-14,185.13,pending,CLP,CUS-0007485
INV-00020745,2023-10-08,2023-10-22,123.83,paid,EUR,CUS-0001212
INV-00020746,2023-11-10,2023-12-14,62.84,paid,EUR,CUS-0009354
INV-00020747,2023-01-09,2023-01-24,797.8,pending,CLP,CUS-0005965
INV-00020748,2025-06-18,2025-07-26,119.63,paid,CLP,CUS-0000155
INV-00020749,2022-10-29,2022-12-03,360.28,paid,CLP,CUS-0005455
INV-00020750,2025-03-08,2025-04-09,112.98,paid,USD,CUS-0000976
INV-00020751,2022-01-25,2022-02-17,85.93,paid,CLP,CUS-0006730
INV-00020752,2024-02-03,2024-03-02,78.89,pending,USD,CUS-0009128
INV-00020753,2023-12-28,2024-01-25,130.1,paid,USD,CUS-0008862
INV-00020754,2022-12-22,2023-02-12,78.94,paid,USD,CUS-0009568
INV-00020755,2022-11-28,2022-12-19,71.89,paid,USD,CUS-0006108
INV-00020756,2024-05-25,2024-07-03,498.11,paid,CLP,CUS-0009186
INV-00020757,2022-07-02,2022-08-08,360.26,paid,USD,CUS-0005669
INV-00020758,2023-12-20,2024-01-12,15.07,paid,CLP,CUS-0008347
INV-00020759,2024-04-22,2024-06-17,82.7,paid,COP,CUS-0004222
INV-00020760,2023-04-01,2023-05-27,39.64,paid,COP,CUS-0001029
INV-00020761,2022-03-22,2022-04-20,175.51,overdue,EUR,CUS-0004163
INV-00020762,2023-10-31,2023-11-11,81.94,paid,ARS,CUS-0001993
INV-00020763,2024-10-03,2024-11-07,153.11,overdue,CLP,CUS-0002395
INV-00020764,2022-02-18,2022-03-22,179.5,overdue,USD,CUS-0005605
INV-00020765,2025-08-21,2025-08-28,697.63,pending,COP,CUS-0003372
INV-00020766,2022-01-31,2022-03-13,73.49,paid,USD,CUS-0004694
INV-00020767,2023-12-07,2023-12-29,17.38,paid,MXN,CUS-0002007
INV-00020768,2025-08-17,2025-09-27,98.83,paid,CLP,CUS-0002279
INV-00020769,2025-09-30,2025-11-12,641.33,paid,CLP,CUS-0004037
INV-00020770,2024-02-27,2024-04-12,51.57,paid,CLP,CUS-0003563
INV-00020771,2025-05-15,2025-06-24,100.74,paid,EUR,CUS-0002523
INV-00020772,2022-05-10,2022-05-25,161.03,paid,CLP,CUS-0007074
INV-00020773,2022-12-18,2023-02-07,47.75,paid,USD,CUS-0004233
INV-00020774,2023-11-07,2023-11-28,37.86,paid,CLP,CUS-0002633
INV-00020775,2023-11-08,2023-12-05,99.22,paid,MXN,CUS-0006514
INV-00020776,2022-02-12,2022-03-26,119.44,overdue,USD,CUS-0007232
INV-00020777,2023-02-02,2023-03-23,46.36,paid,CLP,CUS-0002180
INV-00020778,2024-12-24,2025-02-10,49.57,paid,USD,CUS-0005231
INV-00020779,2022-10-26,2022-12-10,32.65,paid,BRL,CUS-0008085
INV-00020780,2023-08-31,2023-09-09,23.38,paid,MXN,CUS-0003628
INV-00020781,2024-11-01,2024-11-15,181.33,paid,USD,CUS-0000534
INV-00020782,2022-03-31,2022-04-16,160.69,pending,USD,CUS-0004270
INV-00020783,2024-12-04,2024-12-30,35.57,pending,COP,CUS-0001225
INV-00020784,2023-01-02,2023-01-21,156.26,paid,EUR,CUS-0008733
INV-00020785,2023-12-10,2024-01-24,238.26,paid,EUR,CUS-0003684
INV-00020786,2024-06-27,2024-07-12,251.33,pending,EUR,CUS-0009561
INV-00020787,2022-05-22,2022-06-18,112.32,paid,MXN,CUS-0008846
INV-00020788,2025-08-02,2025-09-04,28.0,paid,USD,CUS-0009290
INV-00020789,2025-08-06,2025-09-11,435.33,overdue,CLP,CUS-0007178
INV-00020790,2022-11-22,2022-12-17,170.93,paid,BRL,CUS-0003163
INV-00020791,2023-07-02,2023-07-26,43.82,paid,ARS,CUS-0000454
INV-00020792,2023-06-30,2023-08-03,113.7,pending,USD,CUS-0009735
INV-00020793,2025-08-20,2025-09-23,32.21,paid,PEN,CUS-0009244
INV-00020794,2023-04-21,2023-04-30,103.84,paid,USD,CUS-0004280
INV-00020795,2025-03-21,2025-03-28,447.19,paid,CLP,CUS-0007694
INV-00020796,2025-07-25,2025-09-06,231.78,paid,COP,CUS-0007283
INV-00020797,2024-11-24,2025-01-08,219.92,overdue,USD,CUS-0008253
INV-00020798,2025-03-09,2025-03-19,293.43,paid,USD,CUS-0006630
INV-00020799,2024-08-15,2024-08-22,160.58,pending,CLP,CUS-0003945
INV-00020800,2022-11-14,2022-12-19,50.98,pending,USD,CUS-0003573
INV-00020801,2023-03-29,2023-05-04,54.51,paid,EUR,CUS-0005632
INV-00020802,2023-07-24,2023-08-05,366.92,paid,CLP,CUS-0006920
INV-00020803,2023-06-30,2023-08-14,194.36,pending,CLP,CUS-0000286
INV-00020804,2023-07-02,2023-08-14,44.46,pending,EUR,CUS-0009623
INV-00020805,2024-01-10,2024-01-23,91.17,paid,USD,CUS-0003024
INV-00020806,2024-07-11,2024-08-11,132.0,pending,EUR,CUS-0008757
INV-00020807,2022-12-20,2023-01-09,24.49,paid,USD,CUS-0002776
INV-00020808,2025-02-01,2025-03-13,45.17,paid,BRL,CUS-0004382
INV-00020809,2023-03-13,2023-04-11,93.15,pending,MXN,CUS-0009430
INV-00020810,2022-10-23,2022-12-08,73.24,pending,EUR,CUS-0006548
INV-00020811,2024-06-17,2024-08-12,43.44,paid,BRL,CUS-0006105
INV-00020812,2024-11-10,2024-11-23,210.33,paid,CLP,CUS-0003074
INV-00020813,2022-06-01,2022-07-27,25.93,overdue,EUR,CUS-0004330
INV-00020814,2025-06-10,2025-08-07,95.25,paid,USD,CUS-0001387
INV-00020815,2024-06-13,2024-07-07,71.23,paid,MXN,CUS-0007891
INV-00020816,2024-01-11,2024-03-06,34.58,paid,USD,CUS-0008575
INV-00020817,2022-11-06,2022-11-24,118.93,pending,USD,CUS-0007782
INV-00020818,2022-06-14,2022-08-11,204.57,paid,MXN,CUS-0001656
INV-00020819,2023-10-01,2023-10-10,126.05,overdue,CLP,CUS-0007707
INV-00020820,2024-12-12,2025-02-03,311.72,paid,EUR,CUS-0009547
INV-00020821,2025-01-01,2025-01-24,65.37,pending,COP,CUS-0007645
INV-00020822,2025-10-29,2025-12-18,211.25,pending,ARS,CUS-0009720
INV-00020823,2024-08-22,2024-09-07,87.08,paid,COP,CUS-0007328
INV-00020824,2022-06-16,2022-06-24,123.75,paid,EUR,CUS-0008069
INV-00020825,2023-04-05,2023-05-26,45.82,paid,USD,CUS-0004160
INV-00020826,2023-01-18,2023-02-22,150.04,pending,EUR,CUS-0008560
INV-00020827,2022-03-17,2022-04-01,205.77,paid,PEN,CUS-0008624
INV-00020828,2022-07-07,2022-08-06,194.42,paid,USD,CUS-0007765
INV-00020829,2023-12-06,2023-12-18,213.16,paid,EUR,CUS-0007254
INV-00020830,2024-07-01,2024-07-29,58.87,pending,USD,CUS-0004062
INV-00020831,2022-12-26,2023-02-04,164.67,paid,CLP,CUS-0001354
INV-00020832,2024-05-14,2024-06-28,23.55,paid,EUR,CUS-0004142
INV-00020833,2025-01-06,2025-02-08,40.5,paid,USD,CUS-0002228
INV-00020834,2023-05-16,2023-06-02,102.71,pending,USD,CUS-0008641
INV-00020835,2023-04-03,2023-05-21,74.02,pending,ARS,CUS-0002357
INV-00020836,2025-01-24,2025-03-18,575.84,paid,ARS,CUS-0005361
INV-00020837,2023-11-04,2023-11-28,400.41,paid,USD,CUS-0002727
INV-00020838,2025-09-03,2025-10-20,51.16,paid,BRL,CUS-0001032
INV-00020839,2025-09-14,2025-11-06,26.09,paid,USD,CUS-0003578
INV-00020840,2022-04-07,2022-05-10,263.54,paid,USD,CUS-0000087
INV-00020841,2025-04-08,2025-05-09,145.99,paid,MXN,CUS-0000579
INV-00020842,2022-10-08,2022-11-15,289.97,paid,CLP,CUS-0005872
INV-00020843,2025-08-29,2025-09-19,178.42,pending,ARS,CUS-0003335
INV-00020844,2022-01-01,2022-01-25,102.18,pending,USD,CUS-0002096
INV-00020845,2025-06-11,2025-07-03,133.43,paid,CLP,CUS-0009890
INV-00020846,2023-12-07,2023-12-20,132.79,paid,USD,CUS-0001267
INV-00020847,2022-04-15,2022-06-04,49.84,paid,BRL,CUS-0005624
INV-00020848,2024-04-05,2024-05-11,101.82,paid,USD,CUS-0005476
INV-00020849,2023-03-03,2023-03-16,69.29,paid,CLP,CUS-0009576
INV-00020850,2022-12-18,2023-01-02,36.31,paid,BRL,CUS-0004705
INV-00020851,2023-05-24,2023-07-15,89.37,paid,PEN,CUS-0007665
INV-00020852,2025-05-10,2025-06-10,91.27,paid,MXN,CUS-0006808
INV-00020853,2022-10-21,2022-11-15,562.01,overdue,USD,CUS-0009982
INV-00020854,2025-09-18,2025-10-02,87.31,paid,PEN,CUS-0005502
INV-00020855,2023-12-28,2024-02-20,26.23,paid,COP,CUS-0004035
INV-00020856,2024-08-31,2024-10-23,83.67,paid,USD,CUS-0002335
INV-00020857,2024-05-14,2024-06-04,21.09,paid,USD,CUS-0006665
INV-00020858,2024-05-19,2024-06-30,111.6,paid,EUR,CUS-0000408
INV-00020859,2023-09-21,2023-11-18,206.24,paid,EUR,CUS-0000620
INV-00020860,2023-08-09,2023-09-13,65.37,paid,USD,CUS-0000917
INV-00020861,2025-06-29,2025-07-29,336.2,paid,PEN,CUS-0008381
INV-00020862,2024-04-11,2024-04-19,892.01,paid,USD,CUS-0001270
INV-00020863,2023-09-19,2023-11-05,128.06,pending,USD,CUS-0006185
INV-00020864,2025-02-10,2025-04-09,51.52,paid,ARS,CUS-0008949
INV-00020865,2022-01-05,2022-01-29,74.92,pending,COP,CUS-0004938
INV-00020866,2024-08-02,2024-08-12,105.81,paid,EUR,CUS-0006974
INV-00020867,2025-06-15,2025-07-16,228.22,paid,COP,CUS-0006266
INV-00020868,2024-12-31,2025-02-07,54.33,pending,PEN,CUS-0005323
INV-00020869,2024-04-24,2024-05-18,86.35,paid,CLP,CUS-0008410
INV-00020870,2023-04-01,2023-05-17,52.25,paid,COP,CUS-0001554
INV-00020871,2023-04-06,2023-05-15,95.36,paid,CLP,CUS-0002129
INV-00020872,2023-08-27,2023-09-15,106.84,paid,CLP,CUS-0009360
INV-00020873,2024-05-25,2024-06-09,140.95,paid,USD,CUS-0007454
INV-00020874,2025-04-09,2025-06-02,108.8,pending,BRL,CUS-0004459
INV-00020875,2022-05-20,2022-06-03,152.66,paid,MXN,CUS-0006082
INV-00020876,2023-05-11,2023-06-18,124.2,pending,BRL,CUS-0001465
INV-00020877,2025-02-07,2025-03-19,48.55,paid,CLP,CUS-0001058
INV-00020878,2023-09-05,2023-10-07,132.58,paid,COP,CUS-0000651
INV-00020879,2024-03-06,2024-03-28,425.91,paid,MXN,CUS-0009354
INV-00020880,2023-03-08,2023-04-20,79.75,pending,EUR,CUS-0006655
INV-00020881,2025-05-08,2025-05-25,123.78,paid,USD,CUS-0001723
INV-00020882,2025-08-14,2025-08-29,156.77,overdue,CLP,CUS-0003444
INV-00020883,2024-02-03,2024-03-24,98.72,paid,USD,CUS-0009757
INV-00020884,2025-01-28,2025-02-16,79.69,paid,MXN,CUS-0008316
INV-00020885,2025-02-20,2025-02-28,160.97,paid,CLP,CUS-0004064
INV-00020886,2025-11-16,2025-12-23,43.13,paid,EUR,CUS-0009158
INV-00020887,2023-09-12,2023-10-25,166.7,pending,ARS,CUS-0006182
INV-00020888,2025-06-08,2025-07-01,28.5,overdue,CLP,CUS-0007755
INV-00020889,2024-08-30,2024-10-19,71.83,pending,USD,CUS-0000830
INV-00020890,2022-02-27,2022-03-24,215.68,paid,CLP,CUS-0000646
INV-00020891,2025-11-29,2026-01-22,143.41,paid,CLP,CUS-0003571
INV-00020892,2024-11-14,2025-01-01,86.61,paid,USD,CUS-0009464
INV-00020893,2024-05-24,2024-06-23,48.53,pending,USD,CUS-0002461
INV-00020894,2024-03-01,2024-04-05,39.11,paid,CLP,CUS-0005742
INV-00020895,2023-03-31,2023-05-10,114.29,paid,ARS,CUS-0001591
INV-00020896,2025-04-15,2025-04-27,22.38,paid,ARS,CUS-0004215
INV-00020897,2025-06-03,2025-06-12,16.62,paid,EUR,CUS-0004644
INV-00020898,2023-08-20,2023-09-20,280.18,pending,MXN,CUS-0007735
INV-00020899,2024-06-08,2024-07-30,17.69,paid,EUR,CUS-0005378
INV-00020900,2025-04-08,2025-05-05,82.4,paid,USD,CUS-0003256
INV-00020901,2025-06-25,2025-07-28,28.83,pending,USD,CUS-0008444
INV-00020902,2022-08-02,2022-09-20,26.57,paid,COP,CUS-0002450
INV-00020903,2025-10-07,2025-11-12,71.36,overdue,MXN,CUS-0001355
INV-00020904,2024-12-16,2025-01-12,177.11,paid,CLP,CUS-0006077
INV-00020905,2023-08-25,2023-09-15,99.45,paid,ARS,CUS-0000272
INV-00020906,2022-10-26,2022-11-20,388.56,overdue,MXN,CUS-0009270
INV-00020907,2024-01-09,2024-03-06,233.0,pending,CLP,CUS-0006733
INV-00020908,2025-05-04,2025-06-06,28.82,pending,USD,CUS-0007798
INV-00020909,2023-03-20,2023-04-03,131.03,pending,USD,CUS-0000141
INV-00020910,2024-10-12,2024-12-10,1601.25,paid,CLP,CUS-0007537
INV-00020911,2025-06-29,2025-08-24,170.1,paid,ARS,CUS-0004485
INV-00020912,2022-10-22,2022-10-31,27.29,pending,CLP,CUS-0006360
INV-00020913,2025-09-21,2025-10-24,33.1,pending,PEN,CUS-0004062
INV-00020914,2024-02-26,2024-04-09,47.89,paid,MXN,CUS-0008642
INV-00020915,2023-09-30,2023-10-19,62.61,paid,ARS,CUS-0006322
INV-00020916,2025-05-20,2025-07-06,99.59,paid,CLP,CUS-0002224
INV-00020917,2023-03-18,2023-04-16,119.75,pending,MXN,CUS-0003523
INV-00020918,2022-09-28,2022-11-16,61.04,paid,CLP,CUS-0005626
INV-00020919,2023-03-04,2023-04-10,58.66,paid,USD,CUS-0009904
INV-00020920,2024-10-14,2024-12-06,197.81,paid,COP,CUS-0005756
INV-00020921,2025-01-26,2025-03-19,130.45,paid,COP,CUS-0007637
INV-00020922,2022-10-01,2022-11-20,100.83,paid,CLP,CUS-0007558
INV-00020923,2023-02-18,2023-04-02,42.67,pending,ARS,CUS-0009972
INV-00020924,2022-01-21,2022-02-07,100.7,paid,CLP,CUS-0008275
INV-00020925,2024-07-30,2024-09-17,130.9,paid,USD,CUS-0005641
INV-00020926,2023-12-01,2024-01-20,148.96,paid,COP,CUS-0004898
INV-00020927,2025-02-10,2025-03-26,89.27,overdue,CLP,CUS-0001058
INV-00020928,2025-09-12,2025-09-27,112.96,paid,EUR,CUS-0004099
INV-00020929,2025-05-23,2025-07-18,58.92,paid,CLP,CUS-0001905
INV-00020930,2023-12-14,2023-12-29,111.17,paid,USD,CUS-0003080
INV-00020931,2025-12-21,2026-01-22,61.03,paid,USD,CUS-0001698
INV-00020932,2024-08-15,2024-10-06,81.24,paid,MXN,CUS-0001258
INV-00020933,2023-01-06,2023-02-01,53.49,paid,USD,CUS-0005478
INV-00020934,2023-01-27,2023-02-13,28.07,paid,USD,CUS-0009392
INV-00020935,2024-01-17,2024-02-18,38.93,pending,CLP,CUS-0000811
INV-00020936,2025-12-29,2026-02-25,17.38,paid,USD,CUS-0005393
INV-00020937,2024-01-26,2024-02-27,26.4,paid,USD,CUS-0009196
INV-00020938,2022-06-26,2022-08-02,105.53,paid,USD,CUS-0000897
INV-00020939,2022-03-12,2022-03-27,49.01,paid,USD,CUS-0008290
INV-00020940,2024-05-21,2024-07-02,305.59,overdue,EUR,CUS-0008602
INV-00020941,2024-07-12,2024-07-22,42.7,overdue,EUR,CUS-0009731
INV-00020942,2024-08-15,2024-08-22,74.98,paid,USD,CUS-0009320
INV-00020943,2025-08-20,2025-10-18,189.15,paid,BRL,CUS-0007334
INV-00020944,2024-05-10,2024-06-21,164.63,paid,COP,CUS-0007714
INV-00020945,2022-04-01,2022-04-09,284.52,pending,PEN,CUS-0004240
INV-00020946,2024-12-04,2025-01-18,81.84,pending,COP,CUS-0003451
INV-00020947,2025-09-09,2025-11-07,106.5,paid,CLP,CUS-0000510
INV-00020948,2024-06-14,2024-08-04,406.11,paid,CLP,CUS-0007619
INV-00020949,2022-09-29,2022-11-24,51.75,overdue,USD,CUS-0001851
INV-00020950,2025-01-22,2025-03-11,169.29,paid,USD,CUS-0008424
INV-00020951,2025-04-16,2025-05-24,107.38,pending,CLP,CUS-0004378
INV-00020952,2025-03-07,2025-04-22,330.22,paid,USD,CUS-0008423
INV-00020953,2023-03-16,2023-05-03,96.42,overdue,COP,CUS-0003164
INV-00020954,2022-03-22,2022-04-06,58.45,paid,CLP,CUS-0006969
INV-00020955,2024-06-01,2024-07-07,181.75,paid,CLP,CUS-0003020
INV-00020956,2024-05-28,2024-06-14,155.42,paid,COP,CUS-0002340
INV-00020957,2022-04-12,2022-05-20,99.13,pending,EUR,CUS-0004890
INV-00020958,2025-07-22,2025-09-09,86.2,paid,USD,CUS-0003423
INV-00020959,2025-09-08,2025-09-21,99.48,paid,CLP,CUS-0000509
INV-00020960,2024-02-25,2024-04-09,414.75,paid,EUR,CUS-0004199
INV-00020961,2025-11-02,2025-12-23,73.01,paid,ARS,CUS-0005349
INV-00020962,2024-11-25,2024-12-13,124.81,pending,EUR,CUS-0001491
INV-00020963,2022-06-18,2022-08-07,26.31,overdue,MXN,CUS-0009158
INV-00020964,2023-09-16,2023-11-11,177.48,paid,BRL,CUS-0000699
INV-00020965,2025-04-08,2025-06-01,77.31,overdue,CLP,CUS-0003017
INV-00020966,2022-10-11,2022-11-11,49.39,paid,USD,CUS-0004507
INV-00020967,2025-06-15,2025-07-05,251.99,paid,CLP,CUS-0006455
INV-00020968,2025-09-27,2025-10-18,111.63,paid,COP,CUS-0003131
INV-00020969,2024-04-01,2024-04-19,309.16,pending,CLP,CUS-0005357
INV-00020970,2025-08-26,2025-09-08,151.23,pending,USD,CUS-0001336
