payment_id,amount,paid_at,method,invoice_id
PAY-00028389,44.46,2024-05-28,card,INV-00013998
PAY-00028390,26.35,2023-08-17,card,INV-00024308
PAY-00028391,2.83,2024-07-30,card,INV-00000634
PAY-00028392,71.79,2022-08-11,bank_transfer,INV-00047475
PAY-00028393,51.32,2023-10-03,card,INV-00022290
PAY-00028394,104.01,2023-10-22,card,INV-00028987
PAY-00028395,71.08,2023-11-09,bank_transfer,INV-00021330
PAY-00028396,250.17,2025-11-03,bank_transfer,INV-00045454
PAY-00028397,34.79,2025-02-21,bank_transfer,INV-00013069
PAY-00028398,8.81,2022-10-31,bank_transfer,INV-00008825
PAY-00028399,14.01,2024-06-28,card,INV-00032263
PAY-00028400,49.47,2022-10-12,bank_transfer,INV-00026771
PAY-00028401,41.82,2022-04-29,card,INV-00049262
PAY-00028402,144.8,2024-09-22,bank_transfer,INV-00016965
PAY-00028403,259.79,2024-09-12,card,INV-00001220
PAY-00028404,41.44,2025-10-17,card,INV-00030591
PAY-00028405,31.75,2022-04-07,bank_transfer,INV-00018303
PAY-00028406,22.39,2023-08-15,card,INV-00013950
PAY-00028407,10.59,2024-03-15,card,INV-00022618
PAY-00028408,12.58,2024-06-24,card,INV-00011418
PAY-00028409,63.11,2025-12-29,bank_transfer,INV-00028778
PAY-00028410,600.34,2022-10-07,bank_transfer,INV-00028832
PAY-00028411,333.29,2023-06-14,paypal,INV-00037501
PAY-00028412,48.73,2023-07-09,card,INV-00044666
PAY-00028413,205.45,2025-03-12,paypal,INV-00039073
PAY-00028414,16.1,2024-03-15,card,INV-00007905
PAY-00028415,23.41,2024-10-17,bank_transfer,INV-00025655
PAY-00028416,167.73,2022-12-14,bank_transfer,INV-00037796
PAY-00028417,57.08,2025-03-28,card,INV-00026904
PAY-00028418,92.17,2023-05-04,card,INV-00039688
PAY-00028419,50.24,2023-05-14,card,INV-00015148
PAY-00028420,93.17,2025-07-21,card,INV-00006226
PAY-00028421,44.22,2025-08-09,card,INV-00027247
PAY-00028422,13.52,2022-11-04,bank_transfer,INV-00007295
PAY-00028423,11.13,2025-08-31,card,INV-00040023
PAY-00028424,95.81,2024-11-27,card,INV-00023859
PAY-00028425,73.97,2024-02-08,bank_transfer,INV-00019382
PAY-00028426,48.64,2023-02-05,card,INV-00025717
PAY-00028427,64.06,2023-11-26,bank_transfer,INV-00006795
PAY-00028428,48.52,2022-12-13,card,INV-00042732
PAY-00028429,45.71,2025-01-02,bank_transfer,INV-00022511
PAY-00028430,9.64,2025-08-20,bank_transfer,INV-00016258
PAY-00028431,11.85,2023-01-20,card,INV-00024774
PAY-00028432,29.05,2024-04-27,card,INV-00006866
PAY-00028433,92.01,2024-01-21,card,INV-00044127
PAY-00028434,195.35,2022-12-04,card,INV-00040466
PAY-00028435,39.47,2024-09-27,card,INV-00009795
PAY-00028436,37.4,2023-11-22,card,INV-00001626
PAY-00028437,136.09,2025-03-21,card,INV-00027784
PAY-00028438,10.94,2024-03-30,card,INV-00026274
PAY-00028439,31.86,2024-03-18,bank_transfer,INV-00037095
PAY-00028440,59.05,2024-01-16,bank_transfer,INV-00018906
PAY-00028441,20.53,2023-12-11,card,INV-00023340
PAY-00028442,82.47,2024-11-27,card,INV-00012534
PAY-00028443,144.58,2025-08-22,bank_transfer,INV-00040231
PAY-00028444,104.66,2025-06-12,card,INV-00019794
PAY-00028445,167.59,2025-09-11,card,INV-00036984
PAY-00028446,51.68,2024-02-12,card,INV-00025497
PAY-00028447,42.91,2022-12-14,bank_transfer,INV-00025237
PAY-00028448,11.56,2024-01-08,card,INV-00042544
PAY-00028449,11.12,2023-05-04,bank_transfer,INV-00031163
PAY-00028450,8.87,2024-02-28,bank_transfer,INV-00018617
PAY-00028451,78.37,2025-04-25,card,INV-00019757
PAY-00028452,54.5,2023-04-13,paypal,INV-00037123
PAY-00028453,51.11,2025-08-14,card,INV-00027065
PAY-00028454,45.85,2022-12-04,card,INV-00039187
PAY-00028455,82.2,2025-12-14,card,INV-00001195
PAY-00028456,45.83,2024-09-23,card,INV-00005821
PAY-00028457,16.68,2025-06-03,card,INV-00006625
PAY-00028458,229.97,2025-05-30,card,INV-00032596
PAY-00028459,40.09,2023-08-15,paypal,INV-00000247
PAY-00028460,63.4,2024-05-06,card,INV-00000583
PAY-00028461,484.98,2025-02-02,card,INV-00000576
PAY-00028462,27.62,2025-04-11,bank_transfer,INV-00030036
PAY-00028463,30.93,2024-02-11,card,INV-00014204
PAY-00028464,35.19,2025-11-16,bank_transfer,INV-00027129
PAY-00028465,2.85,2025-07-26,card,INV-00013347
PAY-00028466,122.1,2024-08-18,bank_transfer,INV-00044311
PAY-00028467,44.74,2024-01-05,card,INV-00041366
PAY-00028468,24.25,2022-01-27,card,INV-00049113
PAY-00028469,5.79,2025-07-23,bank_transfer,INV-00013347
PAY-00028470,21.72,2023-07-15,card,INV-00013877
PAY-00028471,57.94,2024-02-26,card,INV-00040937
PAY-00028472,57.16,2023-11-03,card,INV-00040183
PAY-00028473,95.6,2024-04-10,bank_transfer,INV-00049088
PAY-00028474,53.98,2022-03-26,card,INV-00021761
PAY-00028475,90.21,2023-08-18,card,INV-00024660
PAY-00028476,84.35,2024-07-29,card,INV-00017399
PAY-00028477,107.5,2025-04-13,bank_transfer,INV-00046473
PAY-00028478,18.08,2023-03-18,card,INV-00003523
PAY-00028479,40.2,2022-03-12,paypal,INV-00036020
PAY-00028480,103.33,2024-01-13,card,INV-00005984
PAY-00028481,12.12,2023-07-06,bank_transfer,INV-00002073
PAY-00028482,69.19,2024-02-23,card,INV-00047886
PAY-00028483,85.01,2023-06-11,bank_transfer,INV-00014485
PAY-00028484,351.14,2025-05-14,paypal,INV-00044988
PAY-00028485,78.64,2025-12-05,card,INV-00023419
PAY-00028486,23.16,2024-12-10,card,INV-00038831
PAY-00028487,160.97,2025-01-18,paypal,INV-00041658
PAY-00028488,115.8,2024-08-07,card,INV-00015053
PAY-00028489,36.09,2024-05-17,bank_transfer,INV-00024031
PAY-00028490,64.04,2022-10-29,cash,INV-00020336
PAY-00028491,80.65,2023-08-09,card,INV-00000089
PAY-00028492,9.24,2025-02-10,card,INV-00028554
PAY-00028493,17.21,2024-04-26,card,INV-00047059
PAY-00028494,104.85,2025-10-26,bank_transfer,INV-00018062
PAY-00028495,7.72,2023-01-16,card,INV-00044911
PAY-00028496,31.96,2023-08-16,bank_transfer,INV-00036043
PAY-00028497,22.09,2024-07-03,card,INV-00040917
PAY-00028498,16.84,2025-11-29,card,INV-00010939
PAY-00028499,64.18,2022-02-04,card,INV-00017906
PAY-00028500,39.97,2024-03-05,bank_transfer,INV-00023848
PAY-00028501,35.3,2025-10-23,card,INV-00048068
PAY-00028502,48.48,2023-03-09,card,INV-00007687
PAY-00028503,20.93,2024-09-18,bank_transfer,INV-00022326
PAY-00028504,2.32,2025-10-03,cash,INV-00006776
PAY-00028505,62.88,2024-08-01,card,INV-00010577
PAY-00028506,34.45,2024-01-30,bank_transfer,INV-00034496
PAY-00028507,102.26,2024-01-09,bank_transfer,INV-00043195
PAY-00028508,147.34,2023-12-16,bank_transfer,INV-00013111
PAY-00028509,30.41,2024-02-03,card,INV-00011201
PAY-00028510,57.08,2022-03-19,card,INV-00002882
PAY-00028511,105.96,2024-11-09,card,INV-00042230
PAY-00028512,80.21,2024-09-29,card,INV-00000958
PAY-00028513,15.53,2024-08-29,cash,INV-00039884
PAY-00028514,345.2,2025-12-07,card,INV-00019795
PAY-00028515,219.11,2022-06-25,card,INV-00023518
PAY-00028516,20.12,2025-08-24,bank_transfer,INV-00000321
PAY-00028517,54.64,2023-09-18,card,INV-00046054
PAY-00028518,53.93,2022-03-05,card,INV-00039324
PAY-00028519,45.07,2024-08-11,bank_transfer,INV-00008674
PAY-00028520,74.31,2024-10-25,card,INV-00020127
PAY-00028521,113.56,2023-05-14,card,INV-00010473
PAY-00028522,82.86,2024-04-25,bank_transfer,INV-00044926
PAY-00028523,131.08,2024-12-17,cash,INV-00017860
PAY-00028524,114.99,2022-05-14,paypal,INV-00046511
PAY-00028525,16.34,2023-10-19,bank_transfer,INV-00024449
PAY-00028526,26.41,2023-08-09,card,INV-00005671
PAY-00028527,18.39,2023-10-10,card,INV-00001324
PAY-00028528,79.26,2024-10-19,card,INV-00043891
PAY-00028529,84.45,2024-02-29,card,INV-00007608
PAY-00028530,89.14,2023-12-05,card,INV-00036392
PAY-00028531,32.67,2026-01-10,bank_transfer,INV-00025899
PAY-00028532,65.45,2022-12-03,paypal,INV-00021218
PAY-00028533,72.06,2022-08-23,card,INV-00036801
PAY-00028534,14.14,2024-03-31,card,INV-00010621
PAY-00028535,73.64,2024-09-25,card,INV-00045575
PAY-00028536,76.77,2023-02-25,card,INV-00036844
PAY-00028537,64.75,2024-10-01,bank_transfer,INV-00009153
PAY-00028538,25.94,2022-10-10,card,INV-00046722
PAY-00028539,55.24,2023-10-13,bank_transfer,INV-00048857
PAY-00028540,37.15,2022-02-21,paypal,INV-00026456
PAY-00028541,14.64,2023-01-17,bank_transfer,INV-00002591
PAY-00028542,43.41,2024-05-18,card,INV-00043772
PAY-00028543,42.27,2025-10-20,card,INV-00033369
PAY-00028544,47.91,2022-09-23,bank_transfer,INV-00017993
PAY-00028545,18.48,2023-09-23,paypal,INV-00009908
PAY-00028546,261.88,2023-01-17,card,INV-00042051
PAY-00028547,20.47,2025-12-20,card,INV-00047823
PAY-00028548,21.19,2024-04-21,paypal,INV-00039161
PAY-00028549,129.02,2023-03-16,cash,INV-00024736
PAY-00028550,141.97,2023-02-03,bank_transfer,INV-00011163
PAY-00028551,21.0,2022-08-13,card,INV-00046617
PAY-00028552,12.04,2025-03-17,card,INV-00024960
PAY-00028553,107.8,2023-11-27,cash,INV-00020644
PAY-00028554,58.47,2022-12-16,card,INV-00039818
PAY-00028555,126.58,2024-05-07,bank_transfer,INV-00040546
PAY-00028556,48.01,2022-09-26,card,INV-00030976
PAY-00028557,19.84,2022-06-03,card,INV-00033727
PAY-00028558,20.45,2024-03-25,bank_transfer,INV-00033286
PAY-00028559,28.53,2024-12-30,bank_transfer,INV-00010469
PAY-00028560,31.85,2025-12-06,cash,INV-00049097
PAY-00028561,37.35,2024-07-16,bank_transfer,INV-00004321
PAY-00028562,5.45,2023-02-16,card,INV-00041489
PAY-00028563,680.58,2022-12-29,bank_transfer,INV-00036085
PAY-00028564,205.42,2022-11-26,bank_transfer,INV-00027189
PAY-00028565,51.3,2023-07-31,card,INV-00028701
PAY-00028566,27.79,2024-02-21,bank_transfer,INV-00014143
PAY-00028567,42.46,2023-03-23,card,INV-00018744
PAY-00028568,65.28,2025-03-03,card,INV-00025853
PAY-00028569,27.23,2024-03-01,card,INV-00042670
PAY-00028570,120.76,2022-04-13,card,INV-00015393
PAY-00028571,36.12,2025-03-06,bank_transfer,INV-00046105
PAY-00028572,32.77,2023-03-29,bank_transfer,INV-00036045
PAY-00028573,50.62,2022-08-03,card,INV-00010634
PAY-00028574,15.56,2024-09-16,bank_transfer,INV-00045143
PAY-00028575,8.26,2022-03-18,paypal,INV-00042895
PAY-00028576,12.39,2024-01-08,bank_transfer,INV-00003505
PAY-00028577,470.67,2025-07-19,card,INV-00034518
PAY-00028578,20.96,2025-07-21,card,INV-00033874
PAY-00028579,38.95,2024-12-20,cash,INV-00037921
PAY-00028580,9.31,2023-01-10,card,INV-00028845
PAY-00028581,48.36,2023-05-01,bank_transfer,INV-00000924
PAY-00028582,7.28,2023-07-18,bank_transfer,INV-00029226
PAY-00028583,36.81,2023-07-31,bank_transfer,INV-00012348
PAY-00028584,95.1,2024-01-18,card,INV-00044602
PAY-00028585,162.75,2022-04-22,bank_transfer,INV-00008919
PAY-00028586,25.13,2025-11-10,bank_transfer,INV-00035000
PAY-00028587,250.84,2024-08-06,card,INV-00008029
PAY-00028588,29.06,2024-12-25,paypal,INV-00046077
PAY-00028589,14.32,2023-04-19,bank_transfer,INV-00031163
PAY-00028590,22.23,2023-03-22,card,INV-00043379
PAY-00028591,44.2,2025-12-16,card,INV-00001769
PAY-00028592,8.05,2022-09-05,card,INV-00047679
PAY-00028593,78.45,2024-03-03,card,INV-00017864
PAY-00028594,11.3,2022-08-08,cash,INV-00008620
PAY-00028595,26.51,2023-12-21,card,INV-00038092
PAY-00028596,139.35,2023-09-04,card,INV-00023357
PAY-00028597,212.29,2024-01-19,card,INV-00025519
PAY-00028598,115.22,2025-03-22,bank_transfer,INV-00022303
PAY-00028599,121.94,2022-09-13,card,INV-00012439
PAY-00028600,57.44,2024-07-04,card,INV-00013774
PAY-00028601,132.6,2022-07-13,paypal,INV-00043063
PAY-00028602,35.69,2025-02-05,bank_transfer,INV-00006522
PAY-00028603,114.22,2022-06-13,card,INV-00012496
PAY-00028604,143.61,2025-06-07,card,INV-00029340
PAY-00028605,71.78,2022-11-25,paypal,INV-00025487
PAY-00028606,46.84,2023-10-24,card,INV-00049248
PAY-00028607,261.13,2022-09-16,card,INV-00012849
PAY-00028608,306.58,2024-11-17,bank_transfer,INV-00034424
PAY-00028609,66.08,2024-01-10,cash,INV-00015750
PAY-00028610,130.31,2025-12-09,card,INV-00049243
PAY-00028611,97.16,2024-06-08,card,INV-00047979
PAY-00028612,89.29,2023-01-10,card,INV-00008044
PAY-00028613,14.56,2022-05-22,paypal,INV-00044131
PAY-00028614,20.75,2022-12-29,card,INV-00043022
PAY-00028615,73.53,2022-08-10,card,INV-00015976
PAY-00028616,313.59,2023-01-09,bank_transfer,INV-00029621
PAY-00028617,23.4,2025-06-18,bank_transfer,INV-00032616
PAY-00028618,30.13,2022-09-08,bank_transfer,INV-00028850
PAY-00028619,56.19,2023-01-19,card,INV-00014660
PAY-00028620,16.19,2022-06-13,card,INV-00015785
PAY-00028621,28.59,2025-01-06,paypal,INV-00009575
PAY-00028622,75.29,2022-10-27,card,INV-00028748
PAY-00028623,41.04,2024-11-04,card,INV-00014727
PAY-00028624,28.61,2022-11-17,card,INV-00039522
PAY-00028625,181.14,2024-05-19,card,INV-00014820
PAY-00028626,37.89,2025-07-25,paypal,INV-00003449
PAY-00028627,212.04,2024-06-18,bank_transfer,INV-00020756
PAY-00028628,62.31,2023-09-01,bank_transfer,INV-00031661
PAY-00028629,18.11,2022-11-22,bank_transfer,INV-00043628
PAY-00028630,32.92,2025-10-28,card,INV-00006773
PAY-00028631,144.4,2025-08-21,cash,INV-00017659
PAY-00028632,121.36,2023-12-26,card,INV-00045090
PAY-00028633,30.34,2022-05-09,bank_transfer,INV-00031961
PAY-00028634,134.23,2024-09-19,paypal,INV-00043820
PAY-00028635,11.26,2025-05-26,card,INV-00015564
PAY-00028636,42.99,2023-01-05,card,INV-00020163
PAY-00028637,169.29,2022-05-08,card,INV-00042645
PAY-00028638,44.13,2023-06-15,card,INV-00028614
PAY-00028639,92.9,2025-11-20,card,INV-00031361
PAY-00028640,102.02,2023-10-12,card,INV-00000201
PAY-00028641,15.93,2025-08-12,bank_transfer,INV-00008021
PAY-00028642,85.86,2024-01-19,bank_transfer,INV-00046221
PAY-00028643,41.85,2025-02-19,card,INV-00032069
PAY-00028644,138.9,2022-02-21,bank_transfer,INV-00033181
PAY-00028645,33.52,2025-12-27,paypal,INV-00002517
PAY-00028646,50.25,2025-11-20,bank_transfer,INV-00015884
PAY-00028647,21.39,2023-08-08,card,INV-00012390
PAY-00028648,230.23,2025-08-16,card,INV-00046331
PAY-00028649,29.05,2023-10-24,card,INV-00001526
PAY-00028650,7.76,2023-10-29,card,INV-00025221
PAY-00028651,28.21,2024-07-30,bank_transfer,INV-00001301
PAY-00028652,162.08,2025-10-07,cash,INV-00012059
PAY-00028653,30.94,2023-08-26,bank_transfer,INV-00048321
PAY-00028654,20.2,2023-05-28,card,INV-00038115
PAY-00028655,85.4,2022-02-20,card,INV-00046068
PAY-00028656,66.34,2022-02-23,card,INV-00009275
PAY-00028657,207.19,2026-01-21,bank_transfer,INV-00021801
PAY-00028658,8.69,2023-10-03,bank_transfer,INV-00044071
PAY-00028659,19.23,2023-09-29,card,INV-00030498
PAY-00028660,122.39,2026-02-01,bank_transfer,INV-00001604
PAY-00028661,107.47,2025-07-24,paypal,INV-00025159
PAY-00028662,69.78,2022-09-20,paypal,INV-00031656
PAY-00028663,53.46,2022-05-11,bank_transfer,INV-00023084
PAY-00028664,128.01,2024-11-09,card,INV-00042567
PAY-00028665,17.31,2025-03-21,cash,INV-00008186
PAY-00028666,49.85,2024-12-16,bank_transfer,INV-00041673
PAY-00028667,6.14,2024-01-28,card,INV-00039757
PAY-00028668,72.44,2024-02-08,bank_transfer,INV-00002595
PAY-00028669,21.4,2024-01-21,bank_transfer,INV-00041605
PAY-00028670,52.27,2023-10-07,bank_transfer,INV-00003815
PAY-00028671,15.42,2025-05-02,card,INV-00024313
PAY-00028672,23.58,2023-12-09,card,INV-00025503
PAY-00028673,124.31,2025-04-01,card,INV-00043223
PAY-00028674,184.18,2022-03-15,card,INV-00006710
PAY-00028675,218.97,2022-05-04,paypal,INV-00039770
PAY-00028676,19.32,2025-11-04,cash,INV-00016750
PAY-00028677,215.77,2025-04-11,bank_transfer,INV-00034213
PAY-00028678,15.56,2022-12-24,bank_transfer,INV-00010795
PAY-00028679,302.52,2025-01-02,card,INV-00049848
PAY-00028680,257.15,2023-08-26,bank_transfer,INV-00006909
PAY-00028681,58.2,2023-09-23,card,INV-00002129
PAY-00028682,251.54,2024-11-08,paypal,INV-00008729
PAY-00028683,137.97,2024-05-17,card,INV-00017364
PAY-00028684,19.29,2023-09-12,bank_transfer,INV-00019132
PAY-00028685,68.83,2022-04-14,bank_transfer,INV-00047341
PAY-00028686,10.6,2024-09-04,paypal,INV-00032962
PAY-00028687,15.1,2023-01-16,card,INV-00029802
PAY-00028688,29.82,2022-02-11,bank_transfer,INV-00030552
PAY-00028689,138.0,2023-03-13,card,INV-00028688
PAY-00028690,41.36,2025-10-19,cash,INV-00031271
PAY-00028691,85.91,2024-08-17,card,INV-00049166
PAY-00028692,24.11,2024-09-27,card,INV-00025178
PAY-00028693,31.72,2022-10-18,bank_transfer,INV-00031775
PAY-00028694,79.12,2023-01-04,bank_transfer,INV-00027743
PAY-00028695,55.97,2025-01-15,card,INV-00027032
PAY-00028696,113.76,2023-11-24,bank_transfer,INV-00046232
PAY-00028697,163.96,2024-12-11,card,INV-00034390
PAY-00028698,276.35,2025-12-24,bank_transfer,INV-00041902
PAY-00028699,185.71,2025-08-13,card,INV-00037911
PAY-00028700,133.2,2022-12-25,card,INV-00027318
PAY-00028701,23.69,2022-11-08,bank_transfer,INV-00040362
PAY-00028702,23.49,2024-11-19,bank_transfer,INV-00040518
PAY-00028703,211.0,2023-12-18,paypal,INV-00044146
PAY-00028704,25.03,2022-05-12,card,INV-00028082
PAY-00028705,13.56,2023-08-27,card,INV-00048307
PAY-00028706,25.64,2024-02-18,cash,INV-00020481
PAY-00028707,153.05,2023-11-11,card,INV-00020300
PAY-00028708,30.48,2025-01-18,card,INV-00031122
PAY-00028709,8.06,2023-08-12,bank_transfer,INV-00039493
PAY-00028710,33.95,2022-10-19,card,INV-00027841
PAY-00028711,21.48,2024-11-24,card,INV-00046441
PAY-00028712,75.39,2025-01-10,card,INV-00012121
PAY-00028713,21.46,2022-03-07,bank_transfer,INV-00028872
PAY-00028714,14.61,2022-03-14,bank_transfer,INV-00005625
PAY-00028715,47.51,2023-03-14,card,INV-00024547
PAY-00028716,339.74,2022-06-06,paypal,INV-00011405
PAY-00028717,36.3,2024-06-19,bank_transfer,INV-00004467
PAY-00028718,172.76,2023-01-17,card,INV-00021966
PAY-00028719,427.84,2025-08-24,bank_transfer,INV-00001679
PAY-00028720,100.13,2025-07-05,card,INV-00044879
PAY-00028721,391.71,2022-03-21,card,INV-00027753
PAY-00028722,40.52,2023-04-05,card,INV-00031163
PAY-00028723,45.7,2025-03-29,bank_transfer,INV-00037002
PAY-00028724,198.58,2025-10-28,paypal,INV-00023807
PAY-00028725,111.3,2025-11-23,bank_transfer,INV-00026706
PAY-00028726,18.04,2025-10-04,card,INV-00030992
PAY-00028727,11.34,2023-04-16,card,INV-00043379
PAY-00028728,177.91,2022-03-28,card,INV-00045863
PAY-00028729,36.17,2023-09-18,card,INV-00032851
PAY-00028730,12.52,2024-03-03,card,INV-00033775
PAY-00028731,36.53,2025-12-10,card,INV-00047650
PAY-00028732,10.97,2025-09-17,card,INV-00020386
PAY-00028733,8.59,2023-08-03,card,INV-00043429
PAY-00028734,111.72,2025-06-15,card,INV-00026966
PAY-00028735,31.44,2024-01-06,card,INV-00037401
PAY-00028736,22.63,2022-07-19,bank_transfer,INV-00027975
PAY-00028737,518.85,2024-04-24,card,INV-00007486
PAY-00028738,57.77,2024-04-23,bank_transfer,INV-00008392
PAY-00028739,37.93,2025-11-06,card,INV-00015788
PAY-00028740,82.28,2023-06-15,card,INV-00025371
PAY-00028741,39.09,2022-02-07,cash,INV-00009913
PAY-00028742,83.64,2025-04-25,bank_transfer,INV-00022428
PAY-00028743,54.17,2025-08-14,card,INV-00018835
PAY-00028744,99.69,2024-05-06,card,INV-00018334
PAY-00028745,99.68,2022-08-24,bank_transfer,INV-00032068
PAY-00028746,69.06,2023-11-04,card,INV-00012584
PAY-00028747,5.57,2025-09-12,card,INV-00005092
PAY-00028748,20.83,2022-10-29,bank_transfer,INV-00037814
PAY-00028749,664.79,2024-12-20,paypal,INV-00036585
PAY-00028750,313.61,2025-12-20,bank_transfer,INV-00020108
PAY-00028751,232.58,2025-11-03,cash,INV-00007366
PAY-00028752,116.39,2024-01-24,paypal,INV-00000257
PAY-00028753,27.4,2023-10-15,bank_transfer,INV-00034675
PAY-00028754,105.32,2024-06-06,card,INV-00026335
PAY-00028755,219.97,2023-07-30,bank_transfer,INV-00012490
PAY-00028756,98.1,2022-12-04,card,INV-00010575
PAY-00028757,194.26,2024-02-29,card,INV-00021574
PAY-00028758,58.8,2024-03-09,bank_transfer,INV-00048743
PAY-00028759,12.51,2025-12-12,bank_transfer,INV-00016873
PAY-00028760,104.34,2025-06-22,card,INV-00005405
PAY-00028761,33.22,2025-10-21,card,INV-00003782
PAY-00028762,96.85,2024-01-09,card,INV-00028049
PAY-00028763,47.61,2024-06-19,bank_transfer,INV-00004380
PAY-00028764,65.3,2023-12-18,card,INV-00020775
PAY-00028765,14.66,2024-08-17,cash,INV-00023102
PAY-00028766,15.72,2025-05-05,card,INV-00003734
PAY-00028767,27.84,2022-04-14,paypal,INV-00040084
PAY-00028768,105.76,2025-03-24,paypal,INV-00008178
PAY-00028769,48.43,2025-08-20,bank_transfer,INV-00037397
PAY-00028770,37.58,2025-09-07,cash,INV-00039006
PAY-00028771,19.65,2025-07-27,cash,INV-00035883
PAY-00028772,30.22,2022-04-24,card,INV-00016870
PAY-00028773,144.88,2022-05-20,card,INV-00017716
PAY-00028774,48.07,2023-08-10,card,INV-00011492
PAY-00028775,3.89,2025-05-23,bank_transfer,INV-00001815
PAY-00028776,48.16,2023-01-20,paypal,INV-00048062
PAY-00028777,31.18,2023-10-29,paypal,INV-00000451
PAY-00028778,58.6,2024-02-04,cash,INV-00034047
PAY-00028779,54.46,2024-07-08,card,INV-00002967
PAY-00028780,8.64,2025-08-08,bank_transfer,INV-00006037
PAY-00028781,39.62,2023-05-09,paypal,INV-00017298
PAY-00028782,541.35,2023-07-03,bank_transfer,INV-00042267
PAY-00028783,94.96,2026-01-10,bank_transfer,INV-00001513
PAY-00028784,129.37,2022-12-01,card,INV-00012185
PAY-00028785,8.71,2022-04-11,card,INV-00021741
PAY-00028786,62.66,2022-02-23,card,INV-00038816
PAY-00028787,33.42,2024-09-06,bank_transfer,INV-00000547
PAY-00028788,42.59,2022-12-11,bank_transfer,INV-00003725
PAY-00028789,49.07,2024-05-13,card,INV-00049590
PAY-00028790,38.41,2022-08-30,bank_transfer,INV-00044412
PAY-00028791,184.87,2022-04-03,paypal,INV-00010462
PAY-00028792,53.68,2025-12-09,bank_transfer,INV-00044882
PAY-00028793,18.85,2023-07-17,bank_transfer,INV-00015408
PAY-00028794,11.06,2022-06-03,card,INV-00046344
PAY-00028795,176.41,2025-07-03,card,INV-00011910
PAY-00028796,85.59,2024-09-11,bank_transfer,INV-00017532
PAY-00028797,118.82,2025-11-02,paypal,INV-00046118
PAY-00028798,20.52,2023-02-17,card,INV-00017093
PAY-00028799,59.95,2024-11-13,bank_transfer,INV-00026844
PAY-00028800,18.33,2025-09-23,card,INV-00030239
PAY-00028801,20.17,2025-11-11,paypal,INV-00024270
PAY-00028802,42.49,2022-11-06,paypal,INV-00004239
PAY-00028803,189.41,2024-07-14,bank_transfer,INV-00001451
PAY-00028804,26.42,2023-05-05,bank_transfer,INV-00008251
PAY-00028805,112.63,2022-12-28,bank_transfer,INV-00012888
PAY-00028806,133.57,2025-12-16,card,INV-00021463
PAY-00028807,75.3,2022-08-28,card,INV-00049990
PAY-00028808,32.67,2023-04-18,cash,INV-00007175
PAY-00028809,17.07,2023-02-09,card,INV-00031793
PAY-00028810,245.44,2024-10-09,bank_transfer,INV-00002126
PAY-00028811,82.94,2025-02-01,bank_transfer,INV-00001834
PAY-00028812,40.31,2024-11-21,card,INV-00035196
PAY-00028813,126.01,2023-11-30,paypal,INV-00025037
PAY-00028814,54.98,2024-09-21,bank_transfer,INV-00028470
PAY-00028815,57.85,2024-03-12,paypal,INV-00043622
PAY-00028816,23.07,2023-11-06,bank_transfer,INV-00018767
PAY-00028817,41.01,2022-07-04,bank_transfer,INV-00015538
PAY-00028818,6.39,2022-05-15,bank_transfer,INV-00036775
PAY-00028819,70.39,2024-09-08,paypal,INV-00019681
PAY-00028820,17.93,2022-04-06,paypal,INV-00040417
PAY-00028821,71.97,2024-01-28,bank_transfer,INV-00025599
PAY-00028822,117.44,2025-05-26,paypal,INV-00019722
PAY-00028823,201.79,2024-01-12,card,INV-00035625
PAY-00028824,89.48,2023-12-11,card,INV-00046293
PAY-00028825,34.22,2022-03-26,card,INV-00032999
PAY-00028826,13.79,2025-06-18,paypal,INV-00046252
PAY-00028827,35.78,2024-10-01,card,INV-00035017
PAY-00028828,8.17,2022-09-09,cash,INV-00012515
PAY-00028829,44.58,2024-03-26,card,INV-00013226
PAY-00028830,33.11,2025-12-06,bank_transfer,INV-00049781
PAY-00028831,55.54,2025-12-25,paypal,INV-00028778
PAY-00028832,86.45,2024-02-07,card,INV-00020027
PAY-00028833,125.42,2025-10-04,bank_transfer,INV-00047438
PAY-00028834,31.57,2023-07-17,card,INV-00021605
PAY-00028835,145.1,2022-11-06,card,INV-00049825
PAY-00028836,11.92,2025-11-10,card,INV-00040454
PAY-00028837,67.62,2025-03-22,card,INV-00011640
PAY-00028838,65.74,2022-12-05,card,INV-00000183
PAY-00028839,22.26,2022-08-30,paypal,INV-00011366
PAY-00028840,52.45,2022-07-08,card,INV-00029319
PAY-00028841,37.98,2023-12-01,bank_transfer,INV-00033214
PAY-00028842,36.79,2023-05-04,bank_transfer,INV-00035489
PAY-00028843,463.6,2024-10-14,card,INV-00028731
PAY-00028844,8.81,2024-06-14,card,INV-00046845
PAY-00028845,83.77,2024-08-09,cash,INV-00048995
PAY-00028846,43.16,2023-04-07,card,INV-00016572
PAY-00028847,105.4,2023-07-09,bank_transfer,INV-00047396
PAY-00028848,44.48,2025-11-30,bank_transfer,INV-00015541
PAY-00028849,41.95,2022-08-12,paypal,INV-00027076
PAY-00028850,18.92,2025-03-25,bank_transfer,INV-00032055
PAY-00028851,320.09,2025-02-19,bank_transfer,INV-00018380
PAY-00028852,24.41,2022-09-23,cash,INV-00023266
PAY-00028853,23.49,2025-07-10,card,INV-00046098
PAY-00028854,17.69,2025-04-24,card,INV-00000224
PAY-00028855,42.81,2024-02-25,card,INV-00016544
PAY-00028856,91.05,2022-08-13,cash,INV-00043733
