subscription_id,status,start_date,end_date,customer_id,product_id
SUB-0007241,active,2023-10-16,2027-02-04,CUS-0003509,PRD-00025
SUB-0007242,active,2020-01-03,2027-12-16,CUS-0003886,PRD-00197
SUB-0007243,cancelled,2022-06-27,2026-07-26,CUS-0002468,PRD-00080
SUB-0007244,active,2020-12-10,2027-03-05,CUS-0004903,PRD-00072
SUB-0007245,active,2024-10-12,2026-01-26,CUS-0005174,PRD-00048
SUB-0007246,active,2022-05-04,2027-07-17,CUS-0007117,PRD-00109
SUB-0007247,paused,2022-02-20,2026-12-18,CUS-0007993,PRD-00114
SUB-0007248,active,2023-03-05,2027-12-16,CUS-0003466,PRD-00130
SUB-0007249,cancelled,2025-04-10,2025-06-04,CUS-0006543,PRD-00168
SUB-0007250,active,2020-03-05,2026-09-26,CUS-0007401,PRD-00086
SUB-0007251,active,2022-09-18,2026-01-17,CUS-0008334,PRD-00118
SUB-0007252,paused,2022-01-03,2025-07-09,CUS-0003999,PRD-00146
SUB-0007253,active,2024-07-02,2025-08-25,CUS-0008011,PRD-00126
SUB-0007254,paused,2024-04-02,2027-12-30,CUS-0005793,PRD-00160
SUB-0007255,active,2022-07-16,2026-04-06,CUS-0003947,PRD-00137
SUB-0007256,cancelled,2025-06-04,2026-01-27,CUS-0000142,PRD-00094
SUB-0007257,active,2021-12-03,2026-10-04,CUS-0007006,PRD-00129
SUB-0007258,active,2021-12-02,2024-08-20,CUS-0006803,PRD-00075
SUB-0007259,active,2020-12-15,2026-01-01,CUS-0006733,PRD-00067
SUB-0007260,active,2022-02-17,2027-02-25,CUS-0005893,PRD-00140
SUB-0007261,cancelled,2020-02-16,2027-07-02,CUS-0000952,PRD-00143
SUB-0007262,active,2024-10-29,2025-08-11,CUS-0006655,PRD-00081
SUB-0007263,active,2020-11-16,2027-07-05,CUS-0006753,PRD-00074
SUB-0007264,active,2021-04-14,2026-11-21,CUS-0007312,PRD-00064
SUB-0007265,active,2024-12-03,2024-03-12,CUS-0009236,PRD-00030
SUB-0007266,active,2021-06-01,2024-08-01,CUS-0000131,PRD-00104
SUB-0007267,active,2022-04-23,2025-12-29,CUS-0006630,PRD-00037
SUB-0007268,active,2022-06-19,2027-02-11,CUS-0002269,PRD-00022
SUB-0007269,active,2025-03-25,2024-07-06,CUS-0003191,PRD-00164
SUB-0007270,active,2020-08-18,2027-03-24,CUS-0000418,PRD-00011
SUB-0007271,active,2022-01-13,2024-02-23,CUS-0006710,PRD-00108
SUB-0007272,active,2023-06-26,2027-05-02,CUS-0002209,PRD-00007
SUB-0007273,paused,2021-01-06,2024-01-27,CUS-0006138,PRD-00049
SUB-0007274,cancelled,2024-10-06,2027-12-09,CUS-0005671,PRD-00012
SUB-0007275,active,2024-11-06,2024-04-12,CUS-0003106,PRD-00001
SUB-0007276,active,2024-03-16,2024-05-30,CUS-0004587,PRD-00081
SUB-0007277,paused,2023-09-14,2025-10-08,CUS-0000925,PRD-00061
SUB-0007278,active,2021-09-30,2024-01-02,CUS-0004731,PRD-00109
SUB-0007279,active,2023-03-18,2026-08-05,CUS-0005578,PRD-00097
SUB-0007280,active,2021-04-11,2024-10-15,CUS-0000023,PRD-00087
SUB-0007281,active,2025-03-23,2027-02-27,CUS-0007866,PRD-00154
SUB-0007282,paused,2024-02-20,2024-09-16,CUS-0001753,PRD-00126
SUB-0007283,active,2022-07-07,2024-09-22,CUS-0005197,PRD-00074
SUB-0007284,active,2023-12-29,2025-12-10,CUS-0008184,PRD-00068
SUB-0007285,active,2022-06-05,2024-03-06,CUS-0007303,PRD-00152
SUB-0007286,active,2022-05-16,2024-06-02,CUS-0007270,PRD-00013
SUB-0007287,active,2023-01-20,2024-12-20,CUS-0001023,PRD-00126
SUB-0007288,active,2022-03-18,2025-07-21,CUS-0004271,PRD-00163
SUB-0007289,active,2021-02-08,2025-07-01,CUS-0006680,PRD-00021
SUB-0007290,active,2020-12-17,2026-06-03,CUS-0000398,PRD-00026
SUB-0007291,active,2024-12-26,2026-12-17,CUS-0008313,PRD-00173
SUB-0007292,active,2021-01-23,2025-07-11,CUS-0003419,PRD-00134
SUB-0007293,active,2021-07-21,2027-01-11,CUS-0007479,PRD-00130
SUB-0007294,active,2020-10-18,2027-09-22,CUS-0009448,PRD-00008
SUB-0007295,active,2022-03-14,2027-07-13,CUS-0005908,PRD-00067
SUB-0007296,cancelled,2020-12-02,2024-09-04,CUS-0001036,PRD-00044
SUB-0007297,active,2023-03-12,2026-11-25,CUS-0007898,PRD-00032
SUB-0007298,active,2021-07-27,2025-07-12,CUS-0002133,PRD-00063
SUB-0007299,active,2024-06-17,2025-11-10,CUS-0007073,PRD-00014
SUB-0007300,active,2022-08-14,2027-05-17,CUS-0009163,PRD-00194
SUB-0007301,active,2020-12-03,2027-07-08,CUS-0004398,PRD-00010
SUB-0007302,active,2023-12-27,2027-06-28,CUS-0006745,PRD-00070
SUB-0007303,active,2020-07-14,2026-11-16,CUS-0005964,PRD-00040
SUB-0007304,active,2020-02-19,2025-09-29,CUS-0003272,PRD-00189
SUB-0007305,active,2025-04-05,2025-04-03,CUS-0000461,PRD-00052
SUB-0007306,active,2023-08-19,2026-03-13,CUS-0006695,PRD-00103
SUB-0007307,active,2024-11-07,2024-12-26,CUS-0002378,PRD-00030
SUB-0007308,active,2023-08-18,2024-07-11,CUS-0002520,PRD-00011
SUB-0007309,active,2022-12-27,2025-02-20,CUS-0002736,PRD-00023
SUB-0007310,active,2024-08-30,2026-03-18,CUS-0008103,PRD-00134
SUB-0007311,active,2021-02-19,2024-07-19,CUS-0004431,PRD-00093
SUB-0007312,active,2025-06-18,2026-03-25,CUS-0001673,PRD-00047
SUB-0007313,active,2020-05-30,2027-09-11,CUS-0004268,PRD-00074
SUB-0007314,active,2022-05-10,2026-05-27,CUS-0000939,PRD-00141
SUB-0007315,active,2025-04-28,2027-11-17,CUS-0000481,PRD-00141
SUB-0007316,paused,2024-09-26,2025-09-01,CUS-0009442,PRD-00192
SUB-0007317,active,2021-01-29,2025-02-10,CUS-0009103,PRD-00031
SUB-0007318,cancelled,2024-03-30,2026-07-09,CUS-0008810,PRD-00115
SUB-0007319,active,2021-08-31,2024-11-10,CUS-0007918,PRD-00045
SUB-0007320,paused,2023-09-15,2025-09-08,CUS-0006206,PRD-00150
SUB-0007321,active,2021-08-14,2026-01-01,CUS-0008651,PRD-00089
SUB-0007322,active,2024-12-02,2025-11-14,CUS-0004284,PRD-00122
SUB-0007323,cancelled,2023-08-20,2025-09-29,CUS-0004906,PRD-00047
SUB-0007324,active,2023-05-03,2025-03-26,CUS-0006917,PRD-00155
SUB-0007325,active,2024-07-16,2025-04-11,CUS-0007648,PRD-00025
SUB-0007326,active,2022-08-04,2027-02-28,CUS-0008634,PRD-00135
SUB-0007327,cancelled,2020-08-10,2027-09-25,CUS-0009154,PRD-00086
SUB-0007328,active,2023-06-07,2025-02-20,CUS-0005547,PRD-00021
SUB-0007329,active,2024-06-21,2025-08-12,CUS-0006086,PRD-00053
SUB-0007330,active,2023-05-12,2027-11-16,CUS-0001585,PRD-00159
SUB-0007331,paused,2025-05-31,2025-05-05,CUS-0009959,PRD-00149
SUB-0007332,active,2021-09-09,2026-05-12,CUS-0006246,PRD-00040
SUB-0007333,active,2021-07-28,2024-12-08,CUS-0001401,PRD-00165
SUB-0007334,active,2020-11-12,2027-05-28,CUS-0001823,PRD-00091
SUB-0007335,active,2025-05-06,2024-08-10,CUS-0002315,PRD-00093
SUB-0007336,active,2024-09-04,2025-12-02,CUS-0000340,PRD-00043
SUB-0007337,active,2024-01-28,2027-03-07,CUS-0005294,PRD-00146
SUB-0007338,active,2021-06-07,2025-09-07,CUS-0006434,PRD-00038
SUB-0007339,active,2020-04-24,2026-10-26,CUS-0009111,PRD-00178
SUB-0007340,active,2021-07-21,2025-07-21,CUS-0000556,PRD-00079
SUB-0007341,active,2023-09-05,2027-01-29,CUS-0001884,PRD-00138
SUB-0007342,cancelled,2022-10-24,2024-05-03,CUS-0009412,PRD-00030
SUB-0007343,active,2023-09-21,2025-12-22,CUS-0003715,PRD-00137
SUB-0007344,active,2021-04-15,2024-08-23,CUS-0009227,PRD-00104
SUB-0007345,active,2021-10-23,2025-05-15,CUS-0000455,PRD-00141
SUB-0007346,cancelled,2021-09-28,2024-05-05,CUS-0006118,PRD-00057
SUB-0007347,active,2023-08-13,2025-08-17,CUS-0000214,PRD-00123
SUB-0007348,active,2023-09-27,2024-09-08,CUS-0003311,PRD-00096
SUB-0007349,active,2022-04-19,2026-12-02,CUS-0002195,PRD-00134
SUB-0007350,active,2021-09-18,2026-12-04,CUS-0006559,PRD-00063
SUB-0007351,active,2024-04-25,2024-06-04,CUS-0005140,PRD-00145
SUB-0007352,active,2023-12-19,2027-08-23,CUS-0006300,PRD-00163
SUB-0007353,active,2023-11-18,2025-09-29,CUS-0005735,PRD-00088
SUB-0007354,active,2024-07-28,2024-01-04,CUS-0003282,PRD-00121
SUB-0007355,active,2022-02-28,2027-03-21,CUS-0000567,PRD-00154
SUB-0007356,paused,2023-10-11,2027-02-18,CUS-0005389,PRD-00108
SUB-0007357,active,2020-10-17,2024-03-26,CUS-0005743,PRD-00117
SUB-0007358,active,2024-11-05,2027-11-10,CUS-0008589,PRD-00036
SUB-0007359,paused,2021-03-20,2024-08-21,CUS-0009175,PRD-00191
SUB-0007360,active,2020-10-09,2026-12-16,CUS-0008484,PRD-00188
SUB-0007361,active,2024-01-03,2024-10-15,CUS-0003674,PRD-00020
SUB-0007362,active,2021-12-25,2026-07-15,CUS-0006095,PRD-00166
SUB-0007363,active,2021-03-26,2025-10-09,CUS-0003454,PRD-00117
SUB-0007364,active,2022-05-27,2027-05-27,CUS-0008570,PRD-00006
SUB-0007365,active,2024-04-10,2025-03-21,CUS-0001274,PRD-00041
SUB-0007366,active,2022-07-20,2024-04-05,CUS-0002171,PRD-00095
SUB-0007367,active,2021-08-23,2026-09-28,CUS-0006064,PRD-00023
SUB-0007368,cancelled,2021-12-01,2026-05-21,CUS-0005113,PRD-00099
SUB-0007369,active,2023-06-19,2025-01-13,CUS-0009191,PRD-00193
SUB-0007370,active,2024-03-01,2024-11-15,CUS-0005557,PRD-00102
SUB-0007371,paused,2020-08-30,2026-03-12,CUS-0006250,PRD-00189
SUB-0007372,active,2023-07-30,2025-12-07,CUS-0001562,PRD-00198
SUB-0007373,paused,2024-01-13,2027-12-09,CUS-0007189,PRD-00067
SUB-0007374,active,2024-06-20,2025-11-01,CUS-0002981,PRD-00011
SUB-0007375,active,2020-02-29,2025-09-09,CUS-0006293,PRD-00048
SUB-0007376,active,2024-09-09,2027-09-28,CUS-0003782,PRD-00079
SUB-0007377,cancelled,2022-09-08,2026-01-06,CUS-0008405,PRD-00175
SUB-0007378,active,2024-06-11,2025-01-27,CUS-0002578,PRD-00104
SUB-0007379,active,2020-04-28,2024-05-31,CUS-0004175,PRD-00184
SUB-0007380,active,2021-12-10,2025-10-28,CUS-0004617,PRD-00080
SUB-0007381,active,2024-09-22,2024-06-02,CUS-0006895,PRD-00092
SUB-0007382,active,2023-01-13,2027-02-17,CUS-0003824,PRD-00141
SUB-0007383,active,2025-06-21,2025-01-27,CUS-0005842,PRD-00178
SUB-0007384,active,2022-08-09,2027-12-27,CUS-0005067,PRD-00036
SUB-0007385,active,2024-12-04,2027-08-01,CUS-0006619,PRD-00165
SUB-0007386,active,2024-01-03,2027-04-10,CUS-0005215,PRD-00149
SUB-0007387,paused,2022-06-16,2025-05-30,CUS-0004351,PRD-00095
SUB-0007388,cancelled,2021-05-17,2024-09-23,CUS-0005128,PRD-00045
SUB-0007389,paused,2020-12-07,2024-03-05,CUS-0008885,PRD-00097
SUB-0007390,active,2025-03-02,2025-09-12,CUS-0003011,PRD-00184
SUB-0007391,active,2025-02-08,2027-08-16,CUS-0001255,PRD-00103
SUB-0007392,active,2022-01-10,2026-03-08,CUS-0002688,PRD-00141
SUB-0007393,active,2023-10-25,2027-02-15,CUS-0002982,PRD-00051
SUB-0007394,cancelled,2024-03-08,2024-02-27,CUS-0003688,PRD-00192
SUB-0007395,active,2023-04-27,2027-04-15,CUS-0004145,PRD-00166
SUB-0007396,cancelled,2023-03-23,2027-12-27,CUS-0005469,PRD-00094
SUB-0007397,active,2020-08-21,2025-05-04,CUS-0000803,PRD-00192
SUB-0007398,active,2025-06-13,2024-09-01,CUS-0004347,PRD-00071
SUB-0007399,cancelled,2020-10-23,2024-12-04,CUS-0007318,PRD-00066
SUB-0007400,active,2022-03-08,2027-06-28,CUS-0006393,PRD-00049
SUB-0007401,active,2025-03-21,2024-05-15,CUS-0006394,PRD-00050
SUB-0007402,cancelled,2021-11-03,2025-05-25,CUS-0003876,PRD-00128
SUB-0007403,active,2024-04-13,2024-11-03,CUS-0005411,PRD-00009
SUB-0007404,active,2020-08-14,2027-06-01,CUS-0001190,PRD-00086
SUB-0007405,active,2024-08-21,2026-01-25,CUS-0006207,PRD-00162
SUB-0007406,active,2021-11-05,2026-06-30,CUS-0000392,PRD-00140
SUB-0007407,active,2022-10-29,2024-11-25,CUS-0004424,PRD-00144
SUB-0007408,active,2024-12-24,2024-11-03,CUS-0000232,PRD-00041
SUB-0007409,active,2024-06-23,2026-12-13,CUS-0002548,PRD-00012
SUB-0007410,active,2023-09-03,2026-01-30,CUS-0004683,PRD-00035
SUB-0007411,paused,2023-12-24,2027-01-13,CUS-0001188,PRD-00099
SUB-0007412,active,2021-12-21,2026-06-30,CUS-0009410,PRD-00055
SUB-0007413,paused,2021-04-09,2026-04-17,CUS-0002999,PRD-00135
SUB-0007414,active,2022-03-14,2027-08-20,CUS-0003909,PRD-00077
SUB-0007415,active,2021-03-08,2025-10-18,CUS-0000815,PRD-00115
SUB-0007416,active,2020-10-03,2027-08-07,CUS-0000367,PRD-00005
SUB-0007417,active,2024-04-10,2024-07-27,CUS-0003509,PRD-00152
SUB-0007418,active,2025-04-01,2025-03-03,CUS-0004478,PRD-00148
SUB-0007419,active,2025-05-08,2025-07-06,CUS-0000295,PRD-00126
SUB-0007420,active,2020-09-13,2024-08-29,CUS-0009532,PRD-00112
SUB-0007421,active,2024-07-15,2026-11-29,CUS-0004410,PRD-00009
SUB-0007422,active,2021-02-11,2027-07-23,CUS-0008430,PRD-00111
SUB-0007423,paused,2024-12-24,2027-12-06,CUS-0004574,PRD-00074
SUB-0007424,active,2022-03-02,2024-11-09,CUS-0009790,PRD-00061
SUB-0007425,active,2025-04-13,2026-09-04,CUS-0008775,PRD-00038
SUB-0007426,active,2024-05-27,2027-08-30,CUS-0006781,PRD-00192
SUB-0007427,active,2021-10-11,2025-10-13,CUS-0000412,PRD-00038
SUB-0007428,active,2021-08-22,2026-11-26,CUS-0002968,PRD-00067
SUB-0007429,active,2021-02-08,2024-06-19,CUS-0005886,PRD-00106
SUB-0007430,active,2023-03-28,2025-05-04,CUS-0002854,PRD-00128
SUB-0007431,cancelled,2024-07-02,2027-08-16,CUS-0002568,PRD-00060
SUB-0007432,cancelled,2021-08-09,2027-09-03,CUS-0007066,PRD-00034
SUB-0007433,active,2025-04-30,2026-07-20,CUS-0007977,PRD-00109
SUB-0007434,active,2023-02-22,2025-06-07,CUS-0000252,PRD-00138
SUB-0007435,active,2021-07-08,2027-01-23,CUS-0001576,PRD-00074
SUB-0007436,active,2024-04-18,2025-04-23,CUS-0001824,PRD-00089
SUB-0007437,active,2020-11-22,2026-01-13,CUS-0001212,PRD-00037
SUB-0007438,cancelled,2025-01-22,2026-10-22,CUS-0002935,PRD-00171
SUB-0007439,active,2021-01-14,2026-04-04,CUS-0007478,PRD-00066
SUB-0007440,active,2025-04-19,2027-12-29,CUS-0009542,PRD-00141
SUB-0007441,active,2023-01-11,2027-05-15,CUS-0005414,PRD-00045
SUB-0007442,active,2021-08-06,2026-06-03,CUS-0009186,PRD-00160
SUB-0007443,active,2021-08-18,2024-06-30,CUS-0007226,PRD-00037
SUB-0007444,cancelled,2020-03-20,2025-10-04,CUS-0002647,PRD-00100
SUB-0007445,cancelled,2023-07-19,2024-01-21,CUS-0002544,PRD-00115
SUB-0007446,active,2023-08-31,2024-04-11,CUS-0006430,PRD-00161
SUB-0007447,cancelled,2022-10-28,2026-06-03,CUS-0001621,PRD-00086
SUB-0007448,active,2021-01-20,2025-01-14,CUS-0005035,PRD-00128
SUB-0007449,active,2023-05-11,2024-11-04,CUS-0003779,PRD-00025
SUB-0007450,active,2021-12-18,2025-04-28,CUS-0006653,PRD-00183
SUB-0007451,cancelled,2021-01-30,2026-01-26,CUS-0003196,PRD-00105
SUB-0007452,cancelled,2024-07-06,2026-03-26,CUS-0003936,PRD-00057
SUB-0007453,active,2021-08-16,2027-09-21,CUS-0000656,PRD-00161
SUB-0007454,active,2024-12-24,2027-10-21,CUS-0008208,PRD-00100
SUB-0007455,cancelled,2025-01-06,2025-03-22,CUS-0002406,PRD-00176
SUB-0007456,paused,2022-05-24,2024-09-03,CUS-0006392,PRD-00123
SUB-0007457,cancelled,2021-01-21,2025-05-03,CUS-0007515,PRD-00080
SUB-0007458,active,2024-08-05,2026-12-14,CUS-0001537,PRD-00066
SUB-0007459,paused,2023-11-16,2024-04-26,CUS-0004416,PRD-00186
SUB-0007460,cancelled,2021-03-24,2024-01-24,CUS-0009488,PRD-00154
SUB-0007461,active,2021-07-28,2027-11-28,CUS-0004634,PRD-00159
SUB-0007462,cancelled,2023-05-08,2027-03-12,CUS-0006974,PRD-00177
SUB-0007463,paused,2023-12-04,2027-12-26,CUS-0003103,PRD-00097
SUB-0007464,active,2022-03-10,2024-03-27,CUS-0004188,PRD-00127
SUB-0007465,active,2025-03-08,2024-12-15,CUS-0006721,PRD-00104
SUB-0007466,active,2021-05-24,2027-06-22,CUS-0004631,PRD-00065
SUB-0007467,paused,2025-04-13,2025-11-25,CUS-0001638,PRD-00012
SUB-0007468,active,2024-12-12,2024-05-10,CUS-0009815,PRD-00061
SUB-0007469,active,2021-03-06,2025-10-20,CUS-0007890,PRD-00037
SUB-0007470,active,2022-05-14,2027-09-15,CUS-0004957,PRD-00137
SUB-0007471,active,2024-01-27,2027-10-08,CUS-0006316,PRD-00030
SUB-0007472,active,2020-08-07,2027-07-28,CUS-0000115,PRD-00126
SUB-0007473,active,2024-12-05,2026-06-25,CUS-0003732,PRD-00036
SUB-0007474,active,2021-10-30,2024-12-20,CUS-0008195,PRD-00081
SUB-0007475,active,2024-07-12,2024-08-28,CUS-0005312,PRD-00143
SUB-0007476,active,2021-02-10,2026-01-03,CUS-0003505,PRD-00053
SUB-0007477,active,2020-04-28,2025-01-14,CUS-0001053,PRD-00141
SUB-0007478,active,2022-08-25,2024-04-04,CUS-0008432,PRD-00008
SUB-0007479,active,2025-05-20,2027-08-12,CUS-0003447,PRD-00085
SUB-0007480,active,2021-03-25,2024-08-04,CUS-0005745,PRD-00149
SUB-0007481,active,2021-04-15,2024-01-22,CUS-0000306,PRD-00033
SUB-0007482,active,2023-10-29,2026-08-25,CUS-0003052,PRD-00148
SUB-0007483,active,2025-06-30,2024-07-23,CUS-0009249,PRD-00037
SUB-0007484,active,2025-04-17,2027-11-26,CUS-0009338,PRD-00184
SUB-0007485,active,2025-05-08,2025-07-27,CUS-0007732,PRD-00165
SUB-0007486,active,2022-09-14,2027-02-25,CUS-0009841,PRD-00122
SUB-0007487,active,2022-05-16,2024-10-30,CUS-0004414,PRD-00073
SUB-0007488,paused,2024-07-20,2024-09-21,CUS-0003783,PRD-00162
SUB-0007489,active,2021-01-22,2024-10-05,CUS-0004219,PRD-00160
SUB-0007490,active,2021-06-03,2025-03-22,CUS-0002232,PRD-00134
SUB-0007491,active,2020-11-04,2025-06-03,CUS-0005797,PRD-00098
SUB-0007492,paused,2025-04-27,2027-12-29,CUS-0007788,PRD-00186
SUB-0007493,cancelled,2020-12-20,2025-09-27,CUS-0003485,PRD-00162
SUB-0007494,active,2025-03-19,2027-12-21,CUS-0000423,PRD-00031
SUB-0007495,active,2024-06-06,2025-09-15,CUS-0005139,PRD-00106
SUB-0007496,cancelled,2021-02-24,2024-04-01,CUS-0003627,PRD-00176
SUB-0007497,cancelled,2023-06-27,2027-07-06,CUS-0008803,PRD-00125
SUB-0007498,active,2021-09-25,2024-09-17,CUS-0004947,PRD-00177
SUB-0007499,paused,2022-04-01,2027-10-10,CUS-0005974,PRD-00137
SUB-0007500,cancelled,2022-11-16,2026-01-01,CUS-0009673,PRD-00034
SUB-0007501,active,2021-07-10,2027-10-21,CUS-0008335,PRD-00108
SUB-0007502,active,2024-07-04,2024-10-08,CUS-0003264,PRD-00183
SUB-0007503,paused,2020-05-26,2026-03-26,CUS-0000726,PRD-00098
SUB-0007504,active,2023-05-18,2026-08-17,CUS-0003329,PRD-00098
SUB-0007505,paused,2021-04-21,2027-10-06,CUS-0009206,PRD-00040
SUB-0007506,paused,2020-11-28,2026-01-30,CUS-0006525,PRD-00023
SUB-0007507,cancelled,2020-03-19,2026-08-04,CUS-0003241,PRD-00149
SUB-0007508,active,2024-11-08,2025-03-28,CUS-0000432,PRD-00072
SUB-0007509,active,2022-06-01,2027-12-04,CUS-0001724,PRD-00033
SUB-0007510,cancelled,2022-10-06,2025-09-16,CUS-0007321,PRD-00130
SUB-0007511,active,2023-10-29,2026-02-17,CUS-0004157,PRD-00045
SUB-0007512,paused,2021-02-27,2025-04-21,CUS-0003021,PRD-00153
SUB-0007513,cancelled,2024-02-05,2027-07-08,CUS-0007561,PRD-00147
SUB-0007514,active,2021-09-18,2027-10-07,CUS-0008764,PRD-00105
SUB-0007515,active,2024-06-08,2025-10-30,CUS-0007949,PRD-00130
SUB-0007516,active,2025-01-10,2026-06-02,CUS-0002730,PRD-00043
SUB-0007517,active,2023-04-05,2024-09-25,CUS-0003233,PRD-00118
SUB-0007518,active,2024-02-26,2025-04-28,CUS-0008150,PRD-00198
SUB-0007519,active,2023-02-05,2026-07-12,CUS-0003011,PRD-00149
SUB-0007520,active,2025-04-04,2026-03-07,CUS-0001967,PRD-00083
SUB-0007521,paused,2023-05-03,2027-07-06,CUS-0008723,PRD-00102
SUB-0007522,active,2023-09-03,2025-10-10,CUS-0007350,PRD-00030
SUB-0007523,paused,2020-11-24,2025-08-15,CUS-0003495,PRD-00021
SUB-0007524,active,2022-02-07,2027-12-29,CUS-0005217,PRD-00067
SUB-0007525,active,2022-11-06,2027-07-05,CUS-0006847,PRD-00152
SUB-0007526,active,2024-05-17,2026-11-28,CUS-0001534,PRD-00169
SUB-0007527,active,2021-08-14,2025-08-22,CUS-0004051,PRD-00175
SUB-0007528,paused,2020-06-14,2024-02-29,CUS-0007189,PRD-00042
SUB-0007529,active,2022-05-15,2027-07-06,CUS-0007164,PRD-00057
SUB-0007530,cancelled,2025-05-24,2027-08-17,CUS-0006364,PRD-00086
SUB-0007531,paused,2024-11-05,2026-02-17,CUS-0004815,PRD-00182
SUB-0007532,cancelled,2020-03-21,2026-11-28,CUS-0003218,PRD-00157
SUB-0007533,active,2021-12-21,2027-09-10,CUS-0008807,PRD-00166
SUB-0007534,paused,2024-09-10,2025-10-31,CUS-0001925,PRD-00056
SUB-0007535,active,2023-10-28,2024-01-06,CUS-0000958,PRD-00151
SUB-0007536,active,2022-06-02,2026-08-05,CUS-0003637,PRD-00100
SUB-0007537,active,2022-06-13,2026-12-20,CUS-0000130,PRD-00144
SUB-0007538,active,2023-09-29,2025-07-22,CUS-0005702,PRD-00123
SUB-0007539,active,2022-03-18,2024-08-20,CUS-0005188,PRD-00109
SUB-0007540,cancelled,2020-08-27,2027-09-19,CUS-0007988,PRD-00128
SUB-0007541,paused,2025-03-18,2027-04-24,CUS-0008924,PRD-00101
SUB-0007542,cancelled,2022-08-09,2025-11-27,CUS-0007864,PRD-00080
SUB-0007543,active,2022-06-01,2025-05-10,CUS-0006563,PRD-00097
SUB-0007544,active,2020-05-28,2025-10-18,CUS-0005727,PRD-00183
SUB-0007545,active,2021-07-05,2025-09-26,CUS-0003631,PRD-00018
SUB-0007546,cancelled,2020-02-01,2024-04-06,CUS-0007384,PRD-00064
SUB-0007547,active,2020-01-19,2024-09-06,CUS-0006878,PRD-00118
SUB-0007548,paused,2023-03-29,2027-10-08,CUS-0000226,PRD-00099
SUB-0007549,paused,2024-03-23,2025-07-31,CUS-0004147,PRD-00035
SUB-0007550,active,2024-03-02,2027-03-12,CUS-0000274,PRD-00143
SUB-0007551,active,2020-10-20,2025-12-08,CUS-0008985,PRD-00061
SUB-0007552,active,2021-02-24,2024-07-03,CUS-0008983,PRD-00038
SUB-0007553,active,2020-06-29,2024-07-21,CUS-0000135,PRD-00010
SUB-0007554,active,2021-04-09,2025-03-17,CUS-0004055,PRD-00114
SUB-0007555,active,2023-04-07,2027-12-17,CUS-0007048,PRD-00028
SUB-0007556,active,2022-05-28,2027-06-22,CUS-0009043,PRD-00065
SUB-0007557,active,2023-02-12,2025-02-26,CUS-0009739,PRD-00155
SUB-0007558,cancelled,2024-02-09,2024-04-13,CUS-0001121,PRD-00032
SUB-0007559,active,2020-01-06,2025-12-16,CUS-0007252,PRD-00006
SUB-0007560,cancelled,2023-05-21,2027-11-11,CUS-0009321,PRD-00157
SUB-0007561,active,2023-09-16,2026-01-13,CUS-0003904,PRD-00162
SUB-0007562,active,2022-03-05,2024-04-13,CUS-0006450,PRD-00103
SUB-0007563,cancelled,2022-06-20,2026-11-15,CUS-0000568,PRD-00113
SUB-0007564,cancelled,2020-05-04,2025-03-13,CUS-0000052,PRD-00098
SUB-0007565,active,2024-06-08,2025-01-07,CUS-0006864,PRD-00103
SUB-0007566,active,2020-09-15,2024-03-17,CUS-0004274,PRD-00092
SUB-0007567,active,2025-02-28,2027-01-29,CUS-0002350,PRD-00012
SUB-0007568,cancelled,2024-10-12,2024-12-09,CUS-0001523,PRD-00037
SUB-0007569,paused,2020-03-01,2025-05-03,CUS-0003432,PRD-00042
SUB-0007570,active,2024-07-20,2026-05-26,CUS-0006946,PRD-00030
SUB-0007571,active,2025-04-20,2025-06-28,CUS-0001754,PRD-00106
SUB-0007572,cancelled,2024-12-30,2027-09-16,CUS-0001883,PRD-00054
SUB-0007573,active,2021-08-14,2026-03-19,CUS-0008332,PRD-00102
SUB-0007574,paused,2022-12-24,2027-07-24,CUS-0001740,PRD-00069
SUB-0007575,active,2020-02-03,2024-07-24,CUS-0001559,PRD-00115
SUB-0007576,active,2020-02-29,2025-04-01,CUS-0009039,PRD-00109
SUB-0007577,active,2025-03-11,2026-08-04,CUS-0009917,PRD-00182
SUB-0007578,cancelled,2021-06-11,2025-07-27,CUS-0006632,PRD-00124
SUB-0007579,cancelled,2023-01-05,2027-11-24,CUS-0002280,PRD-00096
SUB-0007580,active,2025-05-22,2027-03-08,CUS-0002236,PRD-00185
SUB-0007581,active,2020-12-06,2024-05-02,CUS-0007490,PRD-00090
SUB-0007582,active,2020-05-15,2024-10-20,CUS-0000941,PRD-00077
SUB-0007583,active,2023-03-20,2024-09-04,CUS-0000339,PRD-00147
SUB-0007584,active,2021-03-23,2026-10-06,CUS-0006251,PRD-00125
SUB-0007585,active,2020-03-22,2027-03-19,CUS-0005971,PRD-00011
SUB-0007586,active,2021-10-04,2026-09-29,CUS-0004411,PRD-00007
SUB-0007587,active,2021-10-22,2026-12-30,CUS-0006998,PRD-00102
SUB-0007588,active,2020-01-22,2027-07-04,CUS-0001656,PRD-00010
SUB-0007589,active,2020-02-04,2027-06-09,CUS-0008569,PRD-00020
SUB-0007590,active,2024-11-28,2027-06-29,CUS-0000223,PRD-00112
SUB-0007591,active,2022-04-19,2026-02-07,CUS-0000447,PRD-00173
SUB-0007592,cancelled,2024-04-24,2027-12-16,CUS-0003319,PRD-00117
SUB-0007593,paused,2025-06-29,2026-12-08,CUS-0002868,PRD-00177
