invoice_item_id,quantity,unit_price,line_total,invoice_id,product_id
INI-000057425,3,16.28,48.84,INV-00003434,PRD-00010
INI-000057426,9,9.56,86.04,INV-00027335,PRD-00036
INI-000057427,1,85.53,85.53,INV-00044079,PRD-00033
INI-000057428,8,40.91,327.28,INV-00044052,PRD-00021
INI-000057429,2,111.77,223.54,INV-00014725,PRD-00148
INI-000057430,3,50.32,150.96,INV-00031980,PRD-00025
INI-000057431,2,44.5,89.0,INV-00042948,PRD-00032
INI-000057432,5,52.46,262.3,INV-00048660,PRD-00060
INI-000057433,4,136.22,544.88,INV-00004057,PRD-00036
INI-000057434,7,25.43,178.01,INV-00041609,PRD-00122
INI-000057435,8,10.1,80.8,INV-00040391,PRD-00172
INI-000057436,6,37.59,225.54000000000002,INV-00045653,PRD-00038
INI-000057437,9,16.38,147.42,INV-00035661,PRD-00110
INI-000057438,4,58.97,235.88,INV-00021342,PRD-00057
INI-000057439,6,134.17,805.02,INV-00001051,PRD-00180
INI-000057440,1,41.73,41.73,INV-00034918,PRD-00025
INI-000057441,8,51.91,415.28,INV-00007119,PRD-00005
INI-000057442,2,53.56,107.12,INV-00047395,PRD-00170
INI-000057443,1,144.42,144.42,INV-00014399,PRD-00102
INI-000057444,5,24.72,123.6,INV-00042529,PRD-00069
INI-000057445,8,27.23,217.84,INV-00035422,PRD-00123
INI-000057446,4,10.37,41.48,INV-00036478,PRD-00135
INI-000057447,2,14.32,28.64,INV-00018392,PRD-00152
INI-000057448,1,55.79,55.79,INV-00036597,PRD-00150
INI-000057449,3,35.49,106.47,INV-00016504,PRD-00136
INI-000057450,3,18.4,55.199999999999996,INV-00034615,PRD-00162
INI-000057451,7,44.09,308.63,INV-00026464,PRD-00089
INI-000057452,9,31.3,281.7,INV-00043516,PRD-00168
INI-000057453,5,56.97,284.85,INV-00042017,PRD-00026
INI-000057454,9,15.61,140.49,INV-00028549,PRD-00052
INI-000057455,3,41.88,125.64000000000001,INV-00025748,PRD-00006
INI-000057456,1,43.82,43.82,INV-00004951,PRD-00058
INI-000057457,1,51.5,51.5,INV-00005905,PRD-00079
INI-000057458,8,47.92,383.36,INV-00039674,PRD-00150
INI-000057459,7,21.74,152.17999999999998,INV-00035114,PRD-00001
INI-000057460,8,21.46,171.68,INV-00049080,PRD-00016
INI-000057461,7,17.18,120.25999999999999,INV-00004822,PRD-00174
INI-000057462,5,26.14,130.7,INV-00019842,PRD-00140
INI-000057463,3,31.11,93.33,INV-00045679,PRD-00106
INI-000057464,8,31.79,254.32,INV-00028564,PRD-00089
INI-000057465,2,130.25,260.5,INV-00021025,PRD-00168
INI-000057466,3,44.8,134.39999999999998,INV-00006290,PRD-00036
INI-000057467,6,24.5,147.0,INV-00047648,PRD-00137
INI-000057468,2,18.34,36.68,INV-00017958,PRD-00012
INI-000057469,9,153.29,1379.61,INV-00034084,PRD-00009
INI-000057470,7,27.04,189.28,INV-00021555,PRD-00109
INI-000057471,4,15.87,63.48,INV-00040761,PRD-00053
INI-000057472,8,60.63,485.04,INV-00024852,PRD-00179
INI-000057473,9,88.97,800.73,INV-00045878,PRD-00020
INI-000057474,2,26.65,53.3,INV-00032303,PRD-00188
INI-000057475,2,25.58,51.16,INV-00029718,PRD-00022
INI-000057476,1,18.29,18.29,INV-00013195,PRD-00005
INI-000057477,8,53.09,424.72,INV-00033827,PRD-00162
INI-000057478,9,20.55,184.95000000000002,INV-00004116,PRD-00177
INI-000057479,2,12.3,24.6,INV-00034177,PRD-00109
INI-000057480,6,25.62,153.72,INV-00020835,PRD-00135
INI-000057481,4,42.84,171.36,INV-00040089,PRD-00015
INI-000057482,5,11.7,58.5,INV-00025295,PRD-00147
INI-000057483,10,49.57,495.7,INV-00000573,PRD-00091
INI-000057484,3,39.34,118.02000000000001,INV-00032406,PRD-00041
INI-000057485,10,17.65,176.5,INV-00030846,PRD-00042
INI-000057486,8,14.99,119.92,INV-00017411,PRD-00033
INI-000057487,10,49.12,491.2,INV-00017383,PRD-00139
INI-000057488,3,49.55,148.64999999999998,INV-00038049,PRD-00120
INI-000057489,8,85.33,682.64,INV-00033612,PRD-00058
INI-000057490,10,29.82,298.2,INV-00001428,PRD-00200
INI-000057491,2,27.78,55.56,INV-00048649,PRD-00174
INI-000057492,7,62.61,438.27,INV-00005899,PRD-00108
INI-000057493,4,14.36,57.44,INV-00029919,PRD-00085
INI-000057494,5,68.89,344.45,INV-00006935,PRD-00165
INI-000057495,10,21.82,218.2,INV-00034581,PRD-00097
INI-000057496,5,129.6,648.0,INV-00020751,PRD-00121
INI-000057497,10,43.58,435.79999999999995,INV-00037959,PRD-00162
INI-000057498,1,19.4,19.4,INV-00001486,PRD-00102
INI-000057499,5,20.42,102.10000000000001,INV-00036083,PRD-00108
INI-000057500,5,55.91,279.54999999999995,INV-00016594,PRD-00195
INI-000057501,4,35.03,140.12,INV-00014163,PRD-00175
INI-000057502,1,75.87,75.87,INV-00007610,PRD-00149
INI-000057503,4,35.29,141.16,INV-00046228,PRD-00156
INI-000057504,6,22.09,132.54,INV-00023512,PRD-00132
INI-000057505,4,19.3,77.2,INV-00038404,PRD-00186
INI-000057506,5,17.05,85.25,INV-00028960,PRD-00138
INI-000057507,3,10.17,30.509999999999998,INV-00005382,PRD-00175
INI-000057508,9,92.71,834.39,INV-00009993,PRD-00107
INI-000057509,5,158.51,792.55,INV-00034767,PRD-00182
INI-000057510,7,46.81,327.67,INV-00048789,PRD-00015
INI-000057511,4,32.18,128.72,INV-00041496,PRD-00181
INI-000057512,1,33.48,33.48,INV-00022005,PRD-00153
INI-000057513,1,32.44,32.44,INV-00019869,PRD-00116
INI-000057514,4,43.34,173.36,INV-00048448,PRD-00176
INI-000057515,9,28.47,256.23,INV-00005519,PRD-00080
INI-000057516,7,95.3,667.1,INV-00047530,PRD-00174
INI-000057517,8,33.45,267.6,INV-00005455,PRD-00024
INI-000057518,10,122.69,1226.9,INV-00016834,PRD-00165
INI-000057519,4,47.23,188.92,INV-00012797,PRD-00187
INI-000057520,7,12.9,90.3,INV-00030559,PRD-00049
INI-000057521,1,75.04,75.04,INV-00021060,PRD-00199
INI-000057522,1,46.46,46.46,INV-00003738,PRD-00101
INI-000057523,4,8.6,34.4,INV-00046621,PRD-00140
INI-000057524,5,36.4,182.0,INV-00026547,PRD-00194
INI-000057525,8,60.19,481.52,INV-00007902,PRD-00045
INI-000057526,4,39.96,159.84,INV-00043070,PRD-00140
INI-000057527,9,14.45,130.04999999999998,INV-00013055,PRD-00015
INI-000057528,1,93.18,93.18,INV-00001671,PRD-00060
INI-000057529,1,54.53,54.53,INV-00035003,PRD-00039
INI-000057530,6,52.85,317.1,INV-00041592,PRD-00169
INI-000057531,7,101.87,713.09,INV-00013352,PRD-00143
INI-000057532,7,46.06,322.42,INV-00000290,PRD-00035
INI-000057533,1,8.26,8.26,INV-00006081,PRD-00045
INI-000057534,9,40.55,364.95,INV-00011847,PRD-00142
INI-000057535,7,84.25,589.75,INV-00032555,PRD-00079
INI-000057536,2,30.19,60.38,INV-00037143,PRD-00085
INI-000057537,1,13.71,13.71,INV-00005469,PRD-00163
INI-000057538,1,28.94,28.94,INV-00005980,PRD-00146
INI-000057539,1,41.39,41.39,INV-00015442,PRD-00039
INI-000057540,6,28.86,173.16,INV-00007054,PRD-00111
INI-000057541,5,28.67,143.35000000000002,INV-00034425,PRD-00035
INI-000057542,7,30.45,213.15,INV-00044551,PRD-00056
INI-000057543,3,74.37,223.11,INV-00040551,PRD-00125
INI-000057544,6,42.07,252.42000000000002,INV-00004681,PRD-00031
INI-000057545,5,67.14,335.7,INV-00002940,PRD-00058
INI-000057546,8,17.32,138.56,INV-00023621,PRD-00166
INI-000057547,6,32.45,194.70000000000002,INV-00039686,PRD-00130
INI-000057548,1,22.37,22.37,INV-00031837,PRD-00193
INI-000057549,4,38.28,153.12,INV-00049835,PRD-00129
INI-000057550,6,38.31,229.86,INV-00007556,PRD-00033
INI-000057551,9,17.04,153.35999999999999,INV-00018943,PRD-00174
INI-000057552,7,25.17,176.19,INV-00040846,PRD-00102
INI-000057553,10,14.91,149.1,INV-00001977,PRD-00148
INI-000057554,2,24.74,49.48,INV-00012616,PRD-00044
INI-000057555,2,115.07,230.14,INV-00031634,PRD-00153
INI-000057556,4,22.59,90.36,INV-00003592,PRD-00112
INI-000057557,2,98.15,196.3,INV-00034420,PRD-00119
INI-000057558,1,7.55,7.55,INV-00037220,PRD-00174
INI-000057559,7,56.81,397.67,INV-00041479,PRD-00189
INI-000057560,8,21.53,172.24,INV-00034471,PRD-00196
INI-000057561,4,59.5,238.0,INV-00041540,PRD-00194
INI-000057562,1,71.17,71.17,INV-00027267,PRD-00016
INI-000057563,7,98.22,687.54,INV-00035944,PRD-00028
INI-000057564,6,50.73,304.38,INV-00027789,PRD-00190
INI-000057565,1,16.53,16.53,INV-00035316,PRD-00112
INI-000057566,4,28.49,113.96,INV-00028621,PRD-00183
INI-000057567,9,11.07,99.63,INV-00042786,PRD-00072
INI-000057568,1,42.16,42.16,INV-00048786,PRD-00082
INI-000057569,5,134.92,674.5999999999999,INV-00007267,PRD-00026
INI-000057570,10,33.35,333.5,INV-00006506,PRD-00197
INI-000057571,2,58.34,116.68,INV-00004618,PRD-00167
INI-000057572,5,43.71,218.55,INV-00035339,PRD-00138
INI-000057573,10,15.34,153.4,INV-00034719,PRD-00022
INI-000057574,1,17.48,17.48,INV-00049680,PRD-00191
INI-000057575,5,23.0,115.0,INV-00026692,PRD-00027
INI-000057576,7,9.29,65.03,INV-00049772,PRD-00105
INI-000057577,9,24.47,220.23,INV-00009312,PRD-00017
INI-000057578,10,142.82,1428.1999999999998,INV-00006904,PRD-00102
INI-000057579,3,51.78,155.34,INV-00027226,PRD-00151
INI-000057580,2,20.31,40.62,INV-00027515,PRD-00116
INI-000057581,10,48.17,481.70000000000005,INV-00037823,PRD-00138
INI-000057582,8,32.25,258.0,INV-00039316,PRD-00019
INI-000057583,4,29.7,118.8,INV-00044351,PRD-00150
INI-000057584,10,30.55,305.5,INV-00048801,PRD-00058
INI-000057585,1,60.03,60.03,INV-00009784,PRD-00191
INI-000057586,8,29.11,232.88,INV-00010794,PRD-00061
INI-000057587,7,19.68,137.76,INV-00022427,PRD-00083
INI-000057588,4,22.08,88.32,INV-00044236,PRD-00052
INI-000057589,4,126.45,505.8,INV-00004730,PRD-00057
INI-000057590,4,44.74,178.96,INV-00027085,PRD-00064
INI-000057591,2,100.34,200.68,INV-00012039,PRD-00075
INI-000057592,5,36.87,184.35,INV-00015465,PRD-00157
INI-000057593,9,24.75,222.75,INV-00015317,PRD-00174
INI-000057594,7,97.2,680.4,INV-00047642,PRD-00033
INI-000057595,2,69.28,138.56,INV-00007035,PRD-00079
INI-000057596,7,19.43,136.01,INV-00001858,PRD-00061
INI-000057597,8,15.13,121.04,INV-00019093,PRD-00041
INI-000057598,10,39.2,392.0,INV-00034882,PRD-00199
INI-000057599,6,14.37,86.22,INV-00044839,PRD-00032
INI-000057600,2,19.22,38.44,INV-00047417,PRD-00079
INI-000057601,7,33.8,236.59999999999997,INV-00041794,PRD-00158
INI-000057602,5,42.16,210.79999999999998,INV-00048981,PRD-00167
INI-000057603,1,35.59,35.59,INV-00037321,PRD-00122
INI-000057604,7,9.39,65.73,INV-00031952,PRD-00168
INI-000057605,8,36.38,291.04,INV-00009957,PRD-00189
INI-000057606,5,18.41,92.05,INV-00021716,PRD-00148
INI-000057607,9,30.94,278.46000000000004,INV-00023927,PRD-00083
INI-000057608,7,17.05,119.35000000000001,INV-00012065,PRD-00044
INI-000057609,2,23.28,46.56,INV-00032485,PRD-00180
INI-000057610,8,49.39,395.12,INV-00044764,PRD-00194
INI-000057611,6,28.71,172.26,INV-00038007,PRD-00105
INI-000057612,4,6.75,27.0,INV-00049077,PRD-00164
INI-000057613,6,12.26,73.56,INV-00037317,PRD-00053
INI-000057614,9,45.81,412.29,INV-00043011,PRD-00073
INI-000057615,4,53.14,212.56,INV-00032054,PRD-00057
INI-000057616,10,20.65,206.5,INV-00010196,PRD-00172
INI-000057617,8,98.45,787.6,INV-00031371,PRD-00069
INI-000057618,4,21.66,86.64,INV-00007682,PRD-00015
INI-000057619,6,11.84,71.03999999999999,INV-00049475,PRD-00046
INI-000057620,1,11.14,11.14,INV-00002105,PRD-00035
INI-000057621,1,34.11,34.11,INV-00043457,PRD-00104
INI-000057622,7,127.73,894.11,INV-00021934,PRD-00145
INI-000057623,2,18.03,36.06,INV-00019398,PRD-00177
INI-000057624,3,84.62,253.86,INV-00033457,PRD-00012
INI-000057625,4,32.0,128.0,INV-00042802,PRD-00177
INI-000057626,1,25.87,25.87,INV-00013007,PRD-00147
INI-000057627,3,21.15,63.449999999999996,INV-00026820,PRD-00008
INI-000057628,5,11.72,58.6,INV-00022231,PRD-00187
INI-000057629,4,122.95,491.8,INV-00042023,PRD-00194
INI-000057630,8,42.55,340.4,INV-00019262,PRD-00158
INI-000057631,5,28.77,143.85,INV-00049264,PRD-00144
INI-000057632,6,41.52,249.12,INV-00023498,PRD-00190
INI-000057633,4,86.85,347.4,INV-00021593,PRD-00092
INI-000057634,7,65.01,455.07000000000005,INV-00005657,PRD-00036
INI-000057635,7,299.46,2096.22,INV-00010861,PRD-00110
INI-000057636,7,11.24,78.68,INV-00041131,PRD-00182
INI-000057637,1,39.68,39.68,INV-00025727,PRD-00065
INI-000057638,6,22.12,132.72,INV-00042836,PRD-00183
INI-000057639,7,52.35,366.45,INV-00043175,PRD-00129
INI-000057640,5,8.06,40.300000000000004,INV-00032674,PRD-00046
INI-000057641,7,27.69,193.83,INV-00022642,PRD-00170
INI-000057642,2,16.14,32.28,INV-00034755,PRD-00186
INI-000057643,10,14.15,141.5,INV-00016949,PRD-00017
INI-000057644,5,33.83,169.14999999999998,INV-00017602,PRD-00058
INI-000057645,8,35.7,285.6,INV-00046885,PRD-00056
INI-000057646,5,26.24,131.2,INV-00016649,PRD-00019
INI-000057647,1,65.33,65.33,INV-00041170,PRD-00133
INI-000057648,2,21.97,43.94,INV-00045781,PRD-00035
INI-000057649,5,61.1,305.5,INV-00008000,PRD-00143
INI-000057650,10,8.91,89.1,INV-00011954,PRD-00177
INI-000057651,3,15.41,46.230000000000004,INV-00022977,PRD-00178
INI-000057652,2,35.96,71.92,INV-00033866,PRD-00122
INI-000057653,3,8.36,25.08,INV-00001156,PRD-00064
INI-000057654,4,65.1,260.4,INV-00016725,PRD-00102
INI-000057655,7,28.52,199.64,INV-00009883,PRD-00080
INI-000057656,10,31.56,315.59999999999997,INV-00009755,PRD-00072
INI-000057657,7,343.73,2406.11,INV-00018457,PRD-00144
INI-000057658,5,22.87,114.35000000000001,INV-00018993,PRD-00076
INI-000057659,10,40.45,404.5,INV-00006596,PRD-00002
INI-000057660,8,35.97,287.76,INV-00044617,PRD-00071
INI-000057661,5,18.56,92.8,INV-00043290,PRD-00190
INI-000057662,6,38.93,233.57999999999998,INV-00000276,PRD-00010
INI-000057663,5,43.17,215.85000000000002,INV-00034228,PRD-00015
INI-000057664,2,16.63,33.26,INV-00045945,PRD-00123
INI-000057665,1,19.3,19.3,INV-00021341,PRD-00118
INI-000057666,5,21.43,107.15,INV-00007317,PRD-00168
INI-000057667,3,21.92,65.76,INV-00004629,PRD-00128
INI-000057668,7,17.65,123.54999999999998,INV-00009448,PRD-00119
INI-000057669,1,47.89,47.89,INV-00033769,PRD-00072
INI-000057670,3,79.37,238.11,INV-00031813,PRD-00193
INI-000057671,4,19.45,77.8,INV-00033504,PRD-00097
INI-000057672,5,21.38,106.89999999999999,INV-00034035,PRD-00144
INI-000057673,5,13.3,66.5,INV-00030545,PRD-00121
INI-000057674,4,33.97,135.88,INV-00024987,PRD-00164
INI-000057675,1,79.24,79.24,INV-00004389,PRD-00160
INI-000057676,3,16.32,48.96,INV-00039754,PRD-00134
INI-000057677,6,45.66,273.96,INV-00021278,PRD-00097
INI-000057678,6,22.99,137.94,INV-00025441,PRD-00117
INI-000057679,1,81.87,81.87,INV-00015328,PRD-00149
INI-000057680,9,93.7,843.3000000000001,INV-00040147,PRD-00053
INI-000057681,2,59.23,118.46,INV-00018177,PRD-00047
INI-000057682,5,27.9,139.5,INV-00005837,PRD-00182
INI-000057683,9,6.6,59.4,INV-00046574,PRD-00186
INI-000057684,6,34.17,205.02,INV-00006106,PRD-00090
INI-000057685,1,84.12,84.12,INV-00011033,PRD-00126
INI-000057686,1,48.81,48.81,INV-00002684,PRD-00103
INI-000057687,5,77.1,385.5,INV-00047026,PRD-00200
INI-000057688,6,36.95,221.70000000000002,INV-00010442,PRD-00195
INI-000057689,1,5.08,5.08,INV-00036297,PRD-00182
INI-000057690,2,47.03,94.06,INV-00017397,PRD-00122
INI-000057691,7,21.42,149.94,INV-00017903,PRD-00056
INI-000057692,6,43.74,262.44,INV-00014030,PRD-00189
INI-000057693,2,51.52,103.04,INV-00000987,PRD-00150
INI-000057694,5,17.35,86.75,INV-00014197,PRD-00076
INI-000057695,2,38.33,76.66,INV-00019048,PRD-00136
INI-000057696,5,59.78,298.9,INV-00012103,PRD-00011
INI-000057697,5,49.68,248.4,INV-00013794,PRD-00142
INI-000057698,3,25.95,77.85,INV-00042318,PRD-00010
INI-000057699,3,41.4,124.19999999999999,INV-00038775,PRD-00063
INI-000057700,6,39.46,236.76,INV-00044533,PRD-00115
INI-000057701,8,23.13,185.04,INV-00039017,PRD-00113
INI-000057702,4,18.79,75.16,INV-00045701,PRD-00056
INI-000057703,1,33.31,33.31,INV-00045590,PRD-00010
INI-000057704,9,35.57,320.13,INV-00042163,PRD-00001
INI-000057705,3,19.08,57.239999999999995,INV-00032237,PRD-00108
INI-000057706,10,12.82,128.2,INV-00047864,PRD-00039
INI-000057707,2,33.55,67.1,INV-00019813,PRD-00195
INI-000057708,10,12.85,128.5,INV-00025210,PRD-00196
INI-000057709,5,15.8,79.0,INV-00047138,PRD-00178
INI-000057710,1,15.14,15.14,INV-00016441,PRD-00040
INI-000057711,3,28.72,86.16,INV-00007987,PRD-00100
INI-000057712,7,89.88,629.16,INV-00047985,PRD-00095
INI-000057713,10,20.37,203.70000000000002,INV-00016161,PRD-00035
INI-000057714,4,20.9,83.6,INV-00011961,PRD-00042
INI-000057715,10,71.19,711.9,INV-00011763,PRD-00117
INI-000057716,4,57.29,229.16,INV-00005981,PRD-00081
INI-000057717,2,66.52,133.04,INV-00009677,PRD-00143
INI-000057718,1,73.79,73.79,INV-00001725,PRD-00019
INI-000057719,7,25.62,179.34,INV-00030203,PRD-00031
INI-000057720,7,26.92,188.44,INV-00049887,PRD-00117
INI-000057721,7,66.5,465.5,INV-00036288,PRD-00105
INI-000057722,10,53.06,530.6,INV-00007226,PRD-00093
INI-000057723,3,108.74,326.21999999999997,INV-00044074,PRD-00090
INI-000057724,10,159.07,1590.6999999999998,INV-00041203,PRD-00080
INI-000057725,3,41.8,125.39999999999999,INV-00011940,PRD-00055
INI-000057726,6,12.81,76.86,INV-00025185,PRD-00090
INI-000057727,1,35.21,35.21,INV-00040192,PRD-00008
INI-000057728,2,16.58,33.16,INV-00045772,PRD-00064
INI-000057729,8,31.04,248.32,INV-00043822,PRD-00098
INI-000057730,1,108.12,108.12,INV-00027079,PRD-00115
INI-000057731,3,47.93,143.79,INV-00035974,PRD-00019
INI-000057732,7,73.56,514.9200000000001,INV-00027407,PRD-00149
INI-000057733,9,101.71,915.39,INV-00012420,PRD-00013
INI-000057734,9,50.34,453.06000000000006,INV-00032798,PRD-00198
INI-000057735,10,50.15,501.5,INV-00009096,PRD-00004
INI-000057736,9,129.58,1166.22,INV-00037423,PRD-00143
INI-000057737,1,24.84,24.84,INV-00002328,PRD-00100
INI-000057738,1,47.9,47.9,INV-00039575,PRD-00110
INI-000057739,7,79.9,559.3000000000001,INV-00039909,PRD-00107
INI-000057740,2,51.28,102.56,INV-00040181,PRD-00172
INI-000057741,2,38.15,76.3,INV-00043022,PRD-00026
INI-000057742,2,120.94,241.88,INV-00007106,PRD-00196
INI-000057743,2,11.68,23.36,INV-00021368,PRD-00089
INI-000057744,3,21.73,65.19,INV-00025628,PRD-00031
INI-000057745,1,20.17,20.17,INV-00033454,PRD-00128
INI-000057746,1,49.57,49.57,INV-00009664,PRD-00162
INI-000057747,9,124.55,1120.95,INV-00029889,PRD-00146
INI-000057748,2,46.98,93.96,INV-00039449,PRD-00194
INI-000057749,8,35.76,286.08,INV-00019796,PRD-00177
INI-000057750,7,32.85,229.95000000000002,INV-00025228,PRD-00175
INI-000057751,3,44.35,133.05,INV-00034338,PRD-00078
INI-000057752,7,15.75,110.25,INV-00009654,PRD-00180
INI-000057753,3,89.44,268.32,INV-00046100,PRD-00080
INI-000057754,2,19.69,39.38,INV-00013827,PRD-00190
INI-000057755,4,26.42,105.68,INV-00018472,PRD-00070
INI-000057756,9,27.76,249.84,INV-00006218,PRD-00069
INI-000057757,6,18.45,110.69999999999999,INV-00028219,PRD-00154
INI-000057758,9,11.14,100.26,INV-00024320,PRD-00171
INI-000057759,9,26.32,236.88,INV-00002354,PRD-00082
INI-000057760,5,19.63,98.14999999999999,INV-00005426,PRD-00196
INI-000057761,1,73.16,73.16,INV-00043194,PRD-00075
INI-000057762,8,53.12,424.96,INV-00032488,PRD-00176
INI-000057763,5,36.7,183.5,INV-00013250,PRD-00092
INI-000057764,9,45.95,413.55,INV-00039507,PRD-00097
INI-000057765,7,32.72,229.04,INV-00036099,PRD-00108
INI-000057766,6,16.33,97.97999999999999,INV-00015690,PRD-00158
INI-000057767,9,16.19,145.71,INV-00002391,PRD-00040
INI-000057768,10,21.11,211.1,INV-00020188,PRD-00129
INI-000057769,3,26.52,79.56,INV-00009595,PRD-00082
INI-000057770,1,10.28,10.28,INV-00044968,PRD-00106
INI-000057771,8,37.9,303.2,INV-00029388,PRD-00066
INI-000057772,7,85.78,600.46,INV-00006757,PRD-00162
INI-000057773,7,4.97,34.79,INV-00025203,PRD-00177
INI-000057774,4,11.01,44.04,INV-00039247,PRD-00179
INI-000057775,9,44.2,397.8,INV-00008158,PRD-00045
INI-000057776,3,40.91,122.72999999999999,INV-00040911,PRD-00055
INI-000057777,6,15.62,93.72,INV-00015981,PRD-00073
INI-000057778,2,18.9,37.8,INV-00017896,PRD-00195
INI-000057779,2,80.63,161.26,INV-00037743,PRD-00017
INI-000057780,2,60.98,121.96,INV-00030899,PRD-00090
INI-000057781,4,57.55,230.2,INV-00045312,PRD-00002
INI-000057782,7,43.04,301.28,INV-00032929,PRD-00076
INI-000057783,4,28.6,114.4,INV-00009546,PRD-00148
INI-000057784,3,44.57,133.71,INV-00034949,PRD-00158
INI-000057785,4,16.29,65.16,INV-00015704,PRD-00053
INI-000057786,10,40.61,406.1,INV-00014446,PRD-00078
INI-000057787,1,20.3,20.3,INV-00030411,PRD-00024
INI-000057788,6,22.53,135.18,INV-00044468,PRD-00161
INI-000057789,10,31.6,316.0,INV-00045303,PRD-00007
INI-000057790,7,28.61,200.26999999999998,INV-00004997,PRD-00182
INI-000057791,3,40.07,120.21000000000001,INV-00005343,PRD-00178
INI-000057792,3,8.93,26.79,INV-00030560,PRD-00017
INI-000057793,3,21.47,64.41,INV-00025904,PRD-00038
INI-000057794,6,63.59,381.54,INV-00038041,PRD-00039
INI-000057795,9,42.11,378.99,INV-00006571,PRD-00190
INI-000057796,5,8.89,44.45,INV-00004453,PRD-00148
INI-000057797,7,53.55,374.84999999999997,INV-00003696,PRD-00167
INI-000057798,7,60.25,421.75,INV-00031450,PRD-00066
INI-000057799,8,19.31,154.48,INV-00034131,PRD-00006
INI-000057800,9,30.53,274.77,INV-00041424,PRD-00191
INI-000057801,3,59.89,179.67000000000002,INV-00019281,PRD-00097
INI-000057802,7,34.86,244.01999999999998,INV-00009592,PRD-00026
INI-000057803,3,65.71,197.13,INV-00016815,PRD-00004
INI-000057804,3,40.57,121.71000000000001,INV-00002847,PRD-00179
INI-000057805,8,57.52,460.16,INV-00000359,PRD-00199
INI-000057806,4,86.14,344.56,INV-00035524,PRD-00048
INI-000057807,8,31.99,255.92,INV-00040454,PRD-00135
INI-000057808,3,86.79,260.37,INV-00039989,PRD-00162
INI-000057809,1,27.9,27.9,INV-00038753,PRD-00013
INI-000057810,4,39.64,158.56,INV-00011190,PRD-00133
INI-000057811,3,31.53,94.59,INV-00011042,PRD-00125
INI-000057812,3,11.96,35.88,INV-00001294,PRD-00184
INI-000057813,8,70.23,561.84,INV-00037303,PRD-00116
INI-000057814,3,16.33,48.989999999999995,INV-00013311,PRD-00096
INI-000057815,4,34.63,138.52,INV-00005586,PRD-00005
INI-000057816,6,148.4,890.4000000000001,INV-00042185,PRD-00196
INI-000057817,7,52.67,368.69,INV-00025206,PRD-00131
INI-000057818,1,37.77,37.77,INV-00009180,PRD-00189
INI-000057819,2,51.42,102.84,INV-00031602,PRD-00116
INI-000057820,4,58.66,234.64,INV-00003136,PRD-00192
INI-000057821,9,40.37,363.33,INV-00045657,PRD-00156
INI-000057822,9,29.56,266.03999999999996,INV-00034151,PRD-00195
INI-000057823,8,9.94,79.52,INV-00028909,PRD-00161
INI-000057824,5,50.3,251.5,INV-00045141,PRD-00126
INI-000057825,1,78.27,78.27,INV-00001429,PRD-00194
INI-000057826,8,19.7,157.6,INV-00017126,PRD-00022
INI-000057827,7,45.15,316.05,INV-00040299,PRD-00155
INI-000057828,7,45.52,318.64000000000004,INV-00032741,PRD-00193
INI-000057829,10,83.01,830.1,INV-00013991,PRD-00120
INI-000057830,5,38.08,190.39999999999998,INV-00020803,PRD-00084
INI-000057831,10,56.22,562.2,INV-00040943,PRD-00136
INI-000057832,3,70.45,211.35000000000002,INV-00035670,PRD-00194
INI-000057833,4,21.22,84.88,INV-00005293,PRD-00111
INI-000057834,2,59.42,118.84,INV-00002823,PRD-00034
INI-000057835,3,29.29,87.87,INV-00031641,PRD-00163
INI-000057836,2,28.27,56.54,INV-00015276,PRD-00049
INI-000057837,5,9.16,45.8,INV-00038256,PRD-00191
INI-000057838,7,18.31,128.17,INV-00043152,PRD-00028
INI-000057839,7,118.13,826.91,INV-00004405,PRD-00083
INI-000057840,1,63.45,63.45,INV-00023718,PRD-00160
INI-000057841,6,10.79,64.74,INV-00024056,PRD-00141
INI-000057842,7,38.46,269.22,INV-00034935,PRD-00091
INI-000057843,4,52.93,211.72,INV-00029481,PRD-00175
INI-000057844,9,14.02,126.17999999999999,INV-00018882,PRD-00123
INI-000057845,9,36.85,331.65000000000003,INV-00016983,PRD-00143
INI-000057846,6,20.96,125.76,INV-00004399,PRD-00112
INI-000057847,6,14.2,85.19999999999999,INV-00020306,PRD-00058
INI-000057848,7,27.86,195.01999999999998,INV-00044961,PRD-00027
INI-000057849,6,11.45,68.69999999999999,INV-00016685,PRD-00066
INI-000057850,1,19.88,19.88,INV-00031618,PRD-00045
INI-000057851,5,25.61,128.05,INV-00035401,PRD-00107
INI-000057852,4,33.46,133.84,INV-00030862,PRD-00127
INI-000057853,7,18.76,131.32000000000002,INV-00033068,PRD-00045
INI-000057854,3,58.65,175.95,INV-00004712,PRD-00007
INI-000057855,4,100.64,402.56,INV-00036110,PRD-00112
INI-000057856,9,9.66,86.94,INV-00013222,PRD-00013
INI-000057857,4,29.46,117.84,INV-00002792,PRD-00122
INI-000057858,10,127.28,1272.8,INV-00011372,PRD-00061
INI-000057859,3,88.38,265.14,INV-00038940,PRD-00123
INI-000057860,6,9.45,56.699999999999996,INV-00012297,PRD-00084
INI-000057861,5,21.72,108.6,INV-00028726,PRD-00134
INI-000057862,10,26.39,263.9,INV-00011638,PRD-00073
INI-000057863,9,22.16,199.44,INV-00033186,PRD-00174
INI-000057864,9,27.43,246.87,INV-00014879,PRD-00112
INI-000057865,6,27.21,163.26,INV-00027822,PRD-00005
