account_id,name,industry,country,annual_revenue,employees,created_at
ACC-0002436,Vertex Labs,manufacturing,ES,843220.36,14,2024-05-20 10:05:21
ACC-0002437,Vertex Tech,health,US,79853.49,30,2019-10-10 14:12:57
ACC-0002438,Atacama Foods,education,CL,82017.54,45,2024-05-16 09:18:26
ACC-0002439,Maya Logistics,tech,PE,151465.16,306,2022-08-24 04:38:18
ACC-0002440,Global Bank,services,ES,614030.6,20,2023-07-07 14:59:05
ACC-0002441,Hierro Pharma,finance,BR,293562.54,177,2021-12-22 04:03:35
ACC-0002442,Hierro Pharma,services,PE,786284.02,28,2020-05-15 08:15:23
ACC-0002443,Solar Retail,manufacturing,PE,855410.84,93,2024-01-10 03:03:21
ACC-0002444,Patagonia Pharma,manufacturing,MX,155683.99,1158,2023-08-12 05:56:42
ACC-0002445,Bio Networks,tech,AR,1757977.17,77,2023-04-25 01:30:26
ACC-0002446,Bio Solutions,tech,US,1183594.52,59,2019-12-14 13:58:54
ACC-0002447,Selva Group,retail,CL,376060.78,24,2020-02-01 20:27:25
ACC-0002448,Hierro Industries,energy,CO,1157363.8,234,2022-03-08 11:07:31
ACC-0002449,Global Capital,retail,PE,13467229.81,146,2018-05-14 00:26:46
ACC-0002450,Plata Partners,manufacturing,ES,748946.26,100,2025-11-11 21:35:24
ACC-0002451,Salmon Industries,finance,AR,498986.42,23,2025-10-03 05:26:03
ACC-0002452,Norte Capital,finance,CL,282274.69,264,2021-11-29 08:59:52
ACC-0002453,Vertex Capital,services,CL,1820587.35,139,2023-02-17 21:26:52
ACC-0002454,Cobre SpA,retail,US,1204868.76,112,2019-09-03 06:05:37
ACC-0002455,Cobre Data,energy,PE,4466650.13,198,2023-12-09 07:45:53
ACC-0002456,Andes S.A.,manufacturing,ES,2804199.15,33,2022-03-26 22:54:19
ACC-0002457,Global Tech,tech,AR,140382.44,296,2024-02-14 06:20:46
ACC-0002458,Cobalto Pharma,health,PE,214873.78,79,2024-10-06 18:15:38
ACC-0002459,Atacama Energy,tech,CL,707647.0,34,2022-02-21 00:51:43
ACC-0002460,Nova Data,retail,CL,482228.26,46,2021-11-22 18:59:53
ACC-0002461,Sur Labs,health,BR,839376.29,26,2023-04-12 21:14:43
ACC-0002462,Patagonia Labs,tech,US,248079.31,23,2023-07-17 12:54:00
ACC-0002463,Lumen Industries,manufacturing,MX,791239.94,29,2022-06-16 17:30:38
ACC-0002464,Selva Retail,manufacturing,CL,1325465.57,247,2019-09-13 04:51:26
ACC-0002465,Maya Retail,finance,AR,225939.31,36,2019-04-06 09:27:00
ACC-0002466,Bio Mining,retail,AR,545823.62,12,2020-09-21 04:09:36
ACC-0002467,Hierro Energy,services,CO,238295.38,33,2025-08-09 11:48:23
ACC-0002468,Global S.A.,education,AR,713740.97,94,2021-08-03 03:55:51
ACC-0002469,Aurora Cloud,health,PE,970483.58,22,2022-01-08 03:35:00
ACC-0002470,Lumen Logistics,manufacturing,CO,315030.96,29,2025-12-20 04:54:38
ACC-0002471,Norte Mining,finance,US,143626.75,43,2025-03-20 20:39:32
ACC-0002472,Cordillera Logistics,manufacturing,CL,285759.97,69,2025-04-07 15:38:23
ACC-0002473,Vino Capital,tech,CO,245140.32,13,2025-11-06 23:34:55
ACC-0002474,Azteca Logistics,manufacturing,CL,522032.16,235,2021-04-29 07:51:41
ACC-0002475,Solar Bank,finance,PE,93304.08,17,2023-01-11 22:01:07
ACC-0002476,Vino Cloud,tech,CL,254124.31,296,2024-10-31 21:57:19
ACC-0002477,Cobalto Solutions,retail,AR,125485.22,208,2023-02-15 04:24:38
ACC-0002478,Maipo Capital,services,MX,415074.03,26,2019-11-07 07:41:50
ACC-0002479,Prima Foods,tech,MX,1022229.62,3,2018-10-06 08:17:54
ACC-0002480,Maya SpA,retail,BR,245935.6,3,2022-12-07 20:09:06
ACC-0002481,Cobalto Tech,health,PE,919387.87,643,2018-07-16 21:36:52
ACC-0002482,Plata Partners,education,AR,584114.68,7,2025-09-23 04:05:17
ACC-0002483,Trigo SpA,retail,CL,365235.28,56,2024-10-30 21:25:54
ACC-0002484,Selva Solutions,finance,MX,386839.54,30,2019-01-30 08:49:46
ACC-0002485,Pacific Capital,tech,AR,375569.98,132,2019-10-20 06:55:11
ACC-0002486,Solar Industries,energy,CL,819116.8,156,2022-04-09 17:38:26
ACC-0002487,Global Cloud,retail,AR,2609044.74,88,2020-01-18 09:44:45
ACC-0002488,Pacific Labs,finance,MX,68348.4,49,2022-04-26 10:04:23
ACC-0002489,Solar Industries,energy,BR,364059.2,166,2018-08-01 02:13:00
ACC-0002490,Vino Tech,education,PE,95386.04,367,2020-10-10 23:34:19
ACC-0002491,Azteca Mining,finance,US,4104527.75,24,2019-06-10 04:29:25
ACC-0002492,Nova Industries,health,AR,184055.7,146,2021-10-22 11:37:47
ACC-0002493,Salmon Industries,manufacturing,PE,632669.84,92,2021-09-14 10:47:08
ACC-0002494,Vino Solutions,services,CL,140143.34,93,2020-05-31 16:27:27
ACC-0002495,Andes Bank,services,CO,57355.82,7,2020-07-03 13:48:53
ACC-0002496,Selva SpA,retail,PE,524307.09,273,2021-02-25 05:04:49
ACC-0002497,Vino Cloud,finance,CL,1925953.73,77,2025-10-19 23:17:56
ACC-0002498,Nova Retail,tech,US,483411.22,14,2022-07-27 06:35:04
ACC-0002499,Sur Energy,services,AR,109803.16,849,2023-12-26 21:27:37
ACC-0002500,Global Cloud,education,US,251438.06,98,2018-06-28 21:13:44
ACC-0002501,Vino Labs,retail,MX,249691.75,46,2023-05-29 14:08:36
ACC-0002502,Azteca Solutions,manufacturing,ES,728602.18,9,2019-09-05 08:53:14
ACC-0002503,Bio Foods,tech,MX,189209.05,17,2023-05-28 08:44:36
ACC-0002504,Azteca Data,manufacturing,CL,1160312.01,51,2018-05-16 23:57:33
ACC-0002505,Pacific Tech,tech,BR,648773.96,39,2023-04-24 10:40:24
ACC-0002506,Vino Labs,education,CL,658837.26,82,2020-04-29 09:16:26
ACC-0002507,Cordillera Retail,energy,BR,213168.0,49,2018-08-15 17:08:54
ACC-0002508,Lumen Group,health,CL,191292.19,106,2021-09-21 01:39:51
ACC-0002509,Cobalto Capital,manufacturing,PE,111933.53,79,2022-12-05 18:06:03
ACC-0002510,Aurora Group,manufacturing,BR,115764.08,12,2025-09-09 17:34:24
ACC-0002511,Lumen Partners,health,AR,555433.47,393,2018-06-22 03:09:51
ACC-0002512,Maya Partners,finance,AR,83639.03,90,2019-03-19 02:11:34
ACC-0002513,Vino Foods,health,PE,1020167.7,166,2018-11-10 20:30:54
ACC-0002514,Aurora Pharma,tech,CL,1250634.81,48,2018-12-31 21:00:53
ACC-0002515,Vertex Solutions,tech,CL,576851.98,113,2025-10-24 21:06:42
ACC-0002516,Patagonia S.A.,health,CL,527925.89,144,2021-05-12 11:57:31
ACC-0002517,Lumen S.A.,education,CL,1110524.01,45,2018-12-02 01:42:09
ACC-0002518,Cobalto Holdings,retail,CL,106915.11,222,2019-07-15 18:45:45
ACC-0002519,Vertex S.A.,manufacturing,CL,2121949.05,89,2025-02-27 07:20:46
ACC-0002520,Maipo Labs,energy,PE,2537625.37,72,2018-03-10 12:13:49
ACC-0002521,Trigo Holdings,retail,CL,270469.18,321,2025-04-29 10:43:53
ACC-0002522,Rio Networks,finance,AR,37948.76,30,2022-03-11 20:12:47
ACC-0002523,Rio Partners,retail,US,946887.06,151,2019-12-04 17:36:36
ACC-0002524,Azteca Data,retail,AR,159994.89,4,2021-08-18 03:10:31
ACC-0002525,Pacific Pharma,education,PE,912093.43,180,2019-09-18 18:54:30
ACC-0002526,Atacama Cloud,tech,CL,667324.96,38,2018-04-11 10:54:26
ACC-0002527,Prima Mining,finance,CL,565748.02,14,2023-10-19 15:13:31
ACC-0002528,Maya S.A.,services,MX,2011458.72,26,2020-03-06 04:13:01
ACC-0002529,Norte S.A.,health,BR,454100.99,70,2019-05-01 04:21:19
ACC-0002530,Atacama SpA,health,CL,437729.46,224,2025-09-16 23:32:59
ACC-0002531,Vertex Energy,finance,BR,248463.79,281,2021-10-20 05:34:32
ACC-0002532,Tropic Labs,tech,MX,1055163.35,18,2023-07-24 15:33:23
ACC-0002533,Inca Retail,finance,PE,340627.16,56,2024-07-23 02:03:12
ACC-0002534,Cobalto SpA,manufacturing,CL,438745.92,58,2018-08-06 14:38:24
ACC-0002535,Salmon Capital,energy,CL,468060.77,29,2018-08-18 08:44:20
ACC-0002536,Nova Holdings,services,AR,262088.94,119,2024-02-09 15:50:58
ACC-0002537,Andes Bank,manufacturing,PE,711149.05,14,2018-11-14 11:21:35
ACC-0002538,Salmon Cloud,finance,CL,5710932.85,178,2022-08-28 04:28:46
ACC-0002539,Salmon Solutions,finance,PE,2675234.35,30,2021-03-11 20:36:40
ACC-0002540,Pacific Group,retail,BR,457472.12,56,2022-11-29 07:25:45
ACC-0002541,Vino Energy,education,AR,798846.12,13,2025-08-21 17:30:53
ACC-0002542,Litio Logistics,retail,MX,896961.25,4,2023-11-07 12:19:17
ACC-0002543,Litio Mining,energy,BR,186806.23,51,2022-08-25 03:28:43
ACC-0002544,Rio Holdings,manufacturing,CL,1989656.35,132,2023-12-28 18:57:18
ACC-0002545,Solar Bank,finance,MX,228399.25,11,2018-12-04 23:24:37
ACC-0002546,Plata SpA,tech,US,328219.17,29,2019-03-04 06:13:16
ACC-0002547,Sur Mining,tech,PE,691415.77,21,2019-03-12 10:27:31
ACC-0002548,Atacama Solutions,tech,AR,1937638.28,65,2022-01-05 10:55:27
ACC-0002549,Inca Foods,retail,BR,82383.05,2,2022-11-06 06:16:58
ACC-0002550,Bio Logistics,health,CL,1164962.3,3,2022-08-31 04:53:34
ACC-0002551,Litio Pharma,education,CL,791354.95,315,2019-09-25 12:13:55
ACC-0002552,Prima Bank,finance,CL,424779.58,22,2025-08-16 10:34:18
ACC-0002553,Andes Foods,tech,PE,77267.98,81,2021-10-09 01:05:54
ACC-0002554,Tropic Mining,health,MX,263899.52,93,2024-11-26 20:30:39
ACC-0002555,Hierro Group,finance,CO,464180.47,7,2025-08-05 00:48:51
ACC-0002556,Prima S.A.,services,PE,2220018.57,4,2022-12-06 03:29:16
ACC-0002557,Norte Mining,health,PE,806721.48,83,2019-01-10 14:01:23
ACC-0002558,Maya Partners,health,AR,118132.5,272,2025-02-12 15:33:16
ACC-0002559,Lumen Partners,tech,AR,1473344.1,590,2021-05-25 21:46:16
ACC-0002560,Atacama Logistics,energy,CO,544644.15,341,2022-12-05 23:29:02
ACC-0002561,Norte Energy,health,US,1105780.24,20,2020-02-20 17:16:37
ACC-0002562,Pacific Bank,health,MX,300791.84,55,2020-10-29 12:57:06
ACC-0002563,Maipo Solutions,health,ES,738609.55,27,2024-09-27 15:07:45
ACC-0002564,Hierro Logistics,retail,CL,646887.61,26,2019-07-26 17:58:13
ACC-0002565,Cobre Capital,tech,CL,530084.44,2,2023-02-18 13:30:17
ACC-0002566,Vino Retail,finance,CL,6412831.87,18,2019-11-22 17:44:16
ACC-0002567,Plata Logistics,tech,PE,344942.19,17,2023-10-04 04:16:10
ACC-0002568,Hierro Partners,energy,US,714184.56,95,2018-01-18 06:57:40
ACC-0002569,Patagonia Foods,health,US,3976170.54,25,2020-04-18 09:35:37
ACC-0002570,Rio Group,manufacturing,AR,203210.24,194,2024-11-09 18:01:27
ACC-0002571,Norte Mining,health,CL,863297.25,67,2020-11-24 04:43:49
ACC-0002572,Inca Retail,manufacturing,AR,1366507.55,10,2021-04-15 08:53:52
ACC-0002573,Global Mining,tech,CL,1678914.14,58,2022-08-12 17:28:52
ACC-0002574,Maipo Partners,tech,MX,614500.45,50,2019-05-24 12:14:02
ACC-0002575,Inca Holdings,tech,CL,1704844.78,119,2022-06-09 13:28:29
ACC-0002576,Azteca Holdings,finance,US,3706143.58,345,2021-09-03 04:03:53
ACC-0002577,Sur Logistics,services,ES,983189.18,318,2019-09-04 18:31:23
ACC-0002578,Vino Group,tech,MX,1397152.36,26,2019-02-08 08:49:26
ACC-0002579,Pacific Energy,tech,MX,164389.63,113,2023-10-02 01:34:28
ACC-0002580,Hierro Labs,manufacturing,MX,1806072.85,385,2020-10-04 00:57:06
ACC-0002581,Trigo Capital,finance,CL,1889744.23,37,2019-09-09 09:34:39
ACC-0002582,Salmon Retail,energy,CO,145967.83,21,2024-01-29 09:06:04
ACC-0002583,Vino Foods,health,US,3432689.75,1,2023-11-05 05:00:38
ACC-0002584,Plata Pharma,retail,AR,108036.25,50,2025-11-21 03:36:34
ACC-0002585,Aurora Retail,retail,PE,340612.58,245,2025-04-20 03:59:05
ACC-0002586,Solar Solutions,manufacturing,PE,67570.89,25,2024-06-30 14:48:15
ACC-0002587,Sur Logistics,finance,US,1459750.7,15,2020-04-27 19:28:50
ACC-0002588,Salmon Tech,energy,MX,144476.54,135,2021-02-02 03:59:01
ACC-0002589,Plata Foods,retail,AR,2345435.25,392,2023-10-03 08:23:09
ACC-0002590,Pacific Networks,retail,ES,69516.97,871,2024-02-13 01:12:47
ACC-0002591,Atacama Cloud,health,CO,456203.54,6,2022-12-31 13:20:22
ACC-0002592,Salmon Tech,education,CL,198888.02,469,2018-02-07 19:24:34
ACC-0002593,Norte Holdings,education,ES,1355362.16,151,2018-07-08 07:21:35
ACC-0002594,Bio Energy,finance,CO,86356.6,48,2025-04-09 08:14:34
ACC-0002595,Vino Solutions,retail,ES,304936.63,33,2020-06-22 05:44:39
ACC-0002596,Maipo Group,finance,US,380111.78,211,2019-05-16 09:19:13
ACC-0002597,Solar Industries,tech,CO,485220.34,3,2019-02-10 18:18:21
ACC-0002598,Plata Foods,tech,CL,18847925.49,23,2024-11-27 08:17:44
ACC-0002599,Inca Networks,manufacturing,ES,132949.36,75,2018-09-25 12:11:58
ACC-0002600,Litio Solutions,health,CO,2434384.55,582,2021-09-21 10:52:24
ACC-0002601,Bio Data,finance,MX,64093.26,371,2021-09-18 11:17:17
ACC-0002602,Azteca Labs,health,CL,4656942.75,121,2021-11-08 15:00:57
ACC-0002603,Bio Industries,manufacturing,ES,630736.91,428,2018-01-06 20:07:07
ACC-0002604,Rio Bank,energy,PE,816245.0,9,2021-10-16 14:19:00
ACC-0002605,Hierro Capital,retail,PE,18655210.9,153,2022-10-09 18:13:07
ACC-0002606,Salmon Bank,tech,AR,51072.39,17,2023-07-14 02:00:45
ACC-0002607,Solar Mining,services,CL,452183.41,117,2019-06-21 11:11:32
ACC-0002608,Maipo Foods,finance,CO,1635748.31,16,2019-01-05 10:56:53
ACC-0002609,Salmon Industries,health,AR,1152245.07,665,2025-12-18 18:46:04
ACC-0002610,Aurora Capital,finance,CL,1300761.17,183,2023-11-18 01:19:35
ACC-0002611,Hierro Tech,health,CL,20761646.71,120,2022-05-16 19:18:59
ACC-0002612,Pacific Labs,tech,PE,15327.35,264,2023-08-12 17:46:13
ACC-0002613,Cobre Pharma,tech,AR,1266687.36,77,2021-12-17 06:54:10
ACC-0002614,Prima Pharma,education,BR,1502941.99,19,2018-11-16 10:18:27
ACC-0002615,Bio Retail,services,CL,253770.59,97,2024-03-28 22:26:46
ACC-0002616,Azteca Partners,health,CL,231072.22,15,2018-11-26 11:30:12
ACC-0002617,Patagonia Networks,tech,CO,1092242.23,10,2023-07-30 13:35:07
ACC-0002618,Azteca Data,tech,CL,1685354.09,109,2021-01-02 03:17:17
ACC-0002619,Bio Labs,manufacturing,AR,1035590.9,10,2018-12-09 03:07:36
ACC-0002620,Cobalto S.A.,retail,CL,984840.02,75,2020-06-16 17:30:21
ACC-0002621,Salmon Bank,finance,AR,982525.48,48,2024-04-12 15:10:43
ACC-0002622,Solar Logistics,manufacturing,CO,73125.39,332,2020-12-22 21:53:37
ACC-0002623,Cordillera Solutions,education,MX,47650.51,37,2018-12-05 11:15:07
ACC-0002624,Cobre Mining,services,CL,751179.56,131,2024-08-14 21:52:57
ACC-0002625,Maya Partners,tech,PE,146297.92,40,2022-10-26 23:20:49
ACC-0002626,Trigo Industries,health,CL,901358.02,35,2019-02-07 01:44:22
ACC-0002627,Inca Networks,retail,CL,69610.65,165,2025-02-15 09:33:48
ACC-0002628,Andes Retail,education,MX,275110.74,27,2018-06-22 16:07:54
ACC-0002629,Atacama Solutions,tech,AR,194326.45,56,2025-04-26 23:35:42
ACC-0002630,Litio Retail,tech,CO,300593.95,85,2023-11-14 04:54:09
ACC-0002631,Maya Logistics,services,CO,3095562.9,119,2024-09-18 22:53:00
ACC-0002632,Maya Foods,finance,CL,165131.53,34,2025-10-27 23:04:41
ACC-0002633,Maya Pharma,finance,AR,760850.82,177,2023-08-09 10:11:12
ACC-0002634,Plata Capital,retail,CL,107444.88,27,2022-08-19 00:05:23
ACC-0002635,Trigo Bank,finance,MX,511321.22,946,2022-05-08 03:23:56
ACC-0002636,Aurora Solutions,education,CO,139576.94,262,2022-03-15 10:07:02
ACC-0002637,Solar Labs,retail,AR,182551.48,110,2025-01-30 03:20:10
ACC-0002638,Maipo Solutions,tech,CO,508983.67,247,2024-02-14 12:50:54
ACC-0002639,Global Labs,finance,US,154371.73,18,2024-04-05 03:01:06
ACC-0002640,Cordillera Solutions,tech,MX,4921256.9,122,2022-01-30 00:06:49
ACC-0002641,Global Data,manufacturing,MX,10842286.71,8,2024-08-22 20:09:36
ACC-0002642,Patagonia Logistics,tech,AR,1251577.53,44,2024-06-06 10:25:04
ACC-0002643,Nova S.A.,retail,CL,930459.25,24,2024-09-15 01:48:26
ACC-0002644,Lumen Group,energy,BR,182424.02,83,2022-02-20 14:03:36
ACC-0002645,Aurora Data,health,AR,63844.9,27,2024-02-28 11:32:24
ACC-0002646,Salmon Logistics,manufacturing,AR,1137570.06,7,2019-01-03 12:22:30
ACC-0002647,Trigo Holdings,tech,CL,255718.63,62,2024-03-24 12:43:21
ACC-0002648,Trigo Capital,health,MX,904615.73,457,2020-05-03 08:00:50
ACC-0002649,Sur Logistics,tech,MX,459389.91,60,2019-10-05 21:20:26
ACC-0002650,Vino Retail,finance,CL,119677.5,54,2018-07-14 22:23:23
ACC-0002651,Sur Foods,finance,ES,518399.58,100,2018-12-18 07:37:45
ACC-0002652,Selva Bank,health,CO,328917.84,76,2021-02-09 09:48:04
ACC-0002653,Solar Tech,manufacturing,MX,148253.85,101,2025-07-14 22:48:49
ACC-0002654,Inca Capital,education,CL,4368643.88,8,2025-10-16 17:23:55
ACC-0002655,Litio Bank,health,MX,80119.95,14,2023-04-04 14:27:04
ACC-0002656,Lumen Capital,manufacturing,US,13045205.35,41,2019-04-13 22:14:03
ACC-0002657,Andes Partners,finance,CL,322429.79,31,2025-07-15 14:07:42
ACC-0002658,Selva Pharma,manufacturing,CO,218797.81,18,2019-11-02 00:25:45
ACC-0002659,Inca Holdings,services,MX,1094096.3,775,2025-09-16 20:00:36
ACC-0002660,Tropic Partners,manufacturing,PE,504884.2,143,2022-08-28 20:07:00
ACC-0002661,Maipo Retail,health,AR,1900649.83,64,2019-02-02 00:37:43
ACC-0002662,Azteca Mining,manufacturing,US,2166114.79,26,2022-04-01 13:37:53
ACC-0002663,Solar Pharma,health,CL,2177641.1,7,2022-09-16 23:15:55
ACC-0002664,Hierro Logistics,education,MX,290987.47,73,2023-01-22 16:20:51
ACC-0002665,Patagonia Mining,retail,BR,426835.96,26,2019-11-28 04:00:29
ACC-0002666,Bio Pharma,retail,AR,129172.27,5,2019-11-15 00:58:32
ACC-0002667,Vino Bank,services,PE,220836.01,12,2020-10-09 06:45:55
ACC-0002668,Litio Energy,finance,PE,693031.08,475,2018-08-20 10:48:03
ACC-0002669,Inca SpA,tech,CL,1298026.53,25,2018-03-11 07:08:39
ACC-0002670,Lumen Holdings,services,CO,399945.58,43,2024-06-27 05:21:50
ACC-0002671,Plata Tech,education,PE,2329913.05,92,2023-01-09 22:29:28
ACC-0002672,Cobre Pharma,finance,CL,67065.28,3,2019-03-18 02:45:45
ACC-0002673,Pacific Foods,tech,CL,2486584.57,9,2023-09-30 01:21:10
ACC-0002674,Rio S.A.,health,AR,85435.72,226,2018-02-12 20:17:01
ACC-0002675,Hierro Mining,manufacturing,AR,766867.24,613,2018-09-28 06:02:59
ACC-0002676,Global SpA,finance,AR,366742.0,50,2022-03-10 08:18:05
ACC-0002677,Atacama Labs,education,CL,11200476.21,10,2020-08-11 06:35:00
ACC-0002678,Vino Pharma,health,ES,72835.42,8,2023-10-30 13:09:21
ACC-0002679,Azteca Pharma,retail,CL,507261.78,64,2020-09-16 14:54:23
ACC-0002680,Solar Data,manufacturing,PE,165008.72,52,2020-04-13 03:12:41
ACC-0002681,Prima Retail,finance,CL,46622.3,107,2025-11-22 08:26:03
ACC-0002682,Tropic Capital,health,AR,1575150.45,38,2024-12-20 12:30:00
ACC-0002683,Global Data,finance,PE,755512.44,19,2023-12-07 11:24:55
ACC-0002684,Norte Bank,tech,PE,1255497.82,85,2020-05-21 07:57:08
ACC-0002685,Maipo S.A.,retail,MX,832154.81,15,2025-09-18 01:27:33
ACC-0002686,Cobre Capital,education,ES,483585.25,48,2020-01-22 06:50:34
ACC-0002687,Bio Capital,tech,ES,192228.13,3,2021-09-12 03:32:24
ACC-0002688,Litio Tech,finance,BR,106571.75,25,2021-01-07 14:16:24
ACC-0002689,Nova Pharma,health,CL,415243.72,7,2025-08-25 02:39:11
ACC-0002690,Andes S.A.,health,AR,547886.25,127,2018-08-26 18:07:15
ACC-0002691,Atacama Retail,finance,CL,144905.87,46,2023-12-18 22:43:42
ACC-0002692,Norte Group,retail,CL,24271.06,117,2022-12-11 14:17:10
ACC-0002693,Patagonia Energy,finance,BR,644659.42,520,2020-05-24 02:27:43
ACC-0002694,Inca Cloud,health,PE,1334985.84,44,2023-10-05 12:21:21
ACC-0002695,Nova SpA,energy,MX,118634.5,79,2024-12-10 10:12:31
ACC-0002696,Prima Labs,education,CL,198400.27,4,2020-08-02 00:00:49
ACC-0002697,Plata S.A.,education,CO,1379864.03,499,2023-12-11 05:17:27
ACC-0002698,Salmon Partners,tech,CL,536411.11,127,2021-06-26 01:00:14
ACC-0002699,Solar Logistics,finance,AR,1214493.86,109,2019-06-01 19:52:10
ACC-0002700,Salmon SpA,health,AR,927674.92,102,2025-08-21 12:32:09
ACC-0002701,Cobalto Bank,education,BR,37862.04,64,2023-05-26 23:31:54
ACC-0002702,Patagonia Capital,energy,CL,1424814.29,40,2024-08-05 15:52:54
ACC-0002703,Patagonia Retail,services,ES,293018.03,175,2025-11-22 08:53:53
ACC-0002704,Azteca Cloud,tech,CL,597023.85,21,2019-06-27 04:24:24
ACC-0002705,Plata Capital,tech,ES,975254.59,423,2023-09-09 05:25:47
ACC-0002706,Aurora Energy,tech,AR,3509163.72,35,2024-05-11 02:51:27
ACC-0002707,Patagonia Cloud,finance,PE,30384.14,40,2018-06-21 06:08:14
ACC-0002708,Cobre Partners,finance,BR,229283.53,43,2025-06-15 05:33:26
ACC-0002709,Selva Logistics,finance,CL,78465.22,4,2024-01-11 00:50:31
ACC-0002710,Bio Mining,finance,CL,391872.66,259,2021-12-01 14:41:26
ACC-0002711,Lumen Networks,finance,US,1230052.57,231,2022-06-30 01:25:56
ACC-0002712,Pacific Industries,finance,CO,372736.28,10,2022-06-25 16:22:43
ACC-0002713,Cobalto Networks,education,MX,672182.62,50,2022-04-27 10:18:14
ACC-0002714,Maya Group,finance,MX,737105.97,14,2018-11-24 09:55:18
ACC-0002715,Nova Energy,services,CL,626585.96,24,2021-09-20 11:30:12
ACC-0002716,Patagonia Holdings,health,ES,204470.44,15,2024-12-07 13:57:00
ACC-0002717,Inca Pharma,health,BR,505813.78,350,2025-12-02 01:38:39
ACC-0002718,Plata Pharma,education,BR,613622.74,3,2023-12-19 23:44:44
ACC-0002719,Rio Bank,health,BR,108582.11,30,2021-09-15 00:56:37
ACC-0002720,Pacific SpA,finance,CL,1518092.36,64,2023-11-13 02:25:40
ACC-0002721,Aurora Solutions,tech,CL,809749.33,106,2025-02-23 23:02:04
ACC-0002722,Atacama Networks,manufacturing,ES,267750.37,50,2019-10-20 20:19:09
ACC-0002723,Patagonia Industries,tech,MX,3700826.3,51,2022-01-31 23:12:35
ACC-0002724,Selva Foods,retail,MX,32489.84,19,2020-12-14 06:55:35
ACC-0002725,Bio Partners,education,PE,554936.86,19,2023-11-15 14:55:31
ACC-0002726,Norte Partners,tech,US,646226.32,35,2021-02-15 11:47:30
ACC-0002727,Litio Foods,manufacturing,CL,245373.61,10,2025-01-23 20:29:15
ACC-0002728,Trigo Solutions,finance,MX,5054297.74,50,2020-11-30 09:41:58
ACC-0002729,Cordillera Mining,finance,BR,2534762.3,19,2023-07-05 21:34:38
ACC-0002730,Cobalto Industries,retail,CL,595124.06,135,2020-03-28 06:44:36
ACC-0002731,Nova Partners,finance,MX,485946.17,30,2018-07-07 12:17:40
ACC-0002732,Bio SpA,services,BR,4084236.48,38,2020-12-05 22:18:24
ACC-0002733,Prima Industries,finance,PE,240223.24,43,2021-04-11 12:48:57
ACC-0002734,Cordillera Mining,finance,CL,150961.94,5,2022-09-20 06:12:13
ACC-0002735,Norte Cloud,tech,PE,778224.02,116,2023-01-01 21:20:00
ACC-0002736,Prima Retail,retail,CO,2459946.63,12,2018-08-06 05:11:29
ACC-0002737,Salmon Energy,tech,ES,532559.85,34,2023-04-25 00:25:27
ACC-0002738,Lumen Labs,tech,CO,87127.33,22,2024-11-30 01:15:11
ACC-0002739,Bio Tech,tech,ES,164035.85,35,2023-09-15 03:39:35
ACC-0002740,Azteca Partners,finance,US,588626.85,35,2019-02-14 05:44:04
ACC-0002741,Sur Group,education,MX,304827.25,48,2025-01-24 06:55:17
ACC-0002742,Litio Holdings,energy,CO,1983938.82,108,2020-03-13 04:36:30
ACC-0002743,Maya Foods,finance,CL,5984058.11,17,2019-09-14 23:03:14
ACC-0002744,Bio Group,education,ES,424141.35,11,2021-08-04 16:49:54
ACC-0002745,Litio Retail,services,CO,138610.59,132,2022-05-07 11:07:50
ACC-0002746,Rio Solutions,tech,PE,226505.95,1039,2024-10-10 19:51:54
ACC-0002747,Andes Tech,retail,CL,1669360.05,18,2022-02-09 10:51:20
ACC-0002748,Cordillera Foods,energy,AR,253465.52,113,2022-03-19 00:01:40
ACC-0002749,Prima Pharma,retail,PE,503806.31,46,2018-02-26 00:07:26
ACC-0002750,Vino Bank,health,CL,75507.65,520,2022-03-09 08:17:30
ACC-0002751,Azteca Mining,energy,CL,2801260.91,11,2023-09-10 10:38:26
ACC-0002752,Tropic Retail,health,CO,354175.79,189,2024-11-05 23:22:53
ACC-0002753,Lumen Foods,retail,BR,876801.56,1,2018-11-22 00:31:49
ACC-0002754,Pacific Retail,retail,CL,705540.63,53,2022-05-03 02:00:10
ACC-0002755,Cobre Mining,tech,CL,1464895.61,175,2019-11-10 18:52:25
ACC-0002756,Salmon Pharma,education,ES,787800.38,231,2018-05-29 04:35:35
ACC-0002757,Global Networks,education,MX,172618.85,9,2018-04-10 15:57:19
ACC-0002758,Inca Retail,retail,PE,576594.88,61,2019-02-04 10:06:15
ACC-0002759,Global Capital,tech,BR,992068.29,37,2024-10-04 02:05:10
ACC-0002760,Global Data,tech,CL,711317.43,163,2024-07-10 11:11:49
ACC-0002761,Solar S.A.,finance,CO,557744.95,23,2019-04-30 02:14:14
ACC-0002762,Maya Group,finance,CL,155003.81,53,2024-04-24 04:20:08
ACC-0002763,Salmon Mining,tech,CL,1144897.23,133,2024-10-09 03:03:22
ACC-0002764,Azteca Retail,finance,AR,161322.38,9,2020-06-29 09:14:53
ACC-0002765,Andes Labs,health,MX,145331.85,8,2022-10-23 12:38:12
ACC-0002766,Plata Holdings,health,AR,962670.88,31,2024-11-12 16:43:16
ACC-0002767,Atacama Solutions,manufacturing,MX,2535990.31,20,2025-12-05 11:45:02
