activity_id,type,subject,occurred_at,contact_id,opportunity_id
ACT-00007652,demo,Activity 00007652,2025-05-11 07:09:14,CON-0005127,
ACT-00007653,call,Activity 00007653,2023-07-30 21:08:53,CON-0005075,
ACT-00007654,email,Activity 00007654,2024-08-08 21:50:56,,
ACT-00007655,email,Activity 00007655,2025-05-05 01:58:36,CON-0009053,
ACT-00007656,email,Activity 00007656,2025-12-01 03:13:48,CON-0002180,OPP-0002680
ACT-00007657,call,Activity 00007657,2023-03-13 19:47:45,,OPP-0000086
ACT-00007658,call,Activity 00007658,2024-01-30 19:59:03,CON-0009314,
ACT-00007659,email,Activity 00007659,2023-05-09 22:52:23,CON-0010010,
ACT-00007660,email,Activity 00007660,2023-10-31 10:12:19,CON-0011333,
ACT-00007661,meeting,Activity 00007661,2025-05-13 04:34:01,CON-0005117,OPP-0000754
ACT-00007662,email,Activity 00007662,2024-04-02 21:54:34,CON-0006148,
ACT-00007663,meeting,Activity 00007663,2023-10-20 06:43:26,CON-0000920,OPP-0002805
ACT-00007664,demo,Activity 00007664,2025-02-11 09:48:49,,
ACT-00007665,demo,Activity 00007665,2024-04-14 02:47:30,,
ACT-00007666,demo,Activity 00007666,2023-10-17 11:41:00,CON-0003198,OPP-0002621
ACT-00007667,email,Activity 00007667,2025-05-03 07:02:00,CON-0002090,
ACT-00007668,call,Activity 00007668,2023-02-14 14:52:10,,OPP-0000296
ACT-00007669,email,Activity 00007669,2023-10-02 22:55:09,,OPP-0001899
ACT-00007670,meeting,Activity 00007670,2024-07-06 19:43:23,CON-0006993,
ACT-00007671,note,Activity 00007671,2023-05-11 00:33:43,CON-0004051,
ACT-00007672,email,Activity 00007672,2024-09-01 14:06:28,CON-0001893,OPP-0000106
ACT-00007673,demo,Activity 00007673,2024-10-08 21:54:20,,
ACT-00007674,call,Activity 00007674,2023-12-17 13:18:08,,OPP-0000954
ACT-00007675,call,Activity 00007675,2024-02-02 10:43:51,CON-0010918,
ACT-00007676,meeting,Activity 00007676,2025-03-26 22:18:11,,
ACT-00007677,call,Activity 00007677,2023-03-10 17:57:41,CON-0011184,
ACT-00007678,email,Activity 00007678,2023-01-28 05:18:05,CON-0014338,
ACT-00007679,email,Activity 00007679,2024-06-08 00:54:06,CON-0001802,
ACT-00007680,meeting,Activity 00007680,2025-02-24 14:41:58,CON-0011405,
ACT-00007681,email,Activity 00007681,2024-06-17 18:49:50,,
ACT-00007682,email,Activity 00007682,2025-01-23 06:32:30,,OPP-0001048
ACT-00007683,note,Activity 00007683,2023-10-07 15:48:17,CON-0002733,OPP-0001221
ACT-00007684,call,Activity 00007684,2024-01-07 20:51:45,CON-0000162,
ACT-00007685,email,Activity 00007685,2025-08-08 07:50:26,,OPP-0001505
ACT-00007686,meeting,Activity 00007686,2023-12-05 07:44:53,,OPP-0000344
ACT-00007687,call,Activity 00007687,2023-08-05 23:57:30,CON-0005557,
ACT-00007688,meeting,Activity 00007688,2023-06-23 23:21:42,CON-0005375,OPP-0002760
ACT-00007689,email,Activity 00007689,2024-09-14 15:55:34,CON-0007912,OPP-0000938
ACT-00007690,note,Activity 00007690,2023-12-29 11:45:05,CON-0010034,OPP-0002325
ACT-00007691,call,Activity 00007691,2023-10-04 03:12:17,,
ACT-00007692,email,Activity 00007692,2024-10-09 09:37:28,CON-0006530,
ACT-00007693,email,Activity 00007693,2024-07-31 02:41:23,CON-0009527,
ACT-00007694,note,Activity 00007694,2023-03-04 23:26:26,CON-0002158,OPP-0000150
ACT-00007695,email,Activity 00007695,2023-03-10 23:03:59,,OPP-0000002
ACT-00007696,email,Activity 00007696,2024-10-11 16:54:08,CON-0000867,
ACT-00007697,email,Activity 00007697,2023-07-10 13:30:24,,OPP-0000868
ACT-00007698,meeting,Activity 00007698,2023-05-03 00:37:41,,OPP-0002462
ACT-00007699,email,Activity 00007699,2023-07-27 23:25:09,CON-0005761,OPP-0000070
ACT-00007700,email,Activity 00007700,2025-03-02 18:40:19,CON-0008221,OPP-0000790
ACT-00007701,email,Activity 00007701,2025-07-25 18:16:12,CON-0004447,OPP-0001141
ACT-00007702,email,Activity 00007702,2023-03-27 22:44:49,CON-0008022,OPP-0002874
ACT-00007703,call,Activity 00007703,2023-10-05 02:56:57,CON-0005731,
ACT-00007704,note,Activity 00007704,2025-07-20 09:59:57,,
ACT-00007705,call,Activity 00007705,2024-12-04 08:11:32,CON-0005565,
ACT-00007706,demo,Activity 00007706,2024-05-20 20:22:14,CON-0005518,
ACT-00007707,email,Activity 00007707,2024-10-27 13:08:30,,
ACT-00007708,demo,Activity 00007708,2023-05-06 12:09:51,,
ACT-00007709,meeting,Activity 00007709,2025-08-20 20:55:53,CON-0010139,
ACT-00007710,meeting,Activity 00007710,2023-04-20 14:32:26,CON-0002212,
ACT-00007711,call,Activity 00007711,2025-11-26 13:57:04,CON-0000622,OPP-0002781
ACT-00007712,email,Activity 00007712,2025-09-30 05:47:02,CON-0011245,
ACT-00007713,email,Activity 00007713,2025-01-17 12:08:04,CON-0006786,OPP-0002840
ACT-00007714,call,Activity 00007714,2025-03-01 21:50:53,CON-0001497,
ACT-00007715,demo,Activity 00007715,2023-12-19 10:45:12,CON-0003453,
ACT-00007716,email,Activity 00007716,2023-01-20 09:25:25,CON-0008626,OPP-0002151
ACT-00007717,meeting,Activity 00007717,2025-09-29 11:26:12,CON-0007191,OPP-0002888
ACT-00007718,call,Activity 00007718,2024-01-01 10:06:09,CON-0014390,OPP-0002652
ACT-00007719,call,Activity 00007719,2025-05-19 01:55:47,CON-0002820,
ACT-00007720,meeting,Activity 00007720,2024-07-02 14:23:37,CON-0009138,
ACT-00007721,call,Activity 00007721,2025-10-25 03:46:06,,
ACT-00007722,call,Activity 00007722,2023-02-21 16:44:00,CON-0000788,
ACT-00007723,call,Activity 00007723,2024-10-18 22:16:31,CON-0005607,
ACT-00007724,call,Activity 00007724,2024-12-05 15:07:30,,OPP-0002706
ACT-00007725,email,Activity 00007725,2023-08-29 17:14:27,CON-0009413,
ACT-00007726,call,Activity 00007726,2024-07-28 19:22:06,CON-0007961,OPP-0001441
ACT-00007727,meeting,Activity 00007727,2023-12-20 19:39:34,CON-0012913,
ACT-00007728,meeting,Activity 00007728,2023-03-11 02:40:48,,OPP-0000420
ACT-00007729,email,Activity 00007729,2024-02-09 08:31:01,CON-0004415,
ACT-00007730,call,Activity 00007730,2023-10-26 17:47:55,CON-0013236,OPP-0000595
ACT-00007731,note,Activity 00007731,2024-02-13 06:10:42,,OPP-0002254
ACT-00007732,call,Activity 00007732,2023-09-22 18:51:14,,
ACT-00007733,call,Activity 00007733,2025-07-14 08:34:47,,
ACT-00007734,demo,Activity 00007734,2024-01-13 16:42:00,,
ACT-00007735,call,Activity 00007735,2024-04-25 06:11:13,,OPP-0001037
ACT-00007736,email,Activity 00007736,2025-09-02 00:39:41,CON-0014539,OPP-0000113
ACT-00007737,meeting,Activity 00007737,2024-03-30 10:01:20,CON-0010007,OPP-0000614
ACT-00007738,email,Activity 00007738,2024-01-31 19:41:23,CON-0012225,
ACT-00007739,email,Activity 00007739,2023-08-10 13:24:52,CON-0000143,OPP-0002321
ACT-00007740,email,Activity 00007740,2024-03-10 14:42:39,CON-0011035,
ACT-00007741,call,Activity 00007741,2025-01-19 00:44:41,,OPP-0001802
ACT-00007742,email,Activity 00007742,2024-01-14 23:45:24,,OPP-0002946
ACT-00007743,meeting,Activity 00007743,2023-08-16 14:35:05,CON-0012609,
ACT-00007744,demo,Activity 00007744,2023-04-30 15:52:27,,
ACT-00007745,note,Activity 00007745,2023-09-28 15:28:44,CON-0002601,OPP-0001750
ACT-00007746,call,Activity 00007746,2024-05-27 06:27:29,CON-0000516,OPP-0002435
ACT-00007747,meeting,Activity 00007747,2024-10-24 10:30:38,CON-0002278,OPP-0000625
ACT-00007748,email,Activity 00007748,2025-08-06 17:02:28,CON-0010845,
ACT-00007749,demo,Activity 00007749,2024-11-16 19:52:46,CON-0008198,OPP-0002963
ACT-00007750,call,Activity 00007750,2024-10-15 07:15:26,CON-0013480,
ACT-00007751,meeting,Activity 00007751,2024-12-07 21:24:41,CON-0004078,
ACT-00007752,meeting,Activity 00007752,2023-05-13 01:13:24,,
ACT-00007753,meeting,Activity 00007753,2025-10-15 00:25:41,,
ACT-00007754,email,Activity 00007754,2025-02-19 20:22:02,CON-0002973,
ACT-00007755,call,Activity 00007755,2024-07-10 17:07:56,,OPP-0002151
ACT-00007756,email,Activity 00007756,2025-09-21 01:59:27,CON-0005553,
ACT-00007757,email,Activity 00007757,2025-07-19 06:56:40,CON-0004189,
ACT-00007758,meeting,Activity 00007758,2025-09-13 13:57:58,CON-0002399,OPP-0000917
ACT-00007759,email,Activity 00007759,2024-08-27 06:47:27,CON-0003878,
ACT-00007760,email,Activity 00007760,2023-11-13 21:56:17,CON-0010425,OPP-0002414
ACT-00007761,meeting,Activity 00007761,2024-06-21 07:28:02,,OPP-0001716
ACT-00007762,email,Activity 00007762,2024-07-30 08:25:31,CON-0013522,OPP-0000475
ACT-00007763,email,Activity 00007763,2023-08-14 02:23:32,,
ACT-00007764,call,Activity 00007764,2025-12-07 20:51:33,CON-0014579,OPP-0000049
ACT-00007765,note,Activity 00007765,2023-12-05 16:29:10,CON-0010261,OPP-0000135
ACT-00007766,call,Activity 00007766,2025-01-29 10:51:27,CON-0010670,OPP-0000053
ACT-00007767,email,Activity 00007767,2024-06-30 10:14:04,CON-0005248,
ACT-00007768,note,Activity 00007768,2025-05-18 07:25:08,CON-0002013,
ACT-00007769,email,Activity 00007769,2025-07-27 20:31:16,CON-0005321,
ACT-00007770,call,Activity 00007770,2025-07-04 09:41:52,CON-0005067,
ACT-00007771,email,Activity 00007771,2023-12-15 23:32:24,,
ACT-00007772,note,Activity 00007772,2023-01-13 11:56:55,CON-0007482,
ACT-00007773,call,Activity 00007773,2024-04-24 20:41:45,CON-0007882,OPP-0000481
ACT-00007774,call,Activity 00007774,2025-11-04 10:46:05,CON-0007479,OPP-0000677
ACT-00007775,email,Activity 00007775,2024-04-02 02:42:41,CON-0006402,
ACT-00007776,call,Activity 00007776,2025-12-25 09:07:55,CON-0009717,
ACT-00007777,call,Activity 00007777,2025-10-03 22:22:18,CON-0009693,
ACT-00007778,demo,Activity 00007778,2025-07-15 18:47:44,CON-0010733,
ACT-00007779,call,Activity 00007779,2023-05-12 00:35:21,CON-0008544,
ACT-00007780,email,Activity 00007780,2024-05-04 13:40:49,CON-0013261,OPP-0002521
ACT-00007781,meeting,Activity 00007781,2025-08-25 04:30:59,CON-0000293,
ACT-00007782,note,Activity 00007782,2024-01-25 18:54:05,CON-0001383,OPP-0001945
ACT-00007783,note,Activity 00007783,2023-08-17 06:10:08,CON-0011226,
ACT-00007784,call,Activity 00007784,2023-08-01 19:10:27,CON-0010162,OPP-0000121
ACT-00007785,email,Activity 00007785,2024-09-29 03:01:59,CON-0005638,
ACT-00007786,email,Activity 00007786,2023-09-25 15:25:14,CON-0005129,
ACT-00007787,call,Activity 00007787,2023-05-01 13:19:27,,OPP-0001658
ACT-00007788,email,Activity 00007788,2023-03-23 02:41:13,,
ACT-00007789,meeting,Activity 00007789,2025-12-11 08:35:44,CON-0010064,
ACT-00007790,meeting,Activity 00007790,2023-01-21 15:07:40,,OPP-0000893
ACT-00007791,meeting,Activity 00007791,2024-05-23 22:12:19,CON-0002930,
ACT-00007792,email,Activity 00007792,2024-01-19 09:53:47,,OPP-0000017
ACT-00007793,email,Activity 00007793,2023-09-16 23:56:36,,
ACT-00007794,note,Activity 00007794,2024-08-04 02:25:26,CON-0013152,
ACT-00007795,email,Activity 00007795,2023-11-28 03:23:41,CON-0002321,OPP-0001649
ACT-00007796,email,Activity 00007796,2023-07-08 13:38:48,CON-0007337,
ACT-00007797,call,Activity 00007797,2023-12-14 09:58:26,CON-0010212,
ACT-00007798,email,Activity 00007798,2023-08-10 16:41:59,CON-0001715,
ACT-00007799,meeting,Activity 00007799,2025-03-03 03:51:54,CON-0012740,OPP-0000413
ACT-00007800,meeting,Activity 00007800,2025-08-04 19:47:44,CON-0010034,
ACT-00007801,meeting,Activity 00007801,2023-06-09 10:49:55,CON-0009614,
ACT-00007802,email,Activity 00007802,2025-12-05 00:51:25,,OPP-0001533
ACT-00007803,email,Activity 00007803,2024-06-30 21:01:25,CON-0014792,
ACT-00007804,meeting,Activity 00007804,2025-07-04 17:11:04,,
ACT-00007805,note,Activity 00007805,2024-09-03 00:57:35,CON-0007031,
ACT-00007806,email,Activity 00007806,2025-08-13 20:09:54,CON-0004754,
ACT-00007807,email,Activity 00007807,2024-01-03 12:07:56,CON-0003962,OPP-0001401
ACT-00007808,call,Activity 00007808,2025-04-20 19:47:04,CON-0008149,
ACT-00007809,meeting,Activity 00007809,2024-09-04 19:38:52,CON-0010101,OPP-0002120
ACT-00007810,email,Activity 00007810,2023-11-03 20:11:54,CON-0008854,OPP-0001301
ACT-00007811,meeting,Activity 00007811,2025-10-06 10:18:26,CON-0011433,
ACT-00007812,demo,Activity 00007812,2025-01-05 14:14:16,CON-0009985,
ACT-00007813,meeting,Activity 00007813,2024-02-05 21:31:05,CON-0000115,OPP-0001168
ACT-00007814,call,Activity 00007814,2025-08-24 11:48:07,CON-0013140,
ACT-00007815,meeting,Activity 00007815,2023-03-17 00:32:06,CON-0009610,OPP-0001231
ACT-00007816,email,Activity 00007816,2024-03-04 16:12:52,,
ACT-00007817,note,Activity 00007817,2023-08-09 00:06:06,CON-0011742,OPP-0002255
ACT-00007818,email,Activity 00007818,2023-12-24 01:01:34,CON-0004550,OPP-0000137
ACT-00007819,email,Activity 00007819,2024-11-13 12:28:00,CON-0002501,
ACT-00007820,call,Activity 00007820,2024-08-10 00:38:01,CON-0012657,
ACT-00007821,email,Activity 00007821,2023-10-28 19:14:09,,OPP-0001946
ACT-00007822,email,Activity 00007822,2023-06-08 10:51:28,,OPP-0000264
ACT-00007823,call,Activity 00007823,2025-04-07 15:07:26,,OPP-0001765
ACT-00007824,note,Activity 00007824,2023-07-09 03:38:36,CON-0002632,
ACT-00007825,email,Activity 00007825,2024-03-30 15:21:11,CON-0001517,
ACT-00007826,call,Activity 00007826,2023-05-17 20:22:33,CON-0010792,
ACT-00007827,email,Activity 00007827,2023-11-25 09:03:43,,
ACT-00007828,call,Activity 00007828,2024-07-01 00:28:19,CON-0009222,OPP-0001140
ACT-00007829,call,Activity 00007829,2025-09-26 17:05:09,CON-0007604,
ACT-00007830,email,Activity 00007830,2023-12-28 14:07:25,CON-0002131,
ACT-00007831,call,Activity 00007831,2025-06-12 01:35:36,CON-0007332,OPP-0000075
ACT-00007832,call,Activity 00007832,2024-09-28 10:26:05,CON-0000738,
ACT-00007833,call,Activity 00007833,2023-05-09 16:09:22,,OPP-0000220
ACT-00007834,email,Activity 00007834,2023-12-13 11:58:18,,
ACT-00007835,email,Activity 00007835,2023-01-18 19:53:21,CON-0012084,OPP-0002571
ACT-00007836,note,Activity 00007836,2024-04-05 16:48:16,CON-0007307,OPP-0000227
ACT-00007837,meeting,Activity 00007837,2023-04-04 00:04:40,CON-0003463,
ACT-00007838,email,Activity 00007838,2025-08-07 00:10:50,CON-0010468,
ACT-00007839,meeting,Activity 00007839,2023-04-24 17:39:21,,
ACT-00007840,email,Activity 00007840,2025-02-13 10:43:50,CON-0000327,
ACT-00007841,meeting,Activity 00007841,2024-10-10 05:42:56,CON-0000769,
ACT-00007842,email,Activity 00007842,2023-08-14 04:44:57,CON-0007321,OPP-0001177
ACT-00007843,email,Activity 00007843,2025-09-27 23:07:50,CON-0003922,OPP-0002436
ACT-00007844,call,Activity 00007844,2025-02-22 08:11:23,CON-0010491,
ACT-00007845,email,Activity 00007845,2025-03-28 07:34:38,CON-0006405,
ACT-00007846,email,Activity 00007846,2025-02-24 15:47:00,,
ACT-00007847,call,Activity 00007847,2024-11-11 17:14:37,CON-0009479,OPP-0001210
ACT-00007848,call,Activity 00007848,2025-10-28 22:36:41,,
ACT-00007849,email,Activity 00007849,2024-06-26 09:57:13,CON-0014332,OPP-0002551
ACT-00007850,call,Activity 00007850,2024-03-23 00:02:52,,OPP-0001177
ACT-00007851,meeting,Activity 00007851,2024-01-04 09:39:47,CON-0010962,OPP-0002632
ACT-00007852,email,Activity 00007852,2023-12-25 15:08:24,CON-0005634,OPP-0001082
ACT-00007853,call,Activity 00007853,2023-12-08 07:33:19,CON-0011145,
ACT-00007854,email,Activity 00007854,2024-05-13 22:15:36,CON-0009878,
ACT-00007855,email,Activity 00007855,2023-12-09 05:37:25,,OPP-0000583
ACT-00007856,meeting,Activity 00007856,2023-10-31 05:19:44,,
ACT-00007857,email,Activity 00007857,2025-04-09 08:39:10,CON-0008052,
ACT-00007858,call,Activity 00007858,2023-11-21 01:33:54,CON-0011212,OPP-0001757
ACT-00007859,email,Activity 00007859,2025-08-07 02:13:21,CON-0012455,OPP-0000556
ACT-00007860,email,Activity 00007860,2023-05-01 08:29:52,,OPP-0002376
ACT-00007861,email,Activity 00007861,2023-10-23 01:49:05,CON-0001923,
ACT-00007862,email,Activity 00007862,2024-02-18 04:16:53,CON-0014195,
ACT-00007863,call,Activity 00007863,2025-02-09 23:20:35,CON-0001472,
ACT-00007864,demo,Activity 00007864,2024-02-12 14:44:04,CON-0004086,
ACT-00007865,email,Activity 00007865,2024-07-07 14:37:35,,OPP-0002857
ACT-00007866,email,Activity 00007866,2023-09-16 10:04:06,CON-0002479,
ACT-00007867,email,Activity 00007867,2025-07-31 04:57:12,CON-0000491,OPP-0001674
ACT-00007868,note,Activity 00007868,2025-03-13 12:19:03,CON-0012387,
ACT-00007869,call,Activity 00007869,2025-01-18 00:30:22,CON-0012282,
ACT-00007870,note,Activity 00007870,2025-05-09 04:05:39,,
ACT-00007871,meeting,Activity 00007871,2025-03-05 23:29:49,CON-0003937,OPP-0002896
ACT-00007872,email,Activity 00007872,2023-11-05 06:49:51,CON-0013567,OPP-0002295
ACT-00007873,call,Activity 00007873,2023-05-17 01:42:54,CON-0000320,OPP-0002701
ACT-00007874,email,Activity 00007874,2024-05-16 01:40:48,CON-0013107,
ACT-00007875,email,Activity 00007875,2025-06-24 10:24:10,,OPP-0000338
ACT-00007876,note,Activity 00007876,2023-01-13 20:20:06,,OPP-0000290
ACT-00007877,call,Activity 00007877,2025-04-24 22:09:12,CON-0002595,OPP-0002593
ACT-00007878,email,Activity 00007878,2025-04-16 16:02:32,CON-0003349,
ACT-00007879,call,Activity 00007879,2024-04-01 04:31:13,CON-0010699,
ACT-00007880,call,Activity 00007880,2024-08-10 13:02:48,CON-0003316,
ACT-00007881,call,Activity 00007881,2023-09-22 17:54:25,CON-0005947,
ACT-00007882,meeting,Activity 00007882,2023-11-03 04:42:52,CON-0006081,OPP-0000563
ACT-00007883,email,Activity 00007883,2025-01-09 15:30:00,CON-0008033,OPP-0001997
ACT-00007884,call,Activity 00007884,2025-09-25 15:34:43,CON-0013353,
ACT-00007885,meeting,Activity 00007885,2023-08-01 11:11:09,CON-0011836,
ACT-00007886,call,Activity 00007886,2025-03-20 09:17:49,CON-0012706,OPP-0001020
ACT-00007887,note,Activity 00007887,2024-04-11 23:06:54,CON-0010569,OPP-0002216
ACT-00007888,call,Activity 00007888,2023-10-01 19:49:45,,
ACT-00007889,call,Activity 00007889,2023-12-14 23:16:31,CON-0009258,
ACT-00007890,meeting,Activity 00007890,2025-06-27 22:22:55,CON-0002099,OPP-0001952
ACT-00007891,note,Activity 00007891,2025-01-04 15:16:22,,OPP-0002042
ACT-00007892,email,Activity 00007892,2024-12-12 07:11:32,CON-0007525,
ACT-00007893,call,Activity 00007893,2025-08-01 00:52:47,CON-0012628,OPP-0002350
ACT-00007894,call,Activity 00007894,2023-11-12 06:46:07,CON-0011812,OPP-0002073
ACT-00007895,email,Activity 00007895,2023-12-07 05:45:58,CON-0006116,
ACT-00007896,email,Activity 00007896,2024-12-07 10:08:17,,OPP-0000295
ACT-00007897,call,Activity 00007897,2023-08-05 20:04:28,CON-0012267,
ACT-00007898,call,Activity 00007898,2025-03-30 05:47:50,CON-0008613,
ACT-00007899,meeting,Activity 00007899,2025-01-16 08:18:56,CON-0013839,
ACT-00007900,meeting,Activity 00007900,2024-09-03 08:21:57,,OPP-0002830
ACT-00007901,call,Activity 00007901,2025-07-13 19:50:31,,
ACT-00007902,meeting,Activity 00007902,2024-12-18 00:17:59,CON-0010120,OPP-0001194
ACT-00007903,call,Activity 00007903,2024-06-24 11:55:35,,OPP-0000439
ACT-00007904,call,Activity 00007904,2023-12-05 08:41:10,CON-0010276,
ACT-00007905,email,Activity 00007905,2025-05-27 10:26:59,,OPP-0002294
ACT-00007906,meeting,Activity 00007906,2025-04-14 20:47:48,CON-0012192,
ACT-00007907,email,Activity 00007907,2023-09-06 19:34:26,,OPP-0000170
ACT-00007908,note,Activity 00007908,2023-04-25 19:03:09,,
ACT-00007909,email,Activity 00007909,2023-09-23 22:06:25,,
ACT-00007910,email,Activity 00007910,2024-11-07 17:40:13,CON-0008879,OPP-0001914
ACT-00007911,meeting,Activity 00007911,2023-08-12 15:48:18,CON-0008505,
ACT-00007912,email,Activity 00007912,2025-01-09 00:58:47,,
ACT-00007913,note,Activity 00007913,2025-11-22 15:27:44,CON-0009157,
ACT-00007914,email,Activity 00007914,2025-07-23 14:45:55,CON-0007095,
ACT-00007915,demo,Activity 00007915,2023-04-18 17:37:35,CON-0007439,
ACT-00007916,call,Activity 00007916,2024-06-21 22:56:24,,
ACT-00007917,email,Activity 00007917,2025-02-09 12:18:40,CON-0002478,OPP-0000058
ACT-00007918,meeting,Activity 00007918,2023-04-15 10:02:35,,OPP-0002673
ACT-00007919,email,Activity 00007919,2025-05-19 22:41:50,CON-0004171,
ACT-00007920,email,Activity 00007920,2025-03-30 03:50:37,CON-0003557,OPP-0000943
ACT-00007921,call,Activity 00007921,2024-08-05 22:36:53,CON-0007585,
ACT-00007922,email,Activity 00007922,2023-04-15 02:37:44,CON-0012380,
ACT-00007923,email,Activity 00007923,2024-09-08 01:47:01,CON-0007464,
ACT-00007924,email,Activity 00007924,2023-09-07 02:50:52,,OPP-0000850
ACT-00007925,call,Activity 00007925,2025-11-27 20:39:58,CON-0008494,
ACT-00007926,email,Activity 00007926,2025-10-03 17:15:16,CON-0012322,
ACT-00007927,email,Activity 00007927,2025-10-24 13:10:54,CON-0005637,
ACT-00007928,meeting,Activity 00007928,2024-07-29 03:17:53,,
ACT-00007929,email,Activity 00007929,2025-10-28 12:55:35,CON-0000030,
ACT-00007930,call,Activity 00007930,2023-01-31 09:41:56,CON-0014627,OPP-0001883
ACT-00007931,email,Activity 00007931,2023-09-14 12:59:14,CON-0005313,
ACT-00007932,call,Activity 00007932,2024-03-10 21:15:14,CON-0014994,OPP-0000965
ACT-00007933,email,Activity 00007933,2023-03-03 19:31:31,CON-0012362,
ACT-00007934,email,Activity 00007934,2025-05-11 05:42:12,,OPP-0001787
ACT-00007935,demo,Activity 00007935,2023-03-13 19:55:42,CON-0012616,OPP-0002201
ACT-00007936,call,Activity 00007936,2023-11-05 00:51:09,CON-0013874,
ACT-00007937,call,Activity 00007937,2024-04-25 16:29:52,,
ACT-00007938,call,Activity 00007938,2023-01-05 12:47:09,,OPP-0000304
ACT-00007939,note,Activity 00007939,2023-01-08 15:26:36,CON-0007855,
ACT-00007940,note,Activity 00007940,2025-01-30 11:54:59,CON-0012352,
ACT-00007941,demo,Activity 00007941,2024-09-01 05:42:15,,OPP-0000220
ACT-00007942,call,Activity 00007942,2023-11-26 05:05:03,CON-0005086,OPP-0001436
ACT-00007943,email,Activity 00007943,2024-05-05 03:05:54,CON-0010417,OPP-0001630
ACT-00007944,email,Activity 00007944,2023-05-30 17:05:01,CON-0006965,OPP-0002675
ACT-00007945,meeting,Activity 00007945,2025-06-26 07:03:49,CON-0001891,
ACT-00007946,note,Activity 00007946,2025-05-06 20:41:26,CON-0003867,
ACT-00007947,meeting,Activity 00007947,2023-01-11 13:23:06,CON-0004061,OPP-0002373
ACT-00007948,email,Activity 00007948,2024-08-18 18:54:38,,OPP-0001139
ACT-00007949,note,Activity 00007949,2023-05-01 15:28:54,CON-0002100,
ACT-00007950,email,Activity 00007950,2024-05-21 08:40:56,CON-0001460,
ACT-00007951,email,Activity 00007951,2025-08-02 00:35:04,CON-0002037,OPP-0001913
ACT-00007952,call,Activity 00007952,2025-03-03 01:20:54,CON-0006213,OPP-0000409
ACT-00007953,meeting,Activity 00007953,2024-08-08 15:47:47,CON-0000227,
ACT-00007954,call,Activity 00007954,2023-10-01 07:07:50,CON-0014217,
ACT-00007955,note,Activity 00007955,2024-03-01 11:06:09,,OPP-0002062
ACT-00007956,meeting,Activity 00007956,2024-03-10 23:17:51,CON-0001880,OPP-0002980
ACT-00007957,email,Activity 00007957,2023-12-13 01:07:33,CON-0014707,
ACT-00007958,meeting,Activity 00007958,2023-06-02 03:29:03,,
ACT-00007959,call,Activity 00007959,2025-07-15 16:09:09,CON-0014164,OPP-0002348
ACT-00007960,email,Activity 00007960,2024-02-04 12:39:16,CON-0013549,OPP-0001170
ACT-00007961,meeting,Activity 00007961,2025-02-20 13:59:29,,OPP-0000258
ACT-00007962,email,Activity 00007962,2023-04-11 21:48:23,,OPP-0002568
ACT-00007963,email,Activity 00007963,2024-08-21 06:14:45,,
ACT-00007964,call,Activity 00007964,2025-10-26 18:59:04,CON-0003310,OPP-0001810
ACT-00007965,email,Activity 00007965,2024-06-29 01:18:19,,OPP-0002698
ACT-00007966,demo,Activity 00007966,2025-01-06 06:32:38,,
ACT-00007967,meeting,Activity 00007967,2025-09-21 23:12:39,CON-0007189,OPP-0001868
ACT-00007968,call,Activity 00007968,2023-03-27 00:11:52,,OPP-0000087
ACT-00007969,email,Activity 00007969,2025-08-26 00:14:50,CON-0006406,
ACT-00007970,meeting,Activity 00007970,2025-07-26 22:39:56,CON-0011769,OPP-0002485
ACT-00007971,note,Activity 00007971,2023-10-25 08:57:15,,OPP-0002602
ACT-00007972,call,Activity 00007972,2025-08-09 00:14:22,CON-0006999,
ACT-00007973,demo,Activity 00007973,2023-09-24 20:25:42,CON-0006520,
ACT-00007974,call,Activity 00007974,2025-01-29 03:49:43,CON-0004505,OPP-0000266
ACT-00007975,call,Activity 00007975,2023-07-21 10:44:05,,OPP-0001963
ACT-00007976,email,Activity 00007976,2024-10-13 15:03:59,CON-0007899,OPP-0001784
ACT-00007977,meeting,Activity 00007977,2024-09-09 21:28:36,CON-0013055,OPP-0001548
ACT-00007978,email,Activity 00007978,2023-02-11 06:21:14,CON-0014888,OPP-0001575
ACT-00007979,call,Activity 00007979,2024-07-14 17:20:04,CON-0002412,
ACT-00007980,meeting,Activity 00007980,2023-12-03 12:03:06,,OPP-0001649
ACT-00007981,email,Activity 00007981,2025-09-01 11:45:50,,OPP-0000051
ACT-00007982,email,Activity 00007982,2023-04-28 13:08:12,CON-0008395,
ACT-00007983,email,Activity 00007983,2023-03-18 23:32:46,CON-0006555,OPP-0002033
ACT-00007984,email,Activity 00007984,2023-06-02 16:41:25,CON-0011997,OPP-0002188
ACT-00007985,demo,Activity 00007985,2025-05-15 17:17:26,CON-0006402,
ACT-00007986,email,Activity 00007986,2025-03-18 01:15:14,,OPP-0001161
ACT-00007987,meeting,Activity 00007987,2024-10-01 01:37:37,CON-0002909,
ACT-00007988,email,Activity 00007988,2025-11-08 02:43:37,CON-0012947,OPP-0000879
ACT-00007989,call,Activity 00007989,2023-03-03 09:00:29,CON-0006580,
ACT-00007990,email,Activity 00007990,2023-03-10 20:08:47,CON-0001262,OPP-0001526
ACT-00007991,call,Activity 00007991,2025-12-05 16:55:24,CON-0009022,OPP-0000258
ACT-00007992,note,Activity 00007992,2023-09-22 23:40:20,CON-0004201,
