opportunity_id,name,stage,amount,close_date,created_at,account_id
OPP-0001539,Deal 0001539,negotiation,4789.1,2023-10-18,2025-12-03 01:41:04,ACC-0004942
OPP-0001540,Deal 0001540,qualification,18685.79,2024-01-26,2023-07-05 23:57:15,ACC-0004862
OPP-0001541,Deal 0001541,prospect,6565.1,2024-01-13,2022-08-03 02:12:28,ACC-0000488
OPP-0001542,Deal 0001542,proposal,181098.31,2023-01-31,2022-12-22 14:17:30,ACC-0002396
OPP-0001543,Deal 0001543,proposal,27105.19,2023-03-30,2024-12-21 19:47:02,ACC-0003184
OPP-0001544,Deal 0001544,won,19007.48,2025-09-21,2024-07-28 22:44:43,ACC-0000837
OPP-0001545,Deal 0001545,won,7447.83,2024-05-22,2023-10-20 06:16:43,ACC-0001327
OPP-0001546,Deal 0001546,proposal,58950.97,2024-04-19,2025-01-30 16:59:21,ACC-0004911
OPP-0001547,Deal 0001547,qualification,14928.82,2026-05-03,2023-11-15 04:35:52,ACC-0003305
OPP-0001548,Deal 0001548,won,85607.12,2024-07-26,2023-07-18 09:18:58,ACC-0004151
OPP-0001549,Deal 0001549,lost,8801.14,2025-07-08,2024-07-24 14:53:10,ACC-0000654
OPP-0001550,Deal 0001550,won,32289.58,2024-03-27,2025-08-29 05:23:50,ACC-0001352
OPP-0001551,Deal 0001551,won,73805.22,2025-10-26,2023-05-21 02:10:26,ACC-0001782
OPP-0001552,Deal 0001552,qualification,124360.64,2026-02-04,2022-04-13 07:05:29,ACC-0003621
OPP-0001553,Deal 0001553,proposal,8945.47,2025-01-16,2023-11-01 03:46:48,ACC-0000947
OPP-0001554,Deal 0001554,proposal,131658.74,2026-05-20,2025-11-29 05:18:55,ACC-0002918
OPP-0001555,Deal 0001555,qualification,15407.85,2023-10-24,2022-09-26 15:14:18,ACC-0004680
OPP-0001556,Deal 0001556,prospect,25127.6,2024-01-09,2023-07-22 22:07:44,ACC-0002825
OPP-0001557,Deal 0001557,lost,26997.31,2025-11-10,2025-02-24 15:15:19,ACC-0001789
OPP-0001558,Deal 0001558,lost,192937.06,2024-05-13,2024-10-05 05:51:58,ACC-0001547
OPP-0001559,Deal 0001559,prospect,16488.27,2024-12-06,2022-02-04 06:12:32,ACC-0003459
OPP-0001560,Deal 0001560,won,8151.54,2025-02-19,2025-05-22 23:03:57,ACC-0001245
OPP-0001561,Deal 0001561,won,508548.11,2023-01-25,2022-09-24 03:00:35,ACC-0004837
OPP-0001562,Deal 0001562,qualification,29650.57,2025-10-01,2025-01-14 00:38:17,ACC-0001728
OPP-0001563,Deal 0001563,proposal,346910.4,2024-02-28,2023-07-16 01:50:37,ACC-0004708
OPP-0001564,Deal 0001564,qualification,49543.66,2025-12-02,2023-01-27 00:45:23,ACC-0000958
OPP-0001565,Deal 0001565,negotiation,54210.74,2023-11-22,2024-09-30 12:27:56,ACC-0000769
OPP-0001566,Deal 0001566,proposal,93265.52,2023-10-01,2025-06-02 11:36:04,ACC-0004525
OPP-0001567,Deal 0001567,proposal,39279.7,2025-03-08,2024-06-02 09:29:01,ACC-0002657
OPP-0001568,Deal 0001568,prospect,6896.85,2023-10-19,2022-09-09 06:41:50,ACC-0001543
OPP-0001569,Deal 0001569,lost,94226.32,2023-02-11,2024-08-28 08:12:49,ACC-0002579
OPP-0001570,Deal 0001570,won,22568.03,2023-06-17,2023-07-08 04:12:24,ACC-0004265
OPP-0001571,Deal 0001571,qualification,34865.65,2026-01-14,2025-05-03 06:57:32,ACC-0001738
OPP-0001572,Deal 0001572,prospect,37692.48,2026-03-01,2024-03-13 22:03:22,ACC-0001195
OPP-0001573,Deal 0001573,proposal,4068.52,2026-04-26,2022-09-11 16:36:47,ACC-0004459
OPP-0001574,Deal 0001574,negotiation,22507.94,2024-01-30,2022-04-26 09:02:05,ACC-0002814
OPP-0001575,Deal 0001575,won,15244.63,2024-02-20,2024-08-08 00:16:38,ACC-0004574
OPP-0001576,Deal 0001576,qualification,13086.44,2024-09-02,2022-01-27 13:05:47,ACC-0003694
OPP-0001577,Deal 0001577,negotiation,2045.71,2024-07-12,2025-06-08 17:12:33,ACC-0002495
OPP-0001578,Deal 0001578,negotiation,11880.3,2023-10-06,2022-10-14 22:07:27,ACC-0004990
OPP-0001579,Deal 0001579,qualification,101029.43,2025-09-04,2022-11-03 06:16:43,ACC-0002030
OPP-0001580,Deal 0001580,proposal,109695.08,2025-05-27,2025-08-07 06:59:27,ACC-0003351
OPP-0001581,Deal 0001581,prospect,162231.63,2024-04-15,2024-08-24 11:58:29,ACC-0001276
OPP-0001582,Deal 0001582,qualification,14471.09,2023-04-21,2023-11-14 13:29:47,ACC-0004012
OPP-0001583,Deal 0001583,qualification,9712.43,2023-10-18,2025-04-21 23:59:25,ACC-0000031
OPP-0001584,Deal 0001584,negotiation,85369.97,2025-07-08,2023-08-11 13:07:31,ACC-0004321
OPP-0001585,Deal 0001585,negotiation,56994.74,2025-07-07,2024-12-13 18:31:50,ACC-0002705
OPP-0001586,Deal 0001586,qualification,61776.04,2026-05-22,2025-07-08 05:47:21,ACC-0000015
OPP-0001587,Deal 0001587,qualification,13854.26,2025-01-16,2022-09-13 00:24:58,ACC-0001698
OPP-0001588,Deal 0001588,prospect,12168.23,2025-11-09,2022-05-22 22:30:42,ACC-0003774
OPP-0001589,Deal 0001589,qualification,12498.5,2024-10-31,2023-01-11 22:50:54,ACC-0004397
OPP-0001590,Deal 0001590,won,40134.61,2024-05-14,2024-11-18 11:56:15,ACC-0003762
OPP-0001591,Deal 0001591,prospect,34095.75,2023-03-07,2022-10-22 08:10:28,ACC-0000887
OPP-0001592,Deal 0001592,prospect,7396.8,2025-08-28,2023-08-09 10:30:52,ACC-0001847
OPP-0001593,Deal 0001593,won,30236.31,2025-10-31,2022-03-21 11:54:10,ACC-0002411
OPP-0001594,Deal 0001594,proposal,23029.09,2025-05-28,2022-07-02 07:35:27,ACC-0002113
OPP-0001595,Deal 0001595,prospect,40356.88,2026-01-19,2024-03-27 18:31:51,ACC-0001312
OPP-0001596,Deal 0001596,prospect,36257.23,2025-04-15,2023-08-13 13:26:41,ACC-0001552
OPP-0001597,Deal 0001597,qualification,44131.8,2024-02-18,2024-06-09 06:03:15,ACC-0000039
OPP-0001598,Deal 0001598,proposal,50410.74,2026-01-02,2025-02-03 19:15:28,ACC-0001606
OPP-0001599,Deal 0001599,negotiation,8108.23,2025-06-01,2022-12-26 05:19:27,ACC-0002172
OPP-0001600,Deal 0001600,qualification,3753.52,2023-12-04,2024-08-08 14:29:48,ACC-0000122
OPP-0001601,Deal 0001601,lost,43100.33,2023-06-30,2023-10-21 08:41:33,ACC-0001327
OPP-0001602,Deal 0001602,proposal,7602.58,2024-08-21,2025-05-13 04:24:31,ACC-0003598
OPP-0001603,Deal 0001603,qualification,7352.93,2024-10-24,2023-09-15 06:10:54,ACC-0002203
OPP-0001604,Deal 0001604,prospect,18218.01,2025-05-17,2022-04-04 06:46:58,ACC-0002307
OPP-0001605,Deal 0001605,qualification,63752.58,2025-05-24,2022-06-14 14:56:10,ACC-0004640
OPP-0001606,Deal 0001606,negotiation,16347.03,2023-06-23,2025-06-09 19:21:42,ACC-0002827
OPP-0001607,Deal 0001607,won,4326.05,2023-12-30,2025-10-10 11:41:22,ACC-0003652
OPP-0001608,Deal 0001608,prospect,15308.17,2024-07-25,2022-10-17 21:46:14,ACC-0000086
OPP-0001609,Deal 0001609,prospect,23699.8,2024-07-17,2025-05-07 08:16:36,ACC-0001259
OPP-0001610,Deal 0001610,won,27370.23,2023-08-10,2023-09-16 09:39:43,ACC-0003869
OPP-0001611,Deal 0001611,proposal,51654.89,2025-09-17,2025-09-28 19:44:08,ACC-0000923
OPP-0001612,Deal 0001612,qualification,37389.65,2023-06-28,2024-09-23 12:36:41,ACC-0003238
OPP-0001613,Deal 0001613,won,19300.38,2024-12-24,2024-01-15 04:36:57,ACC-0001862
OPP-0001614,Deal 0001614,lost,70711.4,2024-09-09,2023-10-23 19:51:27,ACC-0000776
OPP-0001615,Deal 0001615,proposal,32620.38,2025-07-20,2023-12-20 07:36:07,ACC-0002014
OPP-0001616,Deal 0001616,negotiation,48189.03,2024-02-05,2025-04-27 06:42:20,ACC-0000501
OPP-0001617,Deal 0001617,lost,25938.52,2025-10-11,2025-07-21 05:52:30,ACC-0000303
OPP-0001618,Deal 0001618,proposal,20149.33,2024-11-06,2022-03-27 07:55:07,ACC-0003178
OPP-0001619,Deal 0001619,negotiation,20987.79,2023-07-04,2022-06-13 10:57:14,ACC-0003588
OPP-0001620,Deal 0001620,qualification,47283.94,2025-06-16,2024-11-20 01:57:51,ACC-0003546
OPP-0001621,Deal 0001621,prospect,55671.85,2024-11-28,2023-12-16 12:38:41,ACC-0000783
OPP-0001622,Deal 0001622,prospect,67079.95,2025-01-26,2023-11-01 15:12:27,ACC-0001497
OPP-0001623,Deal 0001623,proposal,16780.5,2026-03-04,2025-12-17 10:05:23,ACC-0003895
OPP-0001624,Deal 0001624,negotiation,24419.4,2023-10-03,2023-05-23 10:02:37,ACC-0000464
OPP-0001625,Deal 0001625,prospect,29213.33,2023-11-21,2024-09-12 10:32:37,ACC-0003923
OPP-0001626,Deal 0001626,prospect,47358.75,2023-08-21,2023-07-24 09:21:41,ACC-0004110
OPP-0001627,Deal 0001627,qualification,11124.59,2025-05-16,2022-05-07 03:49:03,ACC-0003260
OPP-0001628,Deal 0001628,prospect,48993.75,2025-05-13,2022-03-05 17:09:21,ACC-0004279
OPP-0001629,Deal 0001629,proposal,42903.37,2024-07-14,2022-12-17 03:48:15,ACC-0000108
OPP-0001630,Deal 0001630,negotiation,36007.72,2024-04-01,2025-09-06 02:54:23,ACC-0004232
OPP-0001631,Deal 0001631,prospect,67107.13,2025-08-31,2023-09-17 00:00:25,ACC-0003921
OPP-0001632,Deal 0001632,prospect,8976.34,2025-07-06,2024-08-04 10:19:57,ACC-0003006
OPP-0001633,Deal 0001633,prospect,21403.71,2023-11-20,2025-11-30 11:57:05,ACC-0000445
OPP-0001634,Deal 0001634,prospect,212408.6,2024-10-12,2022-10-26 21:53:55,ACC-0001036
OPP-0001635,Deal 0001635,lost,12664.54,2025-10-31,2024-06-21 23:13:02,ACC-0004388
OPP-0001636,Deal 0001636,proposal,3097.42,2023-05-01,2022-09-17 01:09:18,ACC-0001503
OPP-0001637,Deal 0001637,won,103721.23,2024-10-30,2022-09-04 11:46:24,ACC-0001662
OPP-0001638,Deal 0001638,negotiation,32491.4,2023-03-17,2025-06-01 15:29:41,ACC-0003701
OPP-0001639,Deal 0001639,proposal,96440.41,2023-03-07,2022-11-10 10:12:02,ACC-0004979
OPP-0001640,Deal 0001640,won,43602.86,2023-04-25,2024-12-23 21:50:44,ACC-0002452
OPP-0001641,Deal 0001641,proposal,21349.03,2024-12-09,2025-03-29 05:18:59,ACC-0001036
OPP-0001642,Deal 0001642,prospect,15619.86,2024-05-30,2023-04-27 07:44:42,ACC-0000230
OPP-0001643,Deal 0001643,negotiation,59395.44,2023-11-26,2025-12-15 05:59:19,ACC-0000928
OPP-0001644,Deal 0001644,prospect,19394.51,2024-05-01,2024-04-02 08:12:44,ACC-0002765
OPP-0001645,Deal 0001645,lost,148630.92,2023-06-22,2024-06-13 13:37:28,ACC-0001881
OPP-0001646,Deal 0001646,proposal,39728.46,2025-05-01,2024-06-24 16:30:21,ACC-0003689
OPP-0001647,Deal 0001647,won,20182.91,2023-04-19,2025-01-05 01:28:03,ACC-0003476
OPP-0001648,Deal 0001648,won,9899.51,2023-09-12,2024-11-27 14:13:07,ACC-0001500
OPP-0001649,Deal 0001649,proposal,43860.38,2024-06-16,2023-11-12 09:39:49,ACC-0002769
OPP-0001650,Deal 0001650,qualification,11526.27,2024-11-30,2024-10-28 13:21:30,ACC-0004237
OPP-0001651,Deal 0001651,proposal,13926.15,2026-01-19,2023-03-23 01:53:08,ACC-0002090
OPP-0001652,Deal 0001652,qualification,31683.11,2025-08-29,2022-09-10 08:13:09,ACC-0000885
OPP-0001653,Deal 0001653,negotiation,6743.96,2026-04-25,2025-03-09 19:57:45,ACC-0001302
OPP-0001654,Deal 0001654,qualification,8572.41,2025-11-24,2025-03-28 12:29:08,ACC-0000607
OPP-0001655,Deal 0001655,won,2907.64,2024-04-09,2022-12-29 02:03:48,ACC-0004064
OPP-0001656,Deal 0001656,proposal,15639.33,2025-09-08,2025-06-06 17:38:01,ACC-0000568
OPP-0001657,Deal 0001657,prospect,9734.28,2024-09-30,2025-12-13 03:18:21,ACC-0002109
OPP-0001658,Deal 0001658,won,11314.5,2023-05-19,2022-01-20 02:43:19,ACC-0004438
OPP-0001659,Deal 0001659,prospect,24488.34,2025-04-06,2025-07-24 19:02:09,ACC-0003172
OPP-0001660,Deal 0001660,proposal,59371.82,2023-06-22,2025-02-21 08:00:52,ACC-0004617
OPP-0001661,Deal 0001661,proposal,5660.71,2026-01-12,2024-10-17 13:06:28,ACC-0004210
OPP-0001662,Deal 0001662,proposal,81917.95,2023-05-13,2025-08-08 09:30:02,ACC-0000444
OPP-0001663,Deal 0001663,proposal,49250.98,2025-04-01,2023-01-30 08:45:24,ACC-0002598
OPP-0001664,Deal 0001664,lost,8451.28,2024-01-10,2023-01-31 11:00:39,ACC-0003760
OPP-0001665,Deal 0001665,lost,4469.19,2024-06-11,2025-07-08 16:01:57,ACC-0003587
OPP-0001666,Deal 0001666,proposal,25442.88,2023-06-26,2025-12-15 20:20:18,ACC-0000454
OPP-0001667,Deal 0001667,qualification,8258.61,2025-05-07,2024-12-28 13:18:35,ACC-0001620
OPP-0001668,Deal 0001668,proposal,16915.11,2026-06-01,2023-10-01 03:54:36,ACC-0002746
OPP-0001669,Deal 0001669,qualification,111277.79,2023-07-18,2023-01-04 22:39:36,ACC-0000706
OPP-0001670,Deal 0001670,proposal,17054.32,2026-06-29,2025-10-30 15:29:44,ACC-0002472
OPP-0001671,Deal 0001671,prospect,10795.92,2024-12-15,2023-02-17 06:18:35,ACC-0000223
OPP-0001672,Deal 0001672,qualification,10343.96,2024-08-08,2022-03-18 14:03:33,ACC-0002643
OPP-0001673,Deal 0001673,lost,20018.4,2024-02-02,2023-09-04 01:22:47,ACC-0004692
OPP-0001674,Deal 0001674,prospect,40036.57,2025-09-26,2022-02-01 03:50:42,ACC-0000429
OPP-0001675,Deal 0001675,qualification,25639.02,2024-06-30,2023-10-18 11:08:33,ACC-0003899
OPP-0001676,Deal 0001676,qualification,30616.33,2025-09-02,2025-09-23 01:48:01,ACC-0002759
OPP-0001677,Deal 0001677,negotiation,59553.49,2023-09-07,2022-12-25 08:32:14,ACC-0001098
OPP-0001678,Deal 0001678,qualification,25558.53,2024-01-23,2023-10-04 08:13:38,ACC-0002193
OPP-0001679,Deal 0001679,won,339866.48,2024-08-11,2025-09-03 07:30:58,ACC-0001448
OPP-0001680,Deal 0001680,won,9326.38,2026-03-08,2024-05-08 19:01:48,ACC-0003181
OPP-0001681,Deal 0001681,proposal,18889.13,2026-04-17,2025-02-04 12:37:17,ACC-0004011
OPP-0001682,Deal 0001682,qualification,22932.72,2024-08-25,2023-12-12 10:14:12,ACC-0000903
OPP-0001683,Deal 0001683,qualification,23126.36,2024-05-18,2025-09-13 22:16:15,ACC-0002472
OPP-0001684,Deal 0001684,won,10488.66,2023-07-23,2022-10-08 02:49:56,ACC-0004179
OPP-0001685,Deal 0001685,prospect,18773.93,2025-02-05,2023-06-19 09:54:32,ACC-0001909
OPP-0001686,Deal 0001686,negotiation,26190.17,2026-05-16,2022-07-30 01:42:47,ACC-0000396
OPP-0001687,Deal 0001687,lost,44775.52,2025-02-22,2022-02-04 01:03:28,ACC-0004272
OPP-0001688,Deal 0001688,negotiation,61399.14,2024-10-04,2022-07-25 11:27:25,ACC-0000399
OPP-0001689,Deal 0001689,qualification,13115.25,2025-02-01,2022-02-16 13:53:43,ACC-0000949
OPP-0001690,Deal 0001690,proposal,699.92,2026-05-12,2025-11-08 16:21:26,ACC-0004031
OPP-0001691,Deal 0001691,qualification,25463.41,2026-06-27,2022-01-25 03:49:17,ACC-0001545
OPP-0001692,Deal 0001692,qualification,42033.96,2024-05-04,2023-09-22 03:19:22,ACC-0004132
OPP-0001693,Deal 0001693,negotiation,20198.83,2026-04-09,2025-07-14 07:10:07,ACC-0001321
OPP-0001694,Deal 0001694,negotiation,17423.83,2023-07-11,2022-12-26 23:59:45,ACC-0002090
OPP-0001695,Deal 0001695,won,43521.81,2025-08-20,2024-01-08 13:56:57,ACC-0002062
OPP-0001696,Deal 0001696,prospect,17157.5,2024-10-18,2022-02-05 00:23:12,ACC-0004771
OPP-0001697,Deal 0001697,negotiation,71953.56,2024-12-20,2023-12-08 19:19:18,ACC-0003002
OPP-0001698,Deal 0001698,lost,13711.77,2024-09-12,2024-02-16 15:08:31,ACC-0002423
OPP-0001699,Deal 0001699,prospect,2464.1,2024-07-08,2024-06-25 03:08:30,ACC-0002905
OPP-0001700,Deal 0001700,proposal,41409.94,2024-06-26,2025-06-04 03:22:46,ACC-0001411
OPP-0001701,Deal 0001701,negotiation,116179.47,2023-04-26,2022-06-17 04:39:06,ACC-0004181
OPP-0001702,Deal 0001702,negotiation,21645.27,2023-01-22,2022-03-10 07:15:38,ACC-0003846
OPP-0001703,Deal 0001703,lost,94133.8,2025-05-20,2023-11-29 15:37:11,ACC-0002152
OPP-0001704,Deal 0001704,qualification,33135.61,2026-04-18,2023-08-20 22:28:30,ACC-0000010
OPP-0001705,Deal 0001705,lost,18542.14,2026-04-14,2025-02-14 09:19:16,ACC-0003687
OPP-0001706,Deal 0001706,lost,21788.57,2024-07-26,2023-04-09 12:11:20,ACC-0000527
OPP-0001707,Deal 0001707,proposal,44794.67,2024-11-16,2024-09-25 16:07:12,ACC-0003179
OPP-0001708,Deal 0001708,prospect,110165.13,2024-08-04,2025-01-13 16:13:02,ACC-0004836
OPP-0001709,Deal 0001709,negotiation,17873.68,2025-02-28,2025-04-19 01:55:32,ACC-0001935
OPP-0001710,Deal 0001710,qualification,21280.91,2025-07-23,2022-11-16 09:38:42,ACC-0002446
OPP-0001711,Deal 0001711,negotiation,56751.41,2024-12-13,2025-05-11 12:11:24,ACC-0003823
OPP-0001712,Deal 0001712,negotiation,37499.55,2023-01-22,2023-01-01 15:00:56,ACC-0002812
OPP-0001713,Deal 0001713,negotiation,42923.51,2026-03-26,2024-10-07 23:53:21,ACC-0002430
OPP-0001714,Deal 0001714,proposal,43941.68,2024-04-05,2024-12-28 07:41:59,ACC-0000045
OPP-0001715,Deal 0001715,qualification,74808.92,2025-10-02,2022-09-17 19:38:08,ACC-0000262
OPP-0001716,Deal 0001716,proposal,53705.52,2025-11-15,2025-07-26 04:36:47,ACC-0004589
OPP-0001717,Deal 0001717,prospect,7734.13,2026-02-03,2025-06-19 01:53:57,ACC-0000939
OPP-0001718,Deal 0001718,negotiation,87450.98,2025-02-09,2023-12-29 22:56:57,ACC-0000148
OPP-0001719,Deal 0001719,lost,25089.96,2025-11-13,2023-06-26 21:55:51,ACC-0004880
OPP-0001720,Deal 0001720,qualification,54823.02,2025-09-12,2022-11-18 05:43:29,ACC-0003256
OPP-0001721,Deal 0001721,lost,30200.18,2024-11-27,2022-10-02 23:27:04,ACC-0000520
OPP-0001722,Deal 0001722,negotiation,30933.31,2026-05-31,2024-02-28 05:47:05,ACC-0000689
OPP-0001723,Deal 0001723,lost,15559.21,2024-01-31,2025-03-24 11:24:14,ACC-0004081
OPP-0001724,Deal 0001724,lost,8340.85,2025-08-11,2025-10-26 18:16:26,ACC-0000344
OPP-0001725,Deal 0001725,won,23331.99,2024-01-17,2025-08-13 06:36:33,ACC-0002496
OPP-0001726,Deal 0001726,qualification,8189.02,2025-03-20,2025-11-19 23:04:39,ACC-0001808
OPP-0001727,Deal 0001727,won,5533.53,2023-09-20,2024-03-01 23:42:11,ACC-0003036
OPP-0001728,Deal 0001728,negotiation,57486.68,2023-04-16,2024-04-02 03:19:07,ACC-0001359
OPP-0001729,Deal 0001729,proposal,3881.86,2025-06-03,2023-08-16 11:43:13,ACC-0004513
OPP-0001730,Deal 0001730,won,34815.42,2024-04-19,2023-10-01 21:04:36,ACC-0000667
OPP-0001731,Deal 0001731,won,16525.05,2024-12-27,2025-12-03 00:07:21,ACC-0000763
OPP-0001732,Deal 0001732,won,39758.61,2023-08-26,2023-06-01 20:44:27,ACC-0003096
OPP-0001733,Deal 0001733,won,101016.57,2025-02-01,2022-05-19 13:39:36,ACC-0001690
OPP-0001734,Deal 0001734,proposal,37898.46,2023-01-14,2025-03-17 01:55:57,ACC-0003084
OPP-0001735,Deal 0001735,lost,5408.11,2023-01-18,2024-12-25 21:06:07,ACC-0004525
OPP-0001736,Deal 0001736,won,22893.48,2025-02-28,2024-03-13 18:43:43,ACC-0004430
OPP-0001737,Deal 0001737,negotiation,106948.61,2024-01-22,2023-08-15 14:24:58,ACC-0003568
OPP-0001738,Deal 0001738,proposal,15031.49,2024-10-06,2025-11-23 14:55:27,ACC-0002819
OPP-0001739,Deal 0001739,won,22995.6,2024-10-08,2024-01-14 22:46:54,ACC-0004421
OPP-0001740,Deal 0001740,won,6990.63,2024-07-05,2025-07-01 19:17:57,ACC-0003860
OPP-0001741,Deal 0001741,negotiation,25371.72,2025-12-22,2024-03-20 07:20:38,ACC-0001345
OPP-0001742,Deal 0001742,negotiation,19962.85,2023-01-29,2024-02-06 09:26:41,ACC-0001514
OPP-0001743,Deal 0001743,negotiation,22008.11,2025-06-30,2022-05-16 07:36:05,ACC-0003962
OPP-0001744,Deal 0001744,qualification,26030.58,2026-01-09,2022-08-28 19:41:10,ACC-0001766
OPP-0001745,Deal 0001745,prospect,24477.67,2023-02-25,2024-01-01 15:51:45,ACC-0001616
OPP-0001746,Deal 0001746,prospect,8740.85,2023-07-13,2024-03-23 07:55:15,ACC-0003642
OPP-0001747,Deal 0001747,won,164218.12,2024-04-15,2025-06-26 15:12:40,ACC-0000956
OPP-0001748,Deal 0001748,won,52863.34,2024-11-09,2022-02-11 20:34:58,ACC-0004818
OPP-0001749,Deal 0001749,prospect,25160.65,2026-01-23,2025-08-19 23:49:07,ACC-0000209
OPP-0001750,Deal 0001750,won,10551.66,2024-08-01,2023-02-19 16:01:18,ACC-0003747
OPP-0001751,Deal 0001751,won,19716.93,2024-08-12,2025-04-13 17:36:22,ACC-0004313
OPP-0001752,Deal 0001752,qualification,34234.15,2023-08-08,2024-09-04 08:06:10,ACC-0001651
OPP-0001753,Deal 0001753,proposal,9718.65,2025-01-08,2025-02-25 07:38:39,ACC-0000160
OPP-0001754,Deal 0001754,lost,2714.4,2024-06-19,2022-05-09 22:52:39,ACC-0004888
OPP-0001755,Deal 0001755,qualification,17625.62,2023-04-02,2023-11-17 23:20:24,ACC-0000101
OPP-0001756,Deal 0001756,prospect,5420.57,2025-06-05,2025-06-04 07:41:11,ACC-0000087
OPP-0001757,Deal 0001757,proposal,40350.93,2024-04-04,2022-06-27 00:44:35,ACC-0000989
OPP-0001758,Deal 0001758,prospect,27019.04,2023-12-24,2025-03-24 05:17:08,ACC-0000453
OPP-0001759,Deal 0001759,prospect,21912.71,2025-11-27,2023-07-11 22:11:01,ACC-0004787
OPP-0001760,Deal 0001760,lost,59901.83,2025-05-23,2024-09-24 22:40:02,ACC-0002652
OPP-0001761,Deal 0001761,negotiation,5407.65,2024-10-17,2023-04-04 04:33:35,ACC-0000445
OPP-0001762,Deal 0001762,prospect,6601.79,2023-11-17,2023-10-02 15:57:19,ACC-0000131
OPP-0001763,Deal 0001763,prospect,28905.78,2024-02-20,2023-12-04 16:39:16,ACC-0000717
OPP-0001764,Deal 0001764,prospect,4581.58,2023-08-28,2025-04-24 13:58:53,ACC-0000833
OPP-0001765,Deal 0001765,qualification,35118.14,2025-10-02,2024-05-18 18:25:07,ACC-0000683
OPP-0001766,Deal 0001766,prospect,17160.6,2024-12-08,2025-10-13 04:18:19,ACC-0002529
OPP-0001767,Deal 0001767,qualification,17254.94,2025-01-29,2022-12-21 18:29:04,ACC-0002426
OPP-0001768,Deal 0001768,proposal,27012.14,2025-01-05,2025-06-06 11:39:32,ACC-0003232
OPP-0001769,Deal 0001769,proposal,17670.15,2025-01-08,2025-04-22 16:36:09,ACC-0000279
OPP-0001770,Deal 0001770,proposal,31271.3,2025-03-30,2022-06-21 12:05:58,ACC-0000031
OPP-0001771,Deal 0001771,negotiation,16342.38,2026-02-24,2025-02-26 07:37:43,ACC-0001180
OPP-0001772,Deal 0001772,qualification,15144.13,2026-05-16,2023-04-05 02:50:38,ACC-0000825
OPP-0001773,Deal 0001773,lost,20686.53,2023-08-13,2023-02-13 23:26:05,ACC-0002086
OPP-0001774,Deal 0001774,won,11146.42,2024-05-30,2022-07-26 21:32:34,ACC-0002126
OPP-0001775,Deal 0001775,qualification,38954.87,2024-02-02,2025-06-11 12:47:01,ACC-0000950
OPP-0001776,Deal 0001776,qualification,541485.25,2026-04-10,2022-03-28 08:46:30,ACC-0002625
OPP-0001777,Deal 0001777,lost,42491.18,2024-07-23,2023-08-01 07:40:23,ACC-0003888
OPP-0001778,Deal 0001778,negotiation,195568.0,2024-09-09,2025-03-04 12:09:05,ACC-0001802
OPP-0001779,Deal 0001779,qualification,14801.77,2023-10-10,2024-09-28 20:35:16,ACC-0003068
OPP-0001780,Deal 0001780,qualification,74547.05,2023-05-15,2025-02-20 01:31:49,ACC-0002707
OPP-0001781,Deal 0001781,won,62590.17,2023-07-26,2023-09-07 03:41:54,ACC-0000091
OPP-0001782,Deal 0001782,qualification,6841.1,2025-11-28,2022-07-24 12:47:36,ACC-0001309
OPP-0001783,Deal 0001783,lost,33672.18,2026-04-17,2025-05-07 14:29:38,ACC-0002326
OPP-0001784,Deal 0001784,qualification,19996.24,2024-09-05,2022-07-13 00:02:00,ACC-0002258
OPP-0001785,Deal 0001785,lost,42536.0,2025-07-20,2025-07-21 21:25:20,ACC-0004320
OPP-0001786,Deal 0001786,proposal,7199.67,2023-01-12,2024-10-31 23:49:26,ACC-0004703
OPP-0001787,Deal 0001787,qualification,60985.09,2025-01-31,2025-08-17 02:31:05,ACC-0002364
OPP-0001788,Deal 0001788,proposal,53780.01,2024-05-15,2022-10-11 00:40:00,ACC-0000720
OPP-0001789,Deal 0001789,qualification,20215.05,2023-12-25,2024-04-28 07:17:19,ACC-0003989
OPP-0001790,Deal 0001790,won,71862.75,2024-10-14,2024-05-20 19:18:19,ACC-0000008
OPP-0001791,Deal 0001791,qualification,28172.99,2024-07-09,2022-04-29 06:47:47,ACC-0002017
OPP-0001792,Deal 0001792,proposal,39107.19,2025-10-28,2024-12-21 21:48:20,ACC-0002183
OPP-0001793,Deal 0001793,negotiation,44530.03,2025-07-27,2024-07-03 15:22:51,ACC-0002768
OPP-0001794,Deal 0001794,prospect,48684.83,2024-01-07,2024-04-20 18:52:31,ACC-0004141
OPP-0001795,Deal 0001795,lost,37700.79,2026-02-23,2025-09-11 01:30:16,ACC-0002836
OPP-0001796,Deal 0001796,lost,12498.75,2023-08-14,2025-03-21 21:53:25,ACC-0004909
OPP-0001797,Deal 0001797,prospect,144613.91,2023-04-25,2024-08-01 09:37:52,ACC-0000407
OPP-0001798,Deal 0001798,prospect,8619.42,2023-07-16,2024-05-25 11:04:54,ACC-0003198
OPP-0001799,Deal 0001799,won,53635.08,2023-06-04,2025-11-20 22:50:59,ACC-0000219
OPP-0001800,Deal 0001800,prospect,151117.74,2025-09-16,2025-08-22 15:07:10,ACC-0002404
OPP-0001801,Deal 0001801,won,26188.4,2023-08-18,2022-11-07 06:38:42,ACC-0002852
OPP-0001802,Deal 0001802,negotiation,194258.57,2023-12-18,2024-09-29 09:17:13,ACC-0004899
OPP-0001803,Deal 0001803,prospect,11175.86,2025-06-01,2025-10-01 00:59:32,ACC-0002784
