opportunity_id,contact_id,role
OPP-0002109,CON-0007328,technical
OPP-0001066,CON-0004844,decision_maker
OPP-0001287,CON-0000064,influencer
OPP-0001922,CON-0012713,financial
OPP-0001038,CON-0005283,decision_maker
OPP-0000672,CON-0014079,financial
OPP-0001053,CON-0003636,end_user
OPP-0000486,CON-0009554,financial
OPP-0000239,CON-0002107,technical
OPP-0001660,CON-0003616,decision_maker
OPP-0000769,CON-0010592,financial
OPP-0001710,CON-0005860,technical
OPP-0002319,CON-0014005,technical
OPP-0002182,CON-0014680,financial
OPP-0002592,CON-0011803,end_user
OPP-0001641,CON-0004789,end_user
OPP-0001604,CON-0013878,influencer
OPP-0001780,CON-0009147,financial
OPP-0002496,CON-0012206,technical
OPP-0001421,CON-0001919,influencer
OPP-0002797,CON-0002631,technical
OPP-0002500,CON-0012812,end_user
OPP-0001222,CON-0014323,technical
OPP-0000825,CON-0011665,influencer
OPP-0001238,CON-0008995,influencer
OPP-0001712,CON-0004050,financial
OPP-0002566,CON-0013216,influencer
OPP-0000598,CON-0000495,technical
OPP-0000071,CON-0008090,end_user
OPP-0001417,CON-0001918,technical
OPP-0001952,CON-0014200,end_user
OPP-0001874,CON-0004321,financial
OPP-0001376,CON-0012136,end_user
OPP-0001963,CON-0008184,financial
OPP-0002433,CON-0000970,decision_maker
OPP-0000600,CON-0011575,financial
OPP-0000354,CON-0008458,end_user
OPP-0001288,CON-0002198,influencer
OPP-0001057,CON-0002840,end_user
OPP-0000192,CON-0008579,influencer
OPP-0001333,CON-0005024,technical
OPP-0002991,CON-0012818,end_user
OPP-0000810,CON-0007403,influencer
OPP-0002405,CON-0000353,end_user
OPP-0001401,CON-0001508,influencer
OPP-0000165,CON-0010121,financial
OPP-0001279,CON-0000858,influencer
OPP-0002395,CON-0004283,technical
OPP-0000858,CON-0007717,technical
OPP-0000612,CON-0003235,influencer
OPP-0001328,CON-0008373,influencer
OPP-0000160,CON-0010986,end_user
OPP-0002392,CON-0001165,decision_maker
OPP-0002323,CON-0014561,financial
OPP-0001371,CON-0012368,technical
OPP-0002208,CON-0000323,technical
OPP-0000924,CON-0010092,financial
OPP-0001596,CON-0014796,end_user
OPP-0000358,CON-0011992,decision_maker
OPP-0001302,CON-0005174,decision_maker
OPP-0001444,CON-0007339,influencer
OPP-0000874,CON-0003720,technical
OPP-0002957,CON-0012425,influencer
OPP-0000004,CON-0008576,technical
OPP-0002381,CON-0004861,influencer
OPP-0000266,CON-0003938,decision_maker
OPP-0002746,CON-0012033,end_user
OPP-0000594,CON-0012323,decision_maker
OPP-0001639,CON-0002727,influencer
OPP-0002827,CON-0013460,influencer
OPP-0002108,CON-0010633,influencer
OPP-0000782,CON-0007788,end_user
OPP-0000689,CON-0001891,financial
OPP-0000598,CON-0011784,decision_maker
OPP-0002440,CON-0006416,end_user
OPP-0001475,CON-0011511,decision_maker
OPP-0001717,CON-0012076,technical
OPP-0001268,CON-0013395,decision_maker
OPP-0002598,CON-0012126,decision_maker
OPP-0001018,CON-0009816,financial
OPP-0000657,CON-0007947,technical
OPP-0000343,CON-0003465,influencer
OPP-0000879,CON-0007934,decision_maker
OPP-0000879,CON-0003222,decision_maker
OPP-0002350,CON-0006667,financial
OPP-0002969,CON-0013723,influencer
OPP-0002095,CON-0006321,technical
OPP-0000521,CON-0011278,influencer
OPP-0002190,CON-0006114,technical
OPP-0000030,CON-0003095,influencer
OPP-0001090,CON-0003720,technical
OPP-0001434,CON-0014020,financial
OPP-0001854,CON-0012719,decision_maker
OPP-0000771,CON-0006742,decision_maker
OPP-0002408,CON-0009407,end_user
OPP-0000654,CON-0014940,end_user
OPP-0000052,CON-0004818,end_user
OPP-0001705,CON-0008679,end_user
OPP-0002611,CON-0008494,end_user
OPP-0001175,CON-0003892,financial
OPP-0001578,CON-0008644,decision_maker
OPP-0001396,CON-0011027,end_user
OPP-0001415,CON-0001419,influencer
OPP-0000933,CON-0012212,technical
OPP-0000799,CON-0010107,decision_maker
OPP-0002727,CON-0010684,financial
OPP-0001170,CON-0004342,influencer
OPP-0000298,CON-0000627,end_user
OPP-0001408,CON-0001485,technical
OPP-0002591,CON-0012516,influencer
OPP-0002765,CON-0013683,technical
OPP-0001348,CON-0013948,decision_maker
OPP-0000571,CON-0000276,influencer
OPP-0002657,CON-0003373,technical
OPP-0001278,CON-0011905,end_user
OPP-0002487,CON-0002270,end_user
OPP-0002753,CON-0007252,technical
OPP-0002497,CON-0003779,end_user
OPP-0000160,CON-0009540,financial
OPP-0000641,CON-0011720,influencer
OPP-0001505,CON-0009910,technical
OPP-0002989,CON-0013244,decision_maker
OPP-0002858,CON-0006948,technical
OPP-0002821,CON-0009287,decision_maker
OPP-0002902,CON-0010212,end_user
OPP-0000314,CON-0014242,technical
OPP-0000658,CON-0014073,technical
OPP-0001144,CON-0010235,influencer
OPP-0000729,CON-0013420,influencer
OPP-0000578,CON-0003103,end_user
OPP-0002086,CON-0011245,influencer
OPP-0002151,CON-0006623,influencer
OPP-0001345,CON-0000227,end_user
OPP-0002158,CON-0000934,influencer
OPP-0001997,CON-0009864,influencer
OPP-0001482,CON-0011510,influencer
OPP-0000534,CON-0003039,decision_maker
OPP-0002525,CON-0003119,financial
OPP-0002137,CON-0011492,influencer
OPP-0001341,CON-0003407,end_user
OPP-0000897,CON-0000222,financial
OPP-0001930,CON-0003716,end_user
OPP-0000181,CON-0008497,influencer
OPP-0000913,CON-0010616,decision_maker
OPP-0001746,CON-0006942,decision_maker
OPP-0000821,CON-0007599,end_user
OPP-0000774,CON-0002998,decision_maker
OPP-0000223,CON-0004153,end_user
OPP-0000951,CON-0004225,technical
OPP-0000393,CON-0000142,technical
OPP-0000365,CON-0000954,technical
OPP-0002347,CON-0002502,end_user
OPP-0001205,CON-0010189,decision_maker
OPP-0000426,CON-0003185,decision_maker
OPP-0001952,CON-0004776,end_user
OPP-0001291,CON-0011836,decision_maker
OPP-0001976,CON-0008314,end_user
OPP-0002792,CON-0008972,financial
OPP-0001687,CON-0001092,decision_maker
OPP-0000110,CON-0006730,end_user
OPP-0000151,CON-0003290,decision_maker
OPP-0002142,CON-0007370,decision_maker
OPP-0002416,CON-0011242,end_user
OPP-0001312,CON-0012037,financial
OPP-0000756,CON-0003463,technical
OPP-0000136,CON-0003615,influencer
OPP-0000302,CON-0001524,influencer
OPP-0001937,CON-0014718,influencer
OPP-0000227,CON-0011042,end_user
OPP-0000870,CON-0011709,financial
OPP-0002234,CON-0010851,influencer
OPP-0000120,CON-0001433,end_user
OPP-0002794,CON-0006128,influencer
OPP-0000966,CON-0007647,financial
OPP-0001521,CON-0003442,financial
OPP-0001824,CON-0011425,end_user
OPP-0002502,CON-0005149,influencer
OPP-0002761,CON-0009990,technical
OPP-0001839,CON-0009007,end_user
OPP-0002388,CON-0005955,influencer
OPP-0000364,CON-0014207,end_user
OPP-0002041,CON-0000224,financial
OPP-0002363,CON-0001130,influencer
OPP-0001029,CON-0007955,end_user
OPP-0002359,CON-0007932,technical
OPP-0001380,CON-0004150,decision_maker
OPP-0002194,CON-0002903,technical
OPP-0002609,CON-0003520,influencer
OPP-0002565,CON-0011450,influencer
OPP-0000406,CON-0013897,technical
OPP-0000217,CON-0006813,end_user
OPP-0002532,CON-0001170,financial
OPP-0001181,CON-0011091,decision_maker
OPP-0000924,CON-0003481,technical
OPP-0000320,CON-0014839,influencer
OPP-0000752,CON-0001563,decision_maker
OPP-0001279,CON-0002662,decision_maker
OPP-0000263,CON-0005788,financial
OPP-0000039,CON-0002995,end_user
OPP-0000785,CON-0012377,end_user
OPP-0000369,CON-0010615,technical
OPP-0001808,CON-0010969,technical
OPP-0001767,CON-0012578,technical
OPP-0000564,CON-0005211,end_user
OPP-0002034,CON-0001386,technical
OPP-0001739,CON-0014120,end_user
OPP-0002440,CON-0014860,influencer
OPP-0002054,CON-0010671,decision_maker
OPP-0000363,CON-0006274,decision_maker
OPP-0000824,CON-0010658,decision_maker
OPP-0002724,CON-0006494,decision_maker
OPP-0000478,CON-0007524,technical
OPP-0000349,CON-0001137,financial
OPP-0002279,CON-0008334,decision_maker
OPP-0002852,CON-0009847,technical
OPP-0000702,CON-0000905,technical
OPP-0002942,CON-0014808,decision_maker
OPP-0001595,CON-0009114,influencer
OPP-0001652,CON-0006020,decision_maker
OPP-0001830,CON-0003659,end_user
OPP-0000383,CON-0008280,decision_maker
OPP-0001190,CON-0002679,financial
OPP-0002576,CON-0011839,influencer
OPP-0000123,CON-0003429,financial
OPP-0001387,CON-0011332,financial
OPP-0000015,CON-0003370,technical
OPP-0001823,CON-0004114,technical
OPP-0000372,CON-0008945,decision_maker
OPP-0002967,CON-0004088,decision_maker
OPP-0000817,CON-0010195,financial
OPP-0002489,CON-0011915,decision_maker
OPP-0001491,CON-0000030,technical
OPP-0001916,CON-0007764,end_user
OPP-0000566,CON-0008350,end_user
OPP-0001507,CON-0001391,decision_maker
OPP-0001466,CON-0004227,technical
OPP-0000532,CON-0003214,technical
OPP-0000001,CON-0010119,technical
OPP-0002191,CON-0004576,end_user
OPP-0002139,CON-0014529,technical
OPP-0002952,CON-0003550,decision_maker
OPP-0000563,CON-0000833,financial
OPP-0002520,CON-0008614,end_user
OPP-0001452,CON-0007787,end_user
OPP-0000802,CON-0003256,technical
OPP-0002559,CON-0001958,financial
OPP-0001284,CON-0003512,technical
OPP-0000336,CON-0007035,influencer
OPP-0000291,CON-0005812,end_user
OPP-0000352,CON-0013186,decision_maker
OPP-0002115,CON-0008063,financial
OPP-0001335,CON-0009331,financial
OPP-0000539,CON-0013068,decision_maker
OPP-0002022,CON-0001773,influencer
OPP-0001594,CON-0004654,end_user
OPP-0001318,CON-0006133,technical
OPP-0000426,CON-0007006,end_user
OPP-0002257,CON-0001461,end_user
OPP-0002164,CON-0008490,end_user
OPP-0002175,CON-0008290,decision_maker
OPP-0000500,CON-0002287,decision_maker
OPP-0001025,CON-0003585,decision_maker
OPP-0001707,CON-0008495,influencer
OPP-0001390,CON-0010010,financial
OPP-0001618,CON-0001889,influencer
OPP-0001481,CON-0003989,technical
OPP-0002590,CON-0007520,technical
OPP-0000346,CON-0005762,end_user
OPP-0001529,CON-0010725,decision_maker
OPP-0000832,CON-0007668,influencer
OPP-0001822,CON-0000520,technical
OPP-0000410,CON-0008678,technical
OPP-0000572,CON-0001044,decision_maker
OPP-0001191,CON-0012650,financial
OPP-0002235,CON-0003379,end_user
OPP-0001994,CON-0005887,financial
OPP-0000312,CON-0006201,financial
OPP-0001927,CON-0000688,decision_maker
OPP-0001287,CON-0009600,influencer
OPP-0002619,CON-0002601,financial
OPP-0002401,CON-0011799,influencer
OPP-0000230,CON-0008922,end_user
OPP-0002371,CON-0002247,decision_maker
OPP-0001719,CON-0011586,end_user
OPP-0002954,CON-0013767,technical
OPP-0001270,CON-0004155,influencer
OPP-0002022,CON-0009552,financial
OPP-0002781,CON-0009758,end_user
OPP-0002878,CON-0000192,end_user
OPP-0002750,CON-0000908,end_user
OPP-0002086,CON-0006762,financial
OPP-0001383,CON-0011422,financial
OPP-0001037,CON-0001220,financial
OPP-0000248,CON-0004579,influencer
OPP-0000717,CON-0007344,influencer
OPP-0001368,CON-0005154,end_user
OPP-0002258,CON-0012495,end_user
OPP-0002745,CON-0010968,influencer
OPP-0001733,CON-0002985,end_user
OPP-0001847,CON-0010298,financial
OPP-0001934,CON-0010625,influencer
OPP-0001055,CON-0000938,financial
OPP-0000838,CON-0012776,end_user
OPP-0002533,CON-0008599,influencer
OPP-0000733,CON-0009187,influencer
OPP-0001169,CON-0012365,financial
OPP-0001874,CON-0010950,financial
OPP-0001861,CON-0006762,decision_maker
OPP-0002772,CON-0002829,technical
OPP-0000023,CON-0002908,influencer
OPP-0000595,CON-0003187,end_user
OPP-0001807,CON-0011585,technical
OPP-0002788,CON-0006711,technical
OPP-0000997,CON-0011560,technical
OPP-0000308,CON-0003252,decision_maker
OPP-0001516,CON-0011149,end_user
OPP-0000061,CON-0009659,financial
OPP-0002595,CON-0008388,end_user
OPP-0001009,CON-0011282,financial
OPP-0002380,CON-0005492,financial
OPP-0002175,CON-0003737,decision_maker
OPP-0001262,CON-0005666,decision_maker
OPP-0002435,CON-0005778,decision_maker
OPP-0000374,CON-0013430,technical
OPP-0001650,CON-0012458,financial
OPP-0002802,CON-0002017,technical
OPP-0000067,CON-0006966,end_user
OPP-0002609,CON-0012768,technical
OPP-0001461,CON-0010665,influencer
OPP-0000491,CON-0000195,financial
OPP-0000473,CON-0004603,end_user
OPP-0002039,CON-0006747,end_user
OPP-0001620,CON-0007463,financial
OPP-0000969,CON-0004953,financial
OPP-0002696,CON-0001330,financial
OPP-0000613,CON-0003453,decision_maker
OPP-0002040,CON-0011756,end_user
OPP-0002712,CON-0001494,influencer
OPP-0001906,CON-0012165,financial
OPP-0001564,CON-0012265,influencer
OPP-0002489,CON-0009836,financial
OPP-0001159,CON-0011897,end_user
OPP-0001071,CON-0002810,technical
OPP-0000636,CON-0004059,financial
OPP-0001098,CON-0001432,technical
OPP-0000103,CON-0002222,end_user
OPP-0001675,CON-0009061,decision_maker
OPP-0001242,CON-0003438,end_user
OPP-0000576,CON-0001148,end_user
OPP-0002582,CON-0002401,end_user
OPP-0002982,CON-0010083,end_user
OPP-0001988,CON-0007084,technical
OPP-0000673,CON-0002766,influencer
OPP-0000605,CON-0011105,technical
OPP-0002584,CON-0014973,end_user
OPP-0002250,CON-0004332,technical
OPP-0000665,CON-0011310,financial
OPP-0002405,CON-0007715,financial
OPP-0002212,CON-0008299,influencer
OPP-0000018,CON-0014483,technical
OPP-0001448,CON-0013026,technical
OPP-0002972,CON-0003271,financial
OPP-0002813,CON-0013856,financial
OPP-0001429,CON-0000122,decision_maker
OPP-0002851,CON-0003597,technical
OPP-0000891,CON-0010857,decision_maker
OPP-0002313,CON-0013053,technical
OPP-0001674,CON-0013838,decision_maker
OPP-0001170,CON-0011857,influencer
OPP-0002529,CON-0002114,influencer
OPP-0001130,CON-0009372,technical
OPP-0001249,CON-0009143,decision_maker
OPP-0002397,CON-0009263,end_user
OPP-0000134,CON-0002082,financial
OPP-0002088,CON-0007466,end_user
OPP-0002604,CON-0000941,technical
OPP-0000268,CON-0002043,end_user
OPP-0000871,CON-0011514,end_user
OPP-0002227,CON-0004387,decision_maker
OPP-0002188,CON-0008441,influencer
OPP-0002154,CON-0014598,end_user
OPP-0000240,CON-0014126,influencer
OPP-0001921,CON-0000905,decision_maker
OPP-0001964,CON-0004900,technical
OPP-0001412,CON-0000688,decision_maker
OPP-0000414,CON-0011337,technical
OPP-0002987,CON-0010413,influencer
OPP-0002600,CON-0000446,end_user
OPP-0000227,CON-0008484,end_user
OPP-0001204,CON-0011098,technical
OPP-0002298,CON-0010413,financial
OPP-0002710,CON-0003868,end_user
OPP-0002647,CON-0004831,financial
OPP-0001337,CON-0010990,influencer
OPP-0000569,CON-0007934,decision_maker
OPP-0000356,CON-0003397,financial
OPP-0001053,CON-0014529,influencer
OPP-0000405,CON-0005181,decision_maker
OPP-0000442,CON-0013161,financial
OPP-0002120,CON-0004005,financial
OPP-0002216,CON-0011755,decision_maker
OPP-0001969,CON-0007561,decision_maker
OPP-0001819,CON-0004569,end_user
OPP-0000343,CON-0009335,decision_maker
OPP-0002097,CON-0012034,influencer
OPP-0001915,CON-0010541,financial
OPP-0002785,CON-0001774,technical
OPP-0002899,CON-0004060,technical
OPP-0000520,CON-0012379,influencer
OPP-0002310,CON-0013781,end_user
OPP-0000171,CON-0002474,end_user
OPP-0001008,CON-0002727,financial
OPP-0002763,CON-0012899,influencer
OPP-0001695,CON-0013539,influencer
OPP-0001879,CON-0006647,technical
OPP-0000986,CON-0005824,technical
OPP-0000391,CON-0001942,influencer
OPP-0000519,CON-0010679,technical
OPP-0002327,CON-0002933,decision_maker
OPP-0000545,CON-0012859,technical
OPP-0002418,CON-0004144,end_user
OPP-0001451,CON-0000376,influencer
OPP-0000038,CON-0008034,end_user
OPP-0001828,CON-0007237,financial
OPP-0002770,CON-0011155,technical
OPP-0001868,CON-0007589,technical
OPP-0002628,CON-0007944,influencer
OPP-0002169,CON-0014759,influencer
OPP-0000593,CON-0010099,end_user
OPP-0001102,CON-0007817,end_user
OPP-0000625,CON-0003153,end_user
OPP-0000242,CON-0010139,end_user
OPP-0000685,CON-0009987,technical
OPP-0002443,CON-0003643,technical
OPP-0001575,CON-0011597,technical
OPP-0000302,CON-0004207,influencer
OPP-0002385,CON-0003975,influencer
OPP-0001708,CON-0005194,end_user
OPP-0002539,CON-0004405,decision_maker
OPP-0002428,CON-0004366,technical
OPP-0000669,CON-0001528,decision_maker
OPP-0001857,CON-0010608,financial
OPP-0001323,CON-0013327,influencer
OPP-0002492,CON-0004473,end_user
OPP-0000610,CON-0005915,financial
OPP-0001548,CON-0008377,decision_maker
OPP-0002755,CON-0005591,influencer
OPP-0000455,CON-0012095,end_user
OPP-0002728,CON-0006606,end_user
OPP-0000486,CON-0001234,influencer
OPP-0000707,CON-0004203,financial
OPP-0000626,CON-0004296,influencer
OPP-0000320,CON-0013337,technical
OPP-0000976,CON-0011467,end_user
OPP-0001341,CON-0011628,decision_maker
OPP-0001451,CON-0005762,financial
OPP-0000488,CON-0014917,influencer
OPP-0001172,CON-0011324,influencer
OPP-0002766,CON-0010095,financial
OPP-0001197,CON-0007362,technical
OPP-0002652,CON-0006779,influencer
OPP-0000677,CON-0009677,influencer
OPP-0000378,CON-0014313,technical
OPP-0002223,CON-0007982,decision_maker
OPP-0002237,CON-0001215,technical
OPP-0000881,CON-0001901,technical
OPP-0000472,CON-0006348,technical
OPP-0000002,CON-0005980,financial
OPP-0001690,CON-0003175,technical
OPP-0000675,CON-0003920,influencer
OPP-0000655,CON-0007447,technical
OPP-0000687,CON-0010717,end_user
OPP-0002660,CON-0004259,influencer
OPP-0000871,CON-0002591,end_user
OPP-0000766,CON-0014187,technical
OPP-0000680,CON-0005207,influencer
OPP-0001597,CON-0001564,decision_maker
OPP-0000612,CON-0006780,financial
OPP-0002363,CON-0000380,technical
OPP-0001780,CON-0008150,influencer
OPP-0001055,CON-0005479,end_user
OPP-0001502,CON-0009898,influencer
OPP-0001995,CON-0007358,influencer
OPP-0002995,CON-0010265,technical
OPP-0002221,CON-0008445,financial
OPP-0000597,CON-0009810,decision_maker
OPP-0002602,CON-0004724,influencer
OPP-0002768,CON-0008114,financial
OPP-0002479,CON-0006766,influencer
OPP-0001505,CON-0012565,end_user
OPP-0000878,CON-0014466,influencer
OPP-0000603,CON-0007853,decision_maker
OPP-0002287,CON-0013516,technical
OPP-0002135,CON-0013359,end_user
OPP-0001376,CON-0005943,technical
OPP-0002123,CON-0009487,decision_maker
OPP-0000509,CON-0009508,end_user
OPP-0000987,CON-0008212,technical
OPP-0001251,CON-0007548,financial
OPP-0002395,CON-0007362,decision_maker
OPP-0001649,CON-0002918,influencer
OPP-0001333,CON-0003442,influencer
OPP-0002346,CON-0011282,decision_maker
OPP-0000193,CON-0000878,technical
OPP-0002904,CON-0013822,influencer
OPP-0000640,CON-0009810,decision_maker
OPP-0001570,CON-0009463,influencer
OPP-0002193,CON-0004222,influencer
OPP-0001541,CON-0008811,decision_maker
OPP-0001508,CON-0011163,financial
OPP-0001961,CON-0005580,influencer
OPP-0000626,CON-0007021,end_user
OPP-0002664,CON-0009622,financial
OPP-0000007,CON-0007058,financial
OPP-0001016,CON-0002038,end_user
OPP-0000363,CON-0005027,financial
OPP-0002081,CON-0006460,influencer
OPP-0000451,CON-0001277,technical
OPP-0000539,CON-0008236,influencer
OPP-0000370,CON-0005679,influencer
OPP-0001247,CON-0008629,decision_maker
OPP-0000878,CON-0005384,influencer
OPP-0000946,CON-0000477,end_user
OPP-0000027,CON-0013711,technical
OPP-0002586,CON-0013203,decision_maker
OPP-0002859,CON-0000926,influencer
OPP-0000657,CON-0001273,end_user
OPP-0000834,CON-0002807,technical
OPP-0001183,CON-0009376,influencer
OPP-0002942,CON-0009923,influencer
OPP-0002862,CON-0001493,influencer
OPP-0000160,CON-0013115,technical
OPP-0001555,CON-0009614,financial
OPP-0001061,CON-0003484,influencer
OPP-0001432,CON-0013142,technical
OPP-0001879,CON-0013070,financial
OPP-0000660,CON-0008016,decision_maker
OPP-0000799,CON-0012850,influencer
OPP-0001180,CON-0004727,decision_maker
OPP-0000912,CON-0009586,technical
OPP-0002596,CON-0006252,end_user
OPP-0002293,CON-0002566,technical
OPP-0000167,CON-0006661,financial
OPP-0001560,CON-0009300,decision_maker
OPP-0000144,CON-0008762,end_user
OPP-0000447,CON-0005567,end_user
OPP-0001760,CON-0011092,end_user
OPP-0002100,CON-0001454,technical
OPP-0002125,CON-0004275,financial
OPP-0002183,CON-0001735,technical
OPP-0001264,CON-0000382,decision_maker
OPP-0000559,CON-0006453,financial
OPP-0002298,CON-0007033,end_user
OPP-0000500,CON-0005612,technical
OPP-0002026,CON-0006474,influencer
OPP-0002821,CON-0004944,end_user
OPP-0002861,CON-0011725,decision_maker
OPP-0002485,CON-0012451,technical
OPP-0000275,CON-0010996,technical
OPP-0002244,CON-0011956,technical
OPP-0001897,CON-0009148,decision_maker
OPP-0002552,CON-0007470,decision_maker
OPP-0002324,CON-0014076,end_user
OPP-0001881,CON-0006041,decision_maker
OPP-0001436,CON-0004969,financial
OPP-0002477,CON-0014481,decision_maker
OPP-0002754,CON-0006773,technical
OPP-0000195,CON-0004541,technical
OPP-0001961,CON-0013906,decision_maker
OPP-0000080,CON-0009510,technical
OPP-0000269,CON-0014862,end_user
OPP-0002730,CON-0004167,financial
OPP-0002919,CON-0014608,end_user
OPP-0002437,CON-0005399,end_user
OPP-0002671,CON-0003031,financial
OPP-0002465,CON-0011437,end_user
OPP-0002973,CON-0011195,end_user
OPP-0001343,CON-0005504,decision_maker
OPP-0000934,CON-0011463,decision_maker
OPP-0000754,CON-0013069,technical
OPP-0002858,CON-0002548,influencer
OPP-0001137,CON-0000081,influencer
OPP-0002931,CON-0011527,financial
OPP-0001058,CON-0001735,influencer
OPP-0000372,CON-0011914,financial
OPP-0001403,CON-0011186,end_user
OPP-0001007,CON-0001265,end_user
OPP-0000869,CON-0008671,financial
OPP-0000500,CON-0001404,influencer
OPP-0000583,CON-0005929,influencer
OPP-0002315,CON-0004585,technical
OPP-0001017,CON-0014638,influencer
OPP-0001945,CON-0009588,financial
OPP-0000669,CON-0012606,end_user
OPP-0000779,CON-0009615,financial
OPP-0000081,CON-0005124,end_user
OPP-0001347,CON-0005368,decision_maker
OPP-0002243,CON-0014965,financial
OPP-0000826,CON-0010488,technical
OPP-0001625,CON-0002153,decision_maker
OPP-0000436,CON-0006149,technical
OPP-0002775,CON-0012038,end_user
OPP-0002147,CON-0011167,influencer
OPP-0002493,CON-0000540,influencer
OPP-0002199,CON-0012941,financial
OPP-0001167,CON-0001906,end_user
OPP-0001823,CON-0014515,technical
OPP-0002829,CON-0012223,decision_maker
OPP-0000785,CON-0002573,end_user
OPP-0000281,CON-0001452,financial
OPP-0002385,CON-0010885,financial
OPP-0002455,CON-0000576,financial
OPP-0001243,CON-0011426,end_user
OPP-0001075,CON-0001773,influencer
OPP-0001992,CON-0006901,technical
OPP-0002320,CON-0000769,decision_maker
OPP-0001939,CON-0004356,technical
OPP-0001350,CON-0013741,decision_maker
OPP-0002411,CON-0010320,decision_maker
OPP-0002687,CON-0004211,financial
OPP-0000128,CON-0011088,influencer
OPP-0000958,CON-0012666,financial
OPP-0002041,CON-0012416,financial
OPP-0000240,CON-0010351,influencer
OPP-0000424,CON-0003633,technical
OPP-0000528,CON-0001155,technical
OPP-0001133,CON-0006250,technical
OPP-0000602,CON-0009105,technical
OPP-0002338,CON-0004555,technical
OPP-0001894,CON-0008203,decision_maker
OPP-0001405,CON-0004980,technical
OPP-0002031,CON-0002358,end_user
OPP-0000283,CON-0005147,end_user
OPP-0002691,CON-0001507,influencer
OPP-0000768,CON-0012536,financial
OPP-0001937,CON-0000384,influencer
OPP-0000117,CON-0006024,technical
OPP-0001919,CON-0011521,end_user
OPP-0001391,CON-0008550,technical
OPP-0001198,CON-0002435,financial
OPP-0000490,CON-0006683,decision_maker
OPP-0001950,CON-0003965,technical
OPP-0002918,CON-0007247,influencer
OPP-0002962,CON-0005960,influencer
OPP-0001187,CON-0007993,financial
OPP-0002500,CON-0008501,technical
OPP-0002695,CON-0007754,influencer
OPP-0001101,CON-0012279,end_user
OPP-0002832,CON-0012294,technical
OPP-0000068,CON-0002829,technical
OPP-0000023,CON-0013275,technical
OPP-0002232,CON-0012440,influencer
OPP-0000232,CON-0000523,decision_maker
OPP-0002382,CON-0009177,financial
OPP-0002136,CON-0000877,decision_maker
OPP-0002709,CON-0003526,financial
OPP-0002639,CON-0009870,technical
OPP-0000418,CON-0007288,end_user
OPP-0001607,CON-0013132,decision_maker
OPP-0001084,CON-0000351,end_user
OPP-0002621,CON-0001114,decision_maker
OPP-0001274,CON-0001429,financial
OPP-0000179,CON-0009678,technical
OPP-0000823,CON-0001219,technical
OPP-0002258,CON-0009269,influencer
OPP-0001112,CON-0013195,technical
OPP-0001576,CON-0001744,financial
OPP-0000688,CON-0011846,technical
OPP-0000421,CON-0010319,financial
OPP-0002071,CON-0011316,financial
OPP-0002366,CON-0003395,financial
OPP-0000515,CON-0012196,technical
OPP-0000817,CON-0001701,influencer
OPP-0002186,CON-0005152,influencer
OPP-0000153,CON-0005542,decision_maker
OPP-0001519,CON-0003627,decision_maker
OPP-0002736,CON-0000220,influencer
OPP-0001940,CON-0009212,decision_maker
OPP-0002990,CON-0013774,end_user
OPP-0002954,CON-0012983,financial
OPP-0001163,CON-0007484,end_user
OPP-0000929,CON-0013404,end_user
OPP-0001380,CON-0003762,technical
OPP-0002683,CON-0003226,end_user
OPP-0000974,CON-0000717,decision_maker
OPP-0002581,CON-0012901,influencer
OPP-0001995,CON-0011367,financial
OPP-0000454,CON-0000181,end_user
OPP-0000060,CON-0012068,technical
OPP-0000501,CON-0001607,financial
OPP-0000934,CON-0013956,end_user
OPP-0002860,CON-0003487,technical
OPP-0001288,CON-0004362,decision_maker
OPP-0000626,CON-0011257,influencer
OPP-0000776,CON-0011616,technical
OPP-0000131,CON-0001128,decision_maker
OPP-0000714,CON-0012306,influencer
OPP-0000334,CON-0013217,financial
OPP-0000832,CON-0012818,end_user
OPP-0001375,CON-0013398,decision_maker
OPP-0001277,CON-0014716,technical
OPP-0000557,CON-0009200,decision_maker
OPP-0001880,CON-0000887,decision_maker
OPP-0001177,CON-0001327,technical
OPP-0001355,CON-0000240,financial
OPP-0002700,CON-0006396,influencer
OPP-0002658,CON-0001287,end_user
OPP-0002032,CON-0005285,financial
OPP-0002780,CON-0004496,technical
OPP-0001910,CON-0006073,financial
OPP-0002295,CON-0003461,technical
OPP-0002441,CON-0011977,technical
OPP-0002451,CON-0001277,influencer
OPP-0000805,CON-0004122,end_user
OPP-0001829,CON-0008422,decision_maker
OPP-0000051,CON-0009656,end_user
OPP-0002098,CON-0004447,financial
OPP-0001690,CON-0011201,end_user
OPP-0002915,CON-0000636,financial
OPP-0000451,CON-0001472,technical
OPP-0001332,CON-0000772,end_user
OPP-0002952,CON-0005921,end_user
OPP-0001132,CON-0000451,financial
OPP-0000552,CON-0006893,technical
OPP-0000537,CON-0014293,end_user
OPP-0002659,CON-0004686,end_user
OPP-0001102,CON-0004844,end_user
OPP-0001429,CON-0011253,end_user
OPP-0001779,CON-0005744,financial
OPP-0000855,CON-0008501,financial
OPP-0002026,CON-0004631,financial
OPP-0001946,CON-0014817,technical
OPP-0001077,CON-0013941,financial
OPP-0001627,CON-0007758,financial
OPP-0001268,CON-0004324,financial
OPP-0000117,CON-0014223,decision_maker
OPP-0002879,CON-0008317,decision_maker
OPP-0001522,CON-0004295,financial
